uniprot_id,gene,protein,description,feature_id,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
Q9NT62,ATG3,ATG3_HUMAN,Ubiquitin-like-conjugating enzyme ATG3,ATG3,27,60,17.756858877577667,1,1,1,3,MNAR,FALSE,0.5997001499250375
P31939,ATIC,PUR9_HUMAN,Bifunctional purine biosynthesis protein PURH,ATIC,0,0,22.81099764722437,NA,NA,NA,NA,Complete,TRUE,NA
Q8NHH9,ATL2,ATLA2_HUMAN,Atlastin-2,ATL2,0,0,19.419075427250288,NA,NA,NA,NA,Complete,TRUE,NA
P05023,ATP1A1,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,0,0,22.950873483845964,NA,NA,NA,NA,Complete,TRUE,NA
P50993,ATP1A2,AT1A2_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-2,ATP1A2,0,0,23.447243879988434,NA,NA,NA,NA,Complete,TRUE,NA
P05026,ATP1B1,AT1B1_HUMAN,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,0,0,22.43098096043056,NA,NA,NA,NA,Complete,TRUE,NA
O14983,ATP2A1,AT2A1_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,0,0,28.786008517910023,NA,NA,NA,NA,Complete,TRUE,NA
P16615,ATP2A2,AT2A2_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,0,0,27.87323918188384,NA,NA,NA,NA,Complete,TRUE,NA
Q93084,ATP2A3,AT2A3_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,ATP2A3,0,0,26.931660680979938,NA,NA,NA,NA,Complete,TRUE,NA
P23634,ATP2B4,AT2B4_HUMAN,Plasma membrane calcium-transporting ATPase 4,ATP2B4,13,28.888888888888886,16.1069036259798,1,1,1,3,MNAR,TRUE,0.26186906546726635
P25705,ATP5F1A,ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial",ATP5F1A,0,0,27.689710439268982,NA,NA,NA,NA,Complete,TRUE,NA
P06576,ATP5F1B,ATPB_HUMAN,"ATP synthase subunit beta, mitochondrial",ATP5F1B,0,0,28.217669337248864,NA,NA,NA,NA,Complete,TRUE,NA
P36542,ATP5F1C,ATPG_HUMAN,"ATP synthase subunit gamma, mitochondrial",ATP5F1C,0,0,25.808991599182107,NA,NA,NA,NA,Complete,TRUE,NA
P30049,ATP5F1D,ATPD_HUMAN,"ATP synthase subunit delta, mitochondrial",ATP5F1D,0,0,23.458874288160562,NA,NA,NA,NA,Complete,TRUE,NA
P56381,ATP5F1E,ATP5E_HUMAN,"ATP synthase subunit epsilon, mitochondrial",ATP5F1E,1,2.2222222222222223,21.400583771257388,0,0,0,0,MAR,TRUE,NA
Q06055,ATP5MC2,AT5G2_HUMAN,"ATP synthase F(0) complex subunit C2, mitochondrial",ATP5MC2,12,26.666666666666668,20.0577723831837,0,0,0,0,MAR,TRUE,NA
P56385,ATP5ME,ATP5I_HUMAN,"ATP synthase subunit e, mitochondrial",ATP5ME,0,0,24.36867204692729,NA,NA,NA,NA,Complete,TRUE,NA
P56134,ATP5MF,ATPK_HUMAN,"ATP synthase subunit f, mitochondrial",ATP5MF,0,0,26.078634965432638,NA,NA,NA,NA,Complete,TRUE,NA
O75964,ATP5MG,ATP5L_HUMAN,"ATP synthase subunit g, mitochondrial",ATP5MG,0,0,25.80488567710831,NA,NA,NA,NA,Complete,TRUE,NA
P24539,ATP5PB,AT5F1_HUMAN,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5PB,0,0,24.893870790337143,NA,NA,NA,NA,Complete,TRUE,NA
O75947,ATP5PD,ATP5H_HUMAN,"ATP synthase subunit d, mitochondrial",ATP5PD,0,0,25.33702123912275,NA,NA,NA,NA,Complete,TRUE,NA
P18859,ATP5PF,ATP5J_HUMAN,"ATP synthase-coupling factor 6, mitochondrial",ATP5PF,0,0,22.888018767013687,NA,NA,NA,NA,Complete,TRUE,NA
P48047,ATP5PO,ATPO_HUMAN,"ATP synthase subunit O, mitochondrial",ATP5PO,0,0,25.987820417248365,NA,NA,NA,NA,Complete,TRUE,NA
P38606,ATP6V1A,VATA_HUMAN,V-type proton ATPase catalytic subunit A,ATP6V1A,2,4.444444444444445,18.872557001724406,0,0,0,0,MAR,TRUE,NA
P21281,ATP6V1B2,VATB2_HUMAN,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,1,2.2222222222222223,18.986680925772582,0,0,0,0,MAR,TRUE,NA
P36543,ATP6V1E1,VATE1_HUMAN,V-type proton ATPase subunit E 1,ATP6V1E1,2,4.444444444444445,18.30132647387037,0,1,0,1,MAR,TRUE,NA
O75348,ATP6V1G1,VATG1_HUMAN,V-type proton ATPase subunit G 1,ATP6V1G1,17,37.77777777777778,17.418425234469858,1,1,1,3,MNAR,TRUE,0.5907046476761619
Q9UI12,ATP6V1H,VATH_HUMAN,V-type proton ATPase subunit H,ATP6V1H,9,20,17.83695412241479,0,1,1,2,MNAR,TRUE,0.30834582708645675
Q5TC12,ATPAF1,ATPF1_HUMAN,ATP synthase mitochondrial F1 complex assembly factor 1,ATPAF1,6,13.333333333333334,18.715939989748374,0,0,0,0,MAR,TRUE,NA
Q8N5M1,ATPAF2,ATPF2_HUMAN,ATP synthase mitochondrial F1 complex assembly factor 2,ATPAF2,3,6.666666666666667,17.725765514330014,0,1,0,1,MAR,TRUE,NA
Q9UBB4,ATXN10,ATX10_HUMAN,Ataxin-10,ATXN10,11,24.444444444444443,17.710453104270137,1,1,1,3,MNAR,TRUE,0.7616191904047976
Q13825,AUH,AUHM_HUMAN,"Methylglutaconyl-CoA hydratase, mitochondrial",AUH,4,8.88888888888889,17.595586129626504,0,1,0,1,MAR,TRUE,NA
P25311,AZGP1,ZA2G_HUMAN,Zinc-alpha-2-glycoprotein,AZGP1,0,0,20.46001074491503,NA,NA,NA,NA,Complete,TRUE,NA
P61769,B2M,B2MG_HUMAN,Beta-2-microglobulin,B2M,2,4.444444444444445,20.17533305622643,0,0,0,0,MAR,TRUE,NA
O95817,BAG3,BAG3_HUMAN,BAG family molecular chaperone regulator 3,BAG3,0,0,21.16914480488066,NA,NA,NA,NA,Complete,TRUE,NA
O75531,BANF1,BAF_HUMAN,Barrier-to-autointegration factor,BANF1,0,0,22.351135159470523,NA,NA,NA,NA,Complete,TRUE,NA
P50895,BCAM,BCAM_HUMAN,Basal cell adhesion molecule,BCAM,8,17.77777777777778,17.46057368265616,0,1,1,2,MNAR,TRUE,0.38180909545227387
Q9UHQ4,BCAP29,BAP29_HUMAN,B-cell receptor-associated protein 29,BCAP29,20,44.44444444444444,16.347404967528014,1,1,1,3,MNAR,TRUE,0.5802098950524738
P51572,BCAP31,BAP31_HUMAN,B-cell receptor-associated protein 31,BCAP31,9,20,17.03316607200405,1,1,1,3,MNAR,TRUE,0.5567216391804098
O15382,BCAT2,BCAT2_HUMAN,"Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2,1,2.2222222222222223,21.836075739313603,0,0,0,0,MAR,TRUE,NA
P12694,BCKDHA,ODBA_HUMAN,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",BCKDHA,11,24.444444444444443,16.220830597892743,1,1,1,3,MNAR,TRUE,0.21489255372313842
P21953,BCKDHB,ODBB_HUMAN,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",BCKDHB,9,20,17.395158611584407,1,1,1,3,MNAR,TRUE,0.991504247876062
O14874,BCKDK,BCKD_HUMAN,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",BCKDK,21,46.666666666666664,18.331315141288318,1,0,1,2,MNAR,TRUE,0.1679160419790105
Q9BXK5,BCL2L13,B2L13_HUMAN,Bcl-2-like protein 13,BCL2L13,0,0,20.86919059308615,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y276,BCS1L,BCS1_HUMAN,Mitochondrial chaperone BCS1,BCS1L,20,44.44444444444444,17.0416592434213,1,1,1,3,MNAR,TRUE,0.7721139430284858
Q02338,BDH1,BDH_HUMAN,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH1,0,0,19.664240610743533,NA,NA,NA,NA,Complete,TRUE,NA
Q9BUT1,BDH2,BDH2_HUMAN,3-hydroxybutyrate dehydrogenase type 2,BDH2,23,51.11111111111111,15.02807286040824,1,1,1,3,MNAR,FALSE,0.6431784107946027
O00499,BIN1,BIN1_HUMAN,Myc box-dependent-interacting protein 1,BIN1,0,0,26.32856476127218,NA,NA,NA,NA,Complete,TRUE,NA
Q9NQY0,BIN3,BIN3_HUMAN,Bridging integrator 3,BIN3,14,31.11111111111111,20.324024309482297,0,0,0,0,MAR,TRUE,NA
Q13867,BLMH,BLMH_HUMAN,Bleomycin hydrolase,BLMH,1,2.2222222222222223,21.3529403552223,0,0,0,0,MAR,TRUE,NA
P53004,BLVRA,BIEA_HUMAN,Biliverdin reductase A,BLVRA,0,0,20.06431015351254,NA,NA,NA,NA,Complete,TRUE,NA
P30043,BLVRB,BLVRB_HUMAN,Flavin reductase (NADPH),BLVRB,0,0,25.335144081244835,NA,NA,NA,NA,Complete,TRUE,NA
Q9H3K6,BOLA2,BOLA2_HUMAN,BolA-like protein 2,BOLA2,16,35.55555555555556,19.573498976420645,0,0,0,0,MAR,TRUE,NA
P07738,BPGM,PMGE_HUMAN,Bisphosphoglycerate mutase,BPGM,0,0,21.442021607038697,NA,NA,NA,NA,Complete,TRUE,NA
O95861,BPNT1,BPNT1_HUMAN,"3'(2'),5'-bisphosphate nucleotidase 1",BPNT1,11,24.444444444444443,17.414486928701603,1,1,1,3,MNAR,TRUE,0.2303848075962019
Q5VW32,BROX,BROX_HUMAN,BRO1 domain-containing protein BROX,BROX,6,13.333333333333334,17.662415734470216,0,1,1,2,MNAR,TRUE,0.30134932533733133
P35613,BSG,BASI_HUMAN,Basigin,BSG,0,0,21.934453883426873,NA,NA,NA,NA,Complete,TRUE,NA
P43251,BTD,BTD_HUMAN,Biotinidase,BTD,18,40,15.851326838286745,1,1,1,3,MNAR,TRUE,0.9300349825087456
Q96K17,BTF3L4,BT3L4_HUMAN,Transcription factor BTF3 homolog 4,BTF3L4,0,0,19.456852382852535,NA,NA,NA,NA,Complete,TRUE,NA
Q7L1Q6,BZW1,BZW1_HUMAN,Basic leucine zipper and W2 domain-containing protein 1,BZW1,2,4.444444444444445,20.621061571973268,0,0,0,0,MAR,TRUE,NA
Q9Y6E2,BZW2,BZW2_HUMAN,Basic leucine zipper and W2 domain-containing protein 2,BZW2,0,0,22.36458973907418,NA,NA,NA,NA,Complete,TRUE,NA
Q9H0W9,C11orf54,CK054_HUMAN,Ester hydrolase C11orf54,C11orf54,0,0,21.95572154894109,NA,NA,NA,NA,Complete,TRUE,NA
Q9H3H3,C11orf68,CK068_HUMAN,UPF0696 protein C11orf68,C11orf68,1,2.2222222222222223,18.44090313380158,0,0,0,0,MAR,TRUE,NA
Q69YU5,C12orf73,CL073_HUMAN,Uncharacterized protein C12orf73,C12orf73,8,17.77777777777778,17.960601070050988,0,1,1,2,MNAR,TRUE,0.24437781109445278
Q9NSK7,C19orf12,CS012_HUMAN,Protein C19orf12,C19orf12,36,80,14.818270406961801,1,1,1,3,MNAR,FALSE,0.025487256371814093
Q07021,C1QBP,C1QBP_HUMAN,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,0,0,24.999543117859858,NA,NA,NA,NA,Complete,TRUE,NA
Q5SQH8,C6orf136,CF136_HUMAN,Uncharacterized protein C6orf136,C6orf136,15,33.33333333333333,17.954573636299507,1,1,1,3,MNAR,TRUE,0.6306846576711644
Q9ULX7,CA14,CAH14_HUMAN,Carbonic anhydrase 14,CA14,24,53.333333333333336,17.28824810147084,1,1,1,3,MNAR,FALSE,0.0384807596201899
P00918,CA2,CAH2_HUMAN,Carbonic anhydrase 2,CA2,0,0,29.40062175274437,NA,NA,NA,NA,Complete,TRUE,NA
P07451,CA3,CAH3_HUMAN,Carbonic anhydrase 3,CA3,0,0,30.21548676917986,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y376,CAB39,CAB39_HUMAN,Calcium-binding protein 39,CAB39,0,0,22.308058356078693,NA,NA,NA,NA,Complete,TRUE,NA
Q9H9S4,CAB39L,CB39L_HUMAN,Calcium-binding protein 39-like,CAB39L,26,57.77777777777777,20.604016339209988,1,0,0,1,MAR,FALSE,NA
Q13698,CACNA1S,CAC1S_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,0,0,20.63477637947589,NA,NA,NA,NA,Complete,TRUE,NA
P54289,CACNA2D1,CA2D1_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-1,CACNA2D1,0,0,24.864879341310154,NA,NA,NA,NA,Complete,TRUE,NA
Q02641,CACNB1,CACB1_HUMAN,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,0,0,21.075819430035782,NA,NA,NA,NA,Complete,TRUE,NA
P54284,CACNB3,CACB3_HUMAN,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,0,0,21.77129713677154,NA,NA,NA,NA,Complete,TRUE,NA
Q06432,CACNG1,CCG1_HUMAN,Voltage-dependent calcium channel gamma-1 subunit,CACNG1,15,33.33333333333333,16.237249753020627,1,1,1,3,MNAR,TRUE,0.11294352823588207
Q9BXT2,CACNG6,CCG6_HUMAN,Voltage-dependent calcium channel gamma-6 subunit,CACNG6,25,55.55555555555556,16.836208180620275,1,1,1,3,MNAR,FALSE,0.11694152923538231
Q9HB71,CACYBP,CYBP_HUMAN,Calcyclin-binding protein,CACYBP,3,6.666666666666667,22.415882566391293,0,0,0,0,MAR,TRUE,NA
Q05682,CALD1,CALD1_HUMAN,Caldesmon,CALD1,17,37.77777777777778,17.526416972711978,1,1,1,3,MNAR,TRUE,0.8480759620189905
P0DP23,CALM1,CALM1_HUMAN,Calmodulin-1,CALM1,0,0,25.135386949455835,NA,NA,NA,NA,Complete,TRUE,NA
P27797,CALR,CALR_HUMAN,Calreticulin,CALR,0,0,21.345215641197058,NA,NA,NA,NA,Complete,TRUE,NA
O43852,CALU,CALU_HUMAN,Calumenin,CALU,0,0,21.1612863651714,NA,NA,NA,NA,Complete,TRUE,NA
Q9UQM7,CAMK2A,KCC2A_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit alpha,CAMK2A,0,0,21.73259700204247,NA,NA,NA,NA,Complete,TRUE,NA
Q13554,CAMK2B,KCC2B_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2B,0,0,22.394688602939265,NA,NA,NA,NA,Complete,TRUE,NA
Q13557,CAMK2D,KCC2D_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,0,0,23.35524753843395,NA,NA,NA,NA,Complete,TRUE,NA
Q13555,CAMK2G,KCC2G_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit gamma,CAMK2G,0,0,21.378671612302753,NA,NA,NA,NA,Complete,TRUE,NA
Q86VP6,CAND1,CAND1_HUMAN,Cullin-associated NEDD8-dissociated protein 1,CAND1,0,0,19.927208314560293,NA,NA,NA,NA,Complete,TRUE,NA
O75155,CAND2,CAND2_HUMAN,Cullin-associated NEDD8-dissociated protein 2,CAND2,0,0,22.949924144713197,NA,NA,NA,NA,Complete,TRUE,NA
P27824,CANX,CALX_HUMAN,Calnexin,CANX,0,0,22.177892991581352,NA,NA,NA,NA,Complete,TRUE,NA
Q01518,CAP1,CAP1_HUMAN,Adenylyl cyclase-associated protein 1,CAP1,0,0,20.11560938959308,NA,NA,NA,NA,Complete,TRUE,NA
P40123,CAP2,CAP2_HUMAN,Adenylyl cyclase-associated protein 2,CAP2,0,0,22.744015216051395,NA,NA,NA,NA,Complete,TRUE,NA
P07384,CAPN1,CAN1_HUMAN,Calpain-1 catalytic subunit,CAPN1,0,0,22.114445893067764,NA,NA,NA,NA,Complete,TRUE,NA
P17655,CAPN2,CAN2_HUMAN,Calpain-2 catalytic subunit,CAPN2,0,0,21.297754286503768,NA,NA,NA,NA,Complete,TRUE,NA
P20807,CAPN3,CAN3_HUMAN,Calpain-3,CAPN3,0,0,20.353119607481933,NA,NA,NA,NA,Complete,TRUE,NA
P04632,CAPNS1,CPNS1_HUMAN,Calpain small subunit 1,CAPNS1,0,0,22.422665233111925,NA,NA,NA,NA,Complete,TRUE,NA
P52907,CAPZA1,CAZA1_HUMAN,F-actin-capping protein subunit alpha-1,CAPZA1,0,0,22.371338165608098,NA,NA,NA,NA,Complete,TRUE,NA
P47755,CAPZA2,CAZA2_HUMAN,F-actin-capping protein subunit alpha-2,CAPZA2,0,0,21.942506236866425,NA,NA,NA,NA,Complete,TRUE,NA
P47756,CAPZB,CAPZB_HUMAN,F-actin-capping protein subunit beta,CAPZB,0,0,21.119793064612466,NA,NA,NA,NA,Complete,TRUE,NA
Q86X55,CARM1,CARM1_HUMAN,Histone-arginine methyltransferase CARM1,CARM1,7,15.555555555555555,19.30511863578774,0,0,0,0,MAR,TRUE,NA
A5YM72,CARNS1,CRNS1_HUMAN,Carnosine synthase 1,CARNS1,2,4.444444444444445,21.46761763934483,0,0,0,0,MAR,TRUE,NA
P49589,CARS1,SYCC_HUMAN,"Cysteine--tRNA ligase, cytoplasmic",CARS1,10,22.22222222222222,16.142863865972668,1,1,1,3,MNAR,TRUE,0.344327836081959
Q9HA77,CARS2,SYCM_HUMAN,"Probable cysteine--tRNA ligase, mitochondrial",CARS2,27,60,16.753474295515357,1,1,1,3,MNAR,FALSE,0.001999000499750125
P31415,CASQ1,CASQ1_HUMAN,Calsequestrin-1,CASQ1,0,0,29.523255441799797,NA,NA,NA,NA,Complete,TRUE,NA
O14958,CASQ2,CASQ2_HUMAN,Calsequestrin-2,CASQ2,0,0,25.51286866990671,NA,NA,NA,NA,Complete,TRUE,NA
P20810,CAST,ICAL_HUMAN,Calpastatin,CAST,0,0,20.46961101998318,NA,NA,NA,NA,Complete,TRUE,NA
P04040,CAT,CATA_HUMAN,Catalase,CAT,0,0,23.453866625771546,NA,NA,NA,NA,Complete,TRUE,NA
Q03135,CAV1,CAV1_HUMAN,Caveolin-1,CAV1,1,2.2222222222222223,22.724450958219986,0,0,0,0,MAR,TRUE,NA
P51636,CAV2,CAV2_HUMAN,Caveolin-2,CAV2,23,51.11111111111111,18.673557132681672,1,0,1,2,MNAR,FALSE,0.23438280859570215
Q6NZI2,CAVIN1,CAVN1_HUMAN,Caveolae-associated protein 1,CAVIN1,0,0,23.05019164035194,NA,NA,NA,NA,Complete,TRUE,NA
O95810,CAVIN2,CAVN2_HUMAN,Caveolae-associated protein 2,CAVIN2,0,0,20.4848813193798,NA,NA,NA,NA,Complete,TRUE,NA
Q5BKX8,CAVIN4,CAVN4_HUMAN,Caveolae-associated protein 4,CAVIN4,0,0,22.396023490947115,NA,NA,NA,NA,Complete,TRUE,NA
P16152,CBR1,CBR1_HUMAN,Carbonyl reductase [NADPH] 1,CBR1,0,0,24.553535488623034,NA,NA,NA,NA,Complete,TRUE,NA
Q8N4T8,CBR4,CBR4_HUMAN,Carbonyl reductase family member 4,CBR4,3,6.666666666666667,20.43959849473776,0,0,0,0,MAR,TRUE,NA
Q96CT7,CCDC124,CC124_HUMAN,Coiled-coil domain-containing protein 124,CCDC124,32,71.11111111111111,16.68661189922047,1,1,1,3,MNAR,FALSE,0.02948525737131434
O60826,CCDC22,CCD22_HUMAN,Coiled-coil domain-containing protein 22,CCDC22,21,46.666666666666664,18.70008667437971,1,0,1,2,MNAR,TRUE,0.672663668165917
Q96MW1,CCDC43,CCD43_HUMAN,Coiled-coil domain-containing protein 43,CCDC43,23,51.11111111111111,15.78873551336106,1,1,1,3,MNAR,FALSE,0.3798100949525237
O14618,CCS,CCS_HUMAN,Copper chaperone for superoxide dismutase,CCS,19,42.22222222222222,19.828821033825193,1,0,0,1,MAR,TRUE,NA
P78371,CCT2,TCPB_HUMAN,T-complex protein 1 subunit beta,CCT2,0,0,22.970306201524142,NA,NA,NA,NA,Complete,TRUE,NA
P49368,CCT3,TCPG_HUMAN,T-complex protein 1 subunit gamma,CCT3,0,0,24.02073990641466,NA,NA,NA,NA,Complete,TRUE,NA
P50991,CCT4,TCPD_HUMAN,T-complex protein 1 subunit delta,CCT4,0,0,22.293600727291675,NA,NA,NA,NA,Complete,TRUE,NA
P48643,CCT5,TCPE_HUMAN,T-complex protein 1 subunit epsilon,CCT5,0,0,22.873300245474336,NA,NA,NA,NA,Complete,TRUE,NA
P40227,CCT6A,TCPZ_HUMAN,T-complex protein 1 subunit zeta,CCT6A,0,0,21.493252791201282,NA,NA,NA,NA,Complete,TRUE,NA
Q99832,CCT7,TCPH_HUMAN,T-complex protein 1 subunit eta,CCT7,0,0,20.984426870476966,NA,NA,NA,NA,Complete,TRUE,NA
P50990,CCT8,TCPQ_HUMAN,T-complex protein 1 subunit theta,CCT8,0,0,22.683346310714562,NA,NA,NA,NA,Complete,TRUE,NA
P16671,CD36,CD36_HUMAN,Platelet glycoprotein 4,CD36,1,2.2222222222222223,21.31052101621501,0,0,0,0,MAR,TRUE,NA
P13987,CD59,CD59_HUMAN,CD59 glycoprotein,CD59,1,2.2222222222222223,20.72001404205091,0,0,0,0,MAR,TRUE,NA
P08962,CD63,CD63_HUMAN,CD63 antigen,CD63,17,37.77777777777778,17.92835135017068,1,1,1,3,MNAR,TRUE,0.12743628185907047
P60033,CD81,CD81_HUMAN,CD81 antigen,CD81,3,6.666666666666667,19.326461079301122,0,0,0,0,MAR,TRUE,NA
P21926,CD9,CD9_HUMAN,CD9 antigen,CD9,19,42.22222222222222,17.527091963251323,1,1,1,3,MNAR,TRUE,0.3633183408295852
Q16543,CDC37,CDC37_HUMAN,Hsp90 co-chaperone Cdc37,CDC37,1,2.2222222222222223,20.649269427555893,0,0,0,0,MAR,TRUE,NA
P60953,CDC42,CDC42_HUMAN,Cell division control protein 42 homolog,CDC42,0,0,22.716111015455496,NA,NA,NA,NA,Complete,TRUE,NA
P55290,CDH13,CAD13_HUMAN,Cadherin-13,CDH13,0,0,21.259937217232007,NA,NA,NA,NA,Complete,TRUE,NA
Q49AH0,CDNF,CDNF_HUMAN,Cerebral dopamine neurotrophic factor,CDNF,4,8.88888888888889,17.14097085354082,0,1,0,1,MAR,TRUE,NA
Q9UKY7,CDV3,CDV3_HUMAN,Protein CDV3 homolog,CDV3,9,20,18.07353223914242,0,1,1,2,MNAR,TRUE,0.5357321339330335
O00748,CES2,EST2_HUMAN,Cocaine esterase,CES2,7,15.555555555555555,18.15249431371889,0,1,1,2,MNAR,TRUE,0.9305347326336831
P23528,CFL1,COF1_HUMAN,Cofilin-1,CFL1,0,0,26.15336348088108,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y281,CFL2,COF2_HUMAN,Cofilin-2,CFL2,0,0,25.96661965451222,NA,NA,NA,NA,Complete,TRUE,NA
Q8WYQ3,CHCHD10,CHC10_HUMAN,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",CHCHD10,5,11.11111111111111,20.111946070670406,0,0,0,0,MAR,TRUE,NA
Q9Y6H1,CHCHD2,CHCH2_HUMAN,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,CHCHD2,2,4.444444444444445,19.68994775534705,0,0,0,0,MAR,TRUE,NA
Q9NX63,CHCHD3,MIC19_HUMAN,MICOS complex subunit MIC19,CHCHD3,0,0,22.204463964527076,NA,NA,NA,NA,Complete,TRUE,NA
Q9BUK0,CHCHD7,CHCH7_HUMAN,Coiled-coil-helix-coiled-coil-helix domain-containing protein 7,CHCHD7,1,2.2222222222222223,16.57785787723743,0,1,0,1,MAR,TRUE,NA
Q8NE62,CHDH,CHDH_HUMAN,"Choline dehydrogenase, mitochondrial",CHDH,36,80,16.316214405760782,1,1,1,3,MNAR,FALSE,0.0034982508745627187
Q7LBR1,CHMP1B,CHM1B_HUMAN,Charged multivesicular body protein 1b,CHMP1B,10,22.22222222222222,19.453471132529742,0,0,0,0,MAR,TRUE,NA
O43633,CHMP2A,CHM2A_HUMAN,Charged multivesicular body protein 2a,CHMP2A,7,15.555555555555555,16.21335866654809,1,1,1,3,MNAR,TRUE,0.020989505247376312
Q9H444,CHMP4B,CHM4B_HUMAN,Charged multivesicular body protein 4b,CHMP4B,0,0,18.557691374390142,NA,NA,NA,NA,Complete,TRUE,NA
Q96FZ7,CHMP6,CHMP6_HUMAN,Charged multivesicular body protein 6,CHMP6,18,40,14.778710388642459,1,1,1,3,MNAR,TRUE,0.001999000499750125
Q9UHD1,CHORDC1,CHRD1_HUMAN,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,22,48.888888888888886,16.64818115740952,1,1,1,3,MNAR,TRUE,0.2463768115942029
Q99653,CHP1,CHP1_HUMAN,Calcineurin B homologous protein 1,CHP1,9,20,16.27610081652794,1,1,1,3,MNAR,TRUE,0.6481759120439781
Q14011,CIRBP,CIRBP_HUMAN,Cold-inducible RNA-binding protein,CIRBP,1,2.2222222222222223,20.36294430265504,0,0,0,0,MAR,TRUE,NA
Q9NZ45,CISD1,CISD1_HUMAN,CDGSH iron-sulfur domain-containing protein 1,CISD1,0,0,24.77947012795958,NA,NA,NA,NA,Complete,TRUE,NA
Q8N5K1,CISD2,CISD2_HUMAN,CDGSH iron-sulfur domain-containing protein 2,CISD2,12,26.666666666666668,17.68972733230613,1,1,1,3,MNAR,TRUE,0.47876061969015493
P12277,CKB,KCRB_HUMAN,Creatine kinase B-type,CKB,0,0,31.35281317689552,NA,NA,NA,NA,Complete,TRUE,NA
P06732,CKM,KCRM_HUMAN,Creatine kinase M-type,CKM,0,0,31.991193695031953,NA,NA,NA,NA,Complete,TRUE,NA
P17540,CKMT2,KCRS_HUMAN,"Creatine kinase S-type, mitochondrial",CKMT2,0,0,27.284121301734274,NA,NA,NA,NA,Complete,TRUE,NA
O75122,CLASP2,CLAP2_HUMAN,CLIP-associating protein 2,CLASP2,26,57.77777777777777,19.41207527780184,1,0,0,1,MAR,FALSE,NA
Q96S66,CLCC1,CLCC1_HUMAN,Chloride channel CLIC-like protein 1,CLCC1,22,48.888888888888886,15.844804456130177,1,1,1,3,MNAR,TRUE,0.631184407796102
P05452,CLEC3B,TETN_HUMAN,Tetranectin,CLEC3B,17,37.77777777777778,18.565793226493174,1,0,1,2,MNAR,TRUE,0.4002998500749625
O00299,CLIC1,CLIC1_HUMAN,Chloride intracellular channel protein 1,CLIC1,3,6.666666666666667,20.75066562474024,0,0,0,0,MAR,TRUE,NA
Q9Y696,CLIC4,CLIC4_HUMAN,Chloride intracellular channel protein 4,CLIC4,0,0,18.96506494290999,NA,NA,NA,NA,Complete,TRUE,NA
Q9NZA1,CLIC5,CLIC5_HUMAN,Chloride intracellular channel protein 5,CLIC5,0,0,22.456675520141804,NA,NA,NA,NA,Complete,TRUE,NA
Q96NY7,CLIC6,CLIC6_HUMAN,Chloride intracellular channel protein 6,CLIC6,4,8.88888888888889,17.920937550137005,0,1,0,1,MAR,TRUE,NA
P30622,CLIP1,CLIP1_HUMAN,CAP-Gly domain-containing linker protein 1,CLIP1,0,0,19.781958829030074,NA,NA,NA,NA,Complete,TRUE,NA
Q9UDT6,CLIP2,CLIP2_HUMAN,CAP-Gly domain-containing linker protein 2,CLIP2,1,2.2222222222222223,18.766574794481183,0,0,0,0,MAR,TRUE,NA
Q16740,CLPP,CLPP_HUMAN,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",CLPP,20,44.44444444444444,17.506621322030142,1,1,1,3,MNAR,TRUE,0.014992503748125937
