pathway,pathway_label,database,nes_x,nes_y,padj_x,padj_y,significance,set_size
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteolysis Involve...,GO:BP,-0.858,1.662,0.9564,0.06662,NS,33
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Regulation Of Nervous System Development,GO:BP,-1.271,1.242,0.5207,0.3636,NS,42
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT,Organophosphate Ester Transport,GO:BP,1.584,-0.928,0.2676,0.7736,NS,17
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,Regulation Of Actin Filament Based Process,GO:BP,-1.389,1.121,0.3272,0.4969,NS,63
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Regulation Of Protein Containing Complex D...,GO:BP,-1.471,1.039,0.3272,0.6471,NS,28
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Proteasome Mediated Ubiquitin Dependent Pr...,GO:BP,-1.303,1.205,0.3821,0.3456,NS,95
GOBP_PROTEIN_TETRAMERIZATION,Protein Tetramerization,GO:BP,1.22,-1.283,0.6405,0.3579,NS,24
GOBP_TRANSLATIONAL_ELONGATION,Translational Elongation,GO:BP,0.955,1.547,0.8773,0.1434,NS,22
GOBP_ADAPTIVE_THERMOGENESIS,Adaptive Thermogenesis,GO:BP,1.077,-1.423,0.7489,0.2433,NS,26
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,Endoplasmic Reticulum To Golgi Vesicle Med...,GO:BP,1.471,1.029,0.3104,0.657,NS,41
GOBP_REGULATION_OF_TRANSLATION,Regulation Of Translation,GO:BP,1.07,1.427,0.741,0.119,NS,93
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION,Positive Regulation Of Protein Secretion,GO:BP,-1.363,1.133,0.4506,0.5233,NS,28
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR,Positive Regulation Of DNA Repair,GO:BP,-0.908,1.582,0.8922,0.1448,NS,16
GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteasomal Protein Cataboli...,GO:BP,-0.904,1.582,0.9346,0.07565,NS,57
GOBP_NUCLEUS_ORGANIZATION,Nucleus Organization,GO:BP,-1.455,1.027,0.3387,0.6625,NS,27
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteasomal Ubiquit...,GO:BP,-0.876,1.602,0.9346,0.1171,NS,20
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Intrinsic Apoptotic Signaling Pathway,GO:BP,-0.922,1.555,0.9158,0.07391,NS,62
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,Regulation Of Establishment Of Protein Loc...,GO:BP,-1.146,1.331,0.7113,0.3417,NS,16
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,Negative Regulation Of Transferase Activity,GO:BP,-1.08,1.394,0.7479,0.2654,NS,26
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,Sarcoplasmic Reticulum Calcium Ion Transport,GO:BP,-1.339,1.134,0.5042,0.5233,NS,24
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Extrinsic Apoptotic Signaling Pathway,GO:BP,-1.222,1.25,0.6139,0.3743,NS,30
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,Response To Purine Containing Compound,GO:BP,1.219,-1.253,0.6405,0.3929,NS,23
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,Developmental Growth Involved In Morphogen...,GO:BP,-1.462,1.006,0.3387,0.689,NS,25
GOBP_DEVELOPMENTAL_CELL_GROWTH,Developmental Cell Growth,GO:BP,-1.546,0.921,0.2651,0.7861,NS,26
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Positive Regulation Of Neuron Projection D...,GO:BP,1.502,0.964,0.3463,0.7252,NS,17
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Protein Catabolic P...,GO:BP,-0.791,1.67,0.9985,0.05808,NS,48
GOBP_TETRAPYRROLE_METABOLIC_PROCESS,Tetrapyrrole Metabolic Process,GO:BP,1.106,-1.346,0.741,0.3231,NS,15
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteolysis Involved In Prot...,GO:BP,-0.87,1.581,0.9629,0.06564,NS,63
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,Polysaccharide Biosynthetic Process,GO:BP,1.154,-1.293,0.6964,0.3717,NS,15
GOBP_MRNA_CATABOLIC_PROCESS,Mrna Catabolic Process,GO:BP,0.858,1.588,0.9582,0.09019,NS,37
GOBP_AMYLOID_FIBRIL_FORMATION,Amyloid Fibril Formation,GO:BP,-1.21,1.236,0.6528,0.4196,NS,18
GOBP_CELLULAR_RESPONSE_TO_STARVATION,Cellular Response To Starvation,GO:BP,-1.287,1.158,0.5503,0.4781,NS,32
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,Cytoplasmic Translational Initiation,GO:BP,1.062,1.382,0.7657,0.2706,NS,24
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION,Regulation Of Postsynapse Organization,GO:BP,-1.367,1.075,0.5074,0.61240000000000006,NS,15
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,Monocarboxylic Acid Biosynthetic Process,GO:BP,1.129,-1.309,0.6905,0.2967,NS,41
GOBP_MAINTENANCE_OF_LOCATION,Maintenance Of Location,GO:BP,-1.33,1.107,0.4069,0.5344,NS,52
GOBP_PLATELET_AGGREGATION,Platelet Aggregation,GO:BP,-1.231,1.205,0.6314,0.4482,NS,20
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,Regulation Of Actin Filament Organization,GO:BP,-1.43,1.005,0.3198,0.6898,NS,46
GOBP_PROTEIN_NEDDYLATION,Protein Neddylation,GO:BP,-0.923,-1.511,0.8831,0.185,NS,16
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY,Regulation Of Organelle Assembly,GO:BP,-0.759,1.675,0.9985,0.06084,NS,39
GOBP_ORGANIC_ACID_TRANSPORT,Organic Acid Transport,GO:BP,1.289,-1.143,0.5207,0.4871,NS,38
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,Cellular Component Disassembly,GO:BP,-0.975,1.455,0.8698,0.1005,NS,83
GOBP_RESPONSE_TO_OSMOTIC_STRESS,Response To Osmotic Stress,GO:BP,1.162,-1.268,0.6905,0.3798,NS,19
GOBP_GASTRULATION,Gastrulation,GO:BP,-1.152,1.277,0.6964,0.3846,NS,17
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,Positive Regulation Of Establishment Of Pr...,GO:BP,-1.168,1.259,0.6371,0.3085,NS,68
GOBP_AUTOPHAGOSOME_MATURATION,Autophagosome Maturation,GO:BP,-1.265,1.159,0.601,0.5163,NS,16
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,Cellular Response To Alcohol,GO:BP,1.35,-1.072,0.5198,0.6134,NS,15
GOBP_VIRAL_GENE_EXPRESSION,Viral Gene Expression,GO:BP,0.698,1.72,0.9985,0.0743,NS,21
HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,Hallmark,-0.964,1.454,0.7984,0.1539,NS,26
GOBP_T_CELL_DIFFERENTIATION,T Cell Differentiation,GO:BP,-1.276,1.139,0.5837,0.5349,NS,17
GOBP_ENDOSOMAL_TRANSPORT,Endosomal Transport,GO:BP,-1.233,1.178,0.5556,0.4188,NS,57
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,Long Chain Fatty Acid Transport,GO:BP,1.137,-1.273,0.7113,0.3798,NS,18
GOBP_PROTEIN_STABILIZATION,Protein Stabilization,GO:BP,0.819,1.591,0.9985,0.06913,NS,56
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,Regulation Of Telomere Maintenance,GO:BP,0.672,1.738,0.9985,0.05676,NS,24
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM,Regulation Of Circadian Rhythm,GO:BP,-1.261,1.148,0.5925,0.5233,NS,18
GOBP_REGULATION_OF_CELL_SHAPE,Regulation Of Cell Shape,GO:BP,-0.785,1.623,0.9938,0.1096,NS,20
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION,Negative Regulation Of Protein Localization,GO:BP,-1.143,1.264,0.6905,0.3483,NS,37
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS,Organophosphate Catabolic Process,GO:BP,-1.007,-1.397,0.8234,0.1569,NS,63
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Regulation Of Neuron Projection Development,GO:BP,-1.071,1.333,0.7469,0.2698,NS,46
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Positive Regulation Of Mrna Metabolic Process,GO:BP,-1.008,1.395,0.8301,0.2706,NS,19
GOBP_GOLGI_VESICLE_TRANSPORT,Golgi Vesicle Transport,GO:BP,1.126,1.272,0.6863,0.298,NS,69
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,Chaperone Mediated Protein Folding,GO:BP,0.818,1.569,0.9938,0.09864,NS,39
GOBP_REGULATION_OF_DNA_RECOMBINATION,Regulation Of DNA Recombination,GO:BP,0.928,1.457,0.8829,0.2423,NS,15
GOBP_MICROTUBULE_BASED_MOVEMENT,Microtubule Based Movement,GO:BP,-1,1.379,0.8343,0.2257,NS,45
GOBP_POSITIVE_REGULATION_OF_SECRETION,Positive Regulation Of Secretion,GO:BP,-1.125,1.251,0.6905,0.3432,NS,49
GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Non Canonical Nf Kappab Signal Transduction,GO:BP,-1.133,1.239,0.7204,0.42,NS,17
GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Regulation Of Non Canonical Nf Kappab Sign...,GO:BP,-1.126,1.244,0.7296,0.4204,NS,16
GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS,Non Proteinogenic Amino Acid Metabolic Pro...,GO:BP,1.158,-1.21,0.6933,0.4471,NS,16
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,Regulation Of Calcium Mediated Signaling,GO:BP,-1.567,-0.801,0.2691,0.8975,NS,17
GOBP_PLATELET_ACTIVATION,Platelet Activation,GO:BP,-1.191,1.176,0.6635,0.4693,NS,22
GOBP_MONONUCLEAR_CELL_MIGRATION,Mononuclear Cell Migration,GO:BP,0.665,1.701,0.9985,0.06971,NS,23
GOBP_POTASSIUM_ION_TRANSPORT,Potassium Ion Transport,GO:BP,-1.039,1.322,0.7843,0.318,NS,26
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION,Protein Localization To Extracellular Region,GO:BP,-1.194,1.165,0.6221,0.4403,NS,54
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,Negative Regulation Of Cell Cycle Process,GO:BP,-1.266,1.091,0.5969,0.5885,NS,17
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Negative Regulation Of Protein Ubiquitination,GO:BP,-0.997,1.358,0.8324,0.307,NS,18
GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS,Nucleic Acid Catabolic Process,GO:BP,-0.874,1.478,0.952,0.1274,NS,46
GOBP_NEUTROPHIL_MIGRATION,Neutrophil Migration,GO:BP,-0.692,1.659,0.9985,0.1039,NS,15
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TRANSPORT,Positive Regulation Of Protein Transport,GO:BP,-1.076,1.273,0.7469,0.318,NS,48
GOBP_AMIDE_METABOLIC_PROCESS,Amide Metabolic Process,GO:BP,0.844,-1.505,0.9985,0.05908,NS,106
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Cellular Response To Topologically Incorre...,GO:BP,-0.946,1.4,0.8802,0.2623,NS,24
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,Positive Regulation Of Telomere Maintenance,GO:BP,0.767,1.576,0.9985,0.1375,NS,19
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,Regulation Of Endothelial Cell Migration,GO:BP,1.543,-0.8,0.2691,0.9017,NS,24
GOBP_PROTEIN_REFOLDING,Protein Refolding,GO:BP,0.795,1.547,0.9804,0.1645,NS,15
GOBP_CELLULAR_SENESCENCE,Cellular Senescence,GO:BP,0.958,-1.384,0.8773,0.2923,NS,17
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,Cellular Response To Nutrient Levels,GO:BP,-1.241,1.099,0.5828,0.5601,NS,39
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,Monocarboxylic Acid Transport,GO:BP,1.153,-1.186,0.6905,0.4533,NS,25
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,Tumor Necrosis Factor Mediated Signaling P...,GO:BP,-1.487,-0.85,0.3463,0.8667,NS,16
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,Protein Transmembrane Transport,GO:BP,1.396,0.941,0.4299,0.7522,NS,19
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,Regulation Of Immune Effector Process,GO:BP,-1.127,1.207,0.6905,0.4001,NS,44
GOBP_RESPONSE_TO_PEPTIDE_HORMONE,Response To Peptide Hormone,GO:BP,-1.496,0.838,0.1775,0.9245,NS,80
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,Modified Amino Acid Biosynthetic Process,GO:BP,1.29,-1.043,0.5751,0.6471,NS,17
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Positive Regulation Of Cell Projection Org...,GO:BP,0.905,1.426,0.9175,0.1709,NS,40
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,Substrate Adhesion Dependent Cell Spreading,GO:BP,-0.973,1.358,0.851,0.2873,NS,23
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE,Protein Transmembrane Import Into Intracel...,GO:BP,1.422,-0.908,0.446,0.7932,NS,15
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Response To Topologically Incorrect Protein,GO:BP,-0.7,1.628,0.9985,0.0719,NS,42
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Response To Endoplasmic Reticulum Stress,GO:BP,-0.799,1.528,0.9985,0.08572,NS,63
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,Positive Regulation Of Actin Filament Bund...,GO:BP,-1.474,0.852,0.3549,0.8613,NS,16
GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS,Regulation Of Amide Metabolic Process,GO:BP,-1.573,0.753,0.2691,0.9371,NS,17
GOBP_STEM_CELL_DIFFERENTIATION,Stem Cell Differentiation,GO:BP,0.781,1.545,0.9985,0.147,NS,20
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,Purine Containing Compound Catabolic Process,GO:BP,-0.833,-1.492,0.9938,0.1146,NS,55
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,In Utero Embryonic Development,GO:BP,-1.205,1.118,0.6223,0.5303,NS,40
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,Cellular Response To Unfolded Protein,GO:BP,-0.914,1.404,0.8869,0.2698,NS,20
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,Actin Filament Bundle Organization,GO:BP,-0.981,1.333,0.8496,0.2874,NS,35
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,Regulation Of Developmental Growth,GO:BP,-1.377,0.934,0.4016,0.7811,NS,36
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,Cellular Response To Light Stimulus,GO:BP,-1.074,1.235,0.7576,0.4253,NS,15
GOBP_OSTEOBLAST_DIFFERENTIATION,Osteoblast Differentiation,GO:BP,-0.986,1.323,0.8462,0.3034,NS,32
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,Negative Regulation Of Cell Development,GO:BP,-1.267,1.039,0.5751,0.6486,NS,25
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,Response To Tumor Necrosis Factor,GO:BP,-1.46,0.844,0.3368,0.8817,NS,27
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,Positive Regulation Of Plasma Membrane Bou...,GO:BP,0.777,1.526,0.9985,0.1702,NS,18
GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Canonical Nf Kappab Signal Transduction,GO:BP,-1.22,1.078,0.5828,0.575,NS,47
GOBP_MYELOID_LEUKOCYTE_MIGRATION,Myeloid Leukocyte Migration,GO:BP,0.686,1.612,0.9985,0.1041,NS,26
GOBP_OSSIFICATION,Ossification,GO:BP,-0.938,1.36,0.8831,0.2448,NS,45
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,Regulation Of Cell Morphogenesis,GO:BP,-0.847,1.449,0.9566,0.2107,NS,26
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,Positive Regulation Of Chromosome Organiza...,GO:BP,0.648,1.647,0.9985,0.09883,NS,20
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,Negative Regulation Of Cytoskeleton Organi...,GO:BP,-0.92,1.374,0.8869,0.2742,NS,27
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,Negative Regulation Of Protein Polymerization,GO:BP,-1.108,1.185,0.741,0.4683,NS,21
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,Cell Communication Involved In Cardiac Con...,GO:BP,-1.241,1.049,0.6405,0.6471,NS,15
GOBP_TRANSITION_METAL_ION_TRANSPORT,Transition Metal Ion Transport,GO:BP,0.68,1.61,0.9985,0.1245,NS,17
GOBP_VACUOLE_ORGANIZATION,Vacuole Organization,GO:BP,-1.185,1.104,0.6504,0.5484,NS,40
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,Calcium Ion Transmembrane Import Into Cytosol,GO:BP,-1.491,0.797,0.2691,0.9305,NS,38
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,Negative Regulation Of Tor Signaling,GO:BP,-1.04,-1.247,0.7843,0.4079,NS,18
GOBP_STEROL_BIOSYNTHETIC_PROCESS,Sterol Biosynthetic Process,GO:BP,-1.182,1.105,0.6863,0.5746,NS,15
GOBP_POSTSYNAPSE_ORGANIZATION,Postsynapse Organization,GO:BP,-1.353,0.931,0.4836,0.7736,NS,26
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Positive Regulation Of Protein Localizatio...,GO:BP,0.984,1.298,0.8487,0.3672,NS,17
GOBP_POSITIVE_REGULATION_OF_TRANSLATION,Positive Regulation Of Translation,GO:BP,0.765,1.517,0.9985,0.1375,NS,32
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,Release Of Cytochrome C From Mitochondria,GO:BP,0.906,-1.376,0.8869,0.298,NS,15
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,Alcohol Biosynthetic Process,GO:BP,-1.237,-1.04,0.6069,0.6439,NS,29
GOBP_TORC1_SIGNALING,Torc1 Signaling,GO:BP,-1.628,0.647,0.192,0.9843,NS,24
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteasomal Ubiquitin Depend...,GO:BP,-0.684,1.589,0.9985,0.09426,NS,33
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY,Regulation Of Synaptic Plasticity,GO:BP,-1.167,1.106,0.6863,0.5629,NS,23
GOBP_RIBOSOME_ASSEMBLY,Ribosome Assembly,GO:BP,0.661,1.611,0.9985,0.1146,NS,22
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,Sulfur Compound Biosynthetic Process,GO:BP,-0.666,-1.605,0.9985,0.07776,NS,39
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,Reactive Nitrogen Species Metabolic Process,GO:BP,-1.036,1.234,0.7843,0.4192,NS,21
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,Carbohydrate Biosynthetic Process,GO:BP,0.965,-1.303,0.8787,0.2801,NS,51
GOBP_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Cytoplasmic Pattern Recognit...,GO:BP,-1.19,1.077,0.6528,0.5952,NS,27
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Positive Regulation Of Catalytic Activity,GO:BP,-1.198,1.068,0.6223,0.599,NS,46
GOBP_LYSOSOMAL_TRANSPORT,Lysosomal Transport,GO:BP,-0.934,1.33,0.8831,0.3172,NS,24
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,Negative Regulation Of Transport,GO:BP,-0.863,1.401,0.9764,0.147,NS,73
GOBP_CELLULAR_RESPONSE_TO_RADIATION,Cellular Response To Radiation,GO:BP,-0.885,1.377,0.9261,0.2698,NS,22
GOBP_DNA_RECOMBINATION,DNA Recombination,GO:BP,-0.843,1.419,0.9613,0.2263,NS,28
GOBP_REGULATION_OF_PROTEIN_TARGETING,Regulation Of Protein Targeting,GO:BP,-1.281,0.981,0.5751,0.7189,NS,21
GOBP_RNA_LOCALIZATION,RNA Localization,GO:BP,0.72,1.54,0.9985,0.1218,NS,31
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,Positive Regulation Of Developmental Growth,GO:BP,-1.307,0.95,0.5591,0.7375,NS,17
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,Leukocyte Cell Cell Adhesion,GO:BP,-0.808,1.448,0.9985,0.1616,NS,41
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,Negative Regulation Of Protein Modificatio...,GO:BP,-1.039,1.217,0.784,0.385,NS,45
GOBP_RESPONSE_TO_TYPE_II_INTERFERON,Response To Type Ii Interferon,GO:BP,-0.848,1.408,0.952,0.2502,NS,22
GOBP_HEMOSTASIS,Hemostasis,GO:BP,-1.097,1.158,0.7373,0.4696,NS,39
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING,Regulation Of Response To Wounding,GO:BP,-1.102,1.151,0.742,0.4984,NS,23
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,Insulin Receptor Signaling Pathway,GO:BP,-1.058,1.194,0.7673,0.4482,NS,25
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Negative Regulation Of Catalytic Activity,GO:BP,-1.054,1.197,0.7637,0.422,NS,39
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,Negative Regulation Of Locomotion,GO:BP,0.809,1.442,0.9985,0.1552,NS,44
HALLMARK_ESTROGEN_RESPONSE_LATE,Estrogen Response Late,Hallmark,0.886,1.363,0.8403,0.2041,NS,32
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Establishment Of Protein Localization To M...,GO:BP,1.218,-1.029,0.5799,0.6471,NS,51
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,Nucleoside Phosphate Catabolic Process,GO:BP,-0.97,-1.276,0.8773,0.298,NS,58
HALLMARK_PROTEIN_SECRETION,Protein Secretion,Hallmark,-1.051,1.195,0.7082,0.4254,NS,37
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,Biological Process Involved In Symbiotic I...,GO:BP,-0.909,1.335,0.9255,0.2698,NS,45
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,Negative Regulation Of Molecular Function,GO:BP,-1.012,1.231,0.8261,0.3555,NS,54
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,Regulation Of Mitochondrion Organization,GO:BP,1.159,-1.084,0.6797,0.5746,NS,34
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,Leukocyte Mediated Cytotoxicity,GO:BP,-1.199,1.043,0.6528,0.6471,NS,20
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,Positive Regulation Of Cold Induced Thermo...,GO:BP,0.918,-1.323,0.8831,0.3449,NS,15
HALLMARK_IL2_STAT5_SIGNALING,IL2 Stat5 Signaling,Hallmark,-1.599,-0.642,0.1224,0.9873,NS,23
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,Regulation Of Synapse Structure Or Activity,GO:BP,-1.009,1.228,0.8324,0.4081,NS,28
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Ubiquitin Dependent...,GO:BP,-0.856,1.379,0.95,0.2706,NS,23
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,Response To Transforming Growth Factor Beta,GO:BP,0.883,1.349,0.9386,0.2706,NS,33
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,Antigen Processing And Presentation,GO:BP,-1.326,0.905,0.5331,0.7987,NS,20
GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,Nuclear Receptor Mediated Signaling Pathway,GO:BP,1.088,1.142,0.7469,0.5163,NS,25
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,Regulation Of Canonical Wnt Signaling Pathway,GO:BP,-0.861,1.366,0.9455,0.2782,NS,22
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,Negative Regulation Of Supramolecular Fibe...,GO:BP,-0.982,1.243,0.8487,0.3777,NS,35
GOBP_LYTIC_VACUOLE_ORGANIZATION,Lytic Vacuole Organization,GO:BP,-1.252,0.971,0.6105,0.7188,NS,17
HALLMARK_ANDROGEN_RESPONSE,Androgen Response,Hallmark,-1.305,0.91,0.469,0.7587,NS,24
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION,Protein Complex Oligomerization,GO:BP,1.153,-1.061,0.6624,0.5952,NS,49
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,Regulation Of Mononuclear Cell Migration,GO:BP,0.873,1.341,0.9386,0.318,NS,18
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,Regulation Of Wnt Signaling Pathway,GO:BP,0.796,1.417,0.9985,0.2267,NS,28
GOBP_HOMOTYPIC_CELL_CELL_ADHESION,Homotypic Cell Cell Adhesion,GO:BP,-1.24,0.971,0.6105,0.7252,NS,24
HALLMARK_P53_PATHWAY,p53 Pathway,Hallmark,1.271,-0.94,0.469,0.7465,NS,25
GOBP_PROTEIN_POLYUBIQUITINATION,Protein Polyubiquitination,GO:BP,-1.555,-0.654,0.2,0.9901,NS,36
