pathway,pathway_label,database,nes_x,nes_y,padj_x,padj_y,significance,set_size
GOBP_METENCEPHALON_DEVELOPMENT,Metencephalon Development,GO:BP,-0.914,0.735,0.8869,0.9579,NS,18
GOBP_RECEPTOR_INTERNALIZATION,Receptor Internalization,GO:BP,1.068,-0.581,0.7576,0.9942,NS,22
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,Positive Regulation Of Cell Cycle,GO:BP,-0.737,0.91,0.9985,0.8174,NS,35
GOBP_NEURON_APOPTOTIC_PROCESS,Neuron Apoptotic Process,GO:BP,-0.892,0.752,0.9346,0.9623,NS,34
GOBP_NUCLEOBASE_METABOLIC_PROCESS,Nucleobase Metabolic Process,GO:BP,-0.909,0.735,0.8869,0.9577,NS,17
GOBP_SODIUM_ION_TRANSPORT,Sodium Ion Transport,GO:BP,-0.667,0.976,0.9985,0.7222,NS,20
GOBP_SYMBIONT_ENTRY_INTO_HOST,Symbiont Entry Into Host,GO:BP,-0.679,0.96,0.9985,0.733,NS,21
GOBP_DENDRITE_DEVELOPMENT,Dendrite Development,GO:BP,0.976,0.662,0.852,0.9838,NS,24
GOBP_MYOTUBE_CELL_DEVELOPMENT,Myotube Cell Development,GO:BP,-1.001,-0.637,0.8324,0.9843,NS,16
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Negative Regulation Of Response To Endopla...,GO:BP,-0.493,1.143,0.9985,0.5319,NS,16
GOBP_RESPONSE_TO_ACTIVITY,Response To Activity,GO:BP,-0.867,-0.769,0.9478,0.9406,NS,26
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,Positive Regulation Of Cell Cell Adhesion,GO:BP,-0.739,-0.895,0.9985,0.8283,NS,31
GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS,Cellular Response To Oxidative Stress,GO:BP,0.803,0.83,0.9985,0.9124,NS,54
GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,Glycosyl Compound Metabolic Process,GO:BP,-0.635,0.996,0.9985,0.6971,NS,18
GOBP_REGULATION_OF_AUTOPHAGY,Regulation Of Autophagy,GO:BP,-0.89,0.741,0.952,0.9838,NS,74
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION,Positive Regulation Of Hormone Secretion,GO:BP,-0.943,-0.687,0.8802,0.9797,NS,20
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,Cardiac Muscle Cell Contraction,GO:BP,0.84,-0.787,0.9602,0.9101,NS,20
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,Glycerolipid Metabolic Process,GO:BP,-0.548,-1.078,0.9985,0.575,NS,36
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Regulation Of Cell Substrate Adhesion,GO:BP,-0.777,0.845,0.9985,0.8905,NS,37
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,Endosome To Lysosome Transport,GO:BP,-0.805,0.814,0.9729,0.8884,NS,15
HALLMARK_ESTROGEN_RESPONSE_EARLY,Estrogen Response Early,Hallmark,-0.923,0.696,0.8312,0.9623,NS,17
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT,Regulation Of Vasculature Development,GO:BP,-0.636,-0.981,0.9985,0.7103,NS,36
GOBP_RESPONSE_TO_OXYGEN_LEVELS,Response To Oxygen Levels,GO:BP,0.942,0.675,0.8831,0.994,NS,65
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Regulation Of Protein Localization To Plas...,GO:BP,0.71,0.901,0.9985,0.8174,NS,27
GOBP_REGULATION_OF_MACROAUTOPHAGY,Regulation Of Macroautophagy,GO:BP,0.939,-0.671,0.8831,0.9926,NS,49
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Positive Regulation Of Intracellular Prote...,GO:BP,-0.656,0.952,0.9985,0.733,NS,16
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,Neural Nucleus Development,GO:BP,0.622,0.985,0.9985,0.7098,NS,22
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,Substantia Nigra Development,GO:BP,0.622,0.985,0.9985,0.7098,NS,22
GOBP_CARBOHYDRATE_TRANSPORT,Carbohydrate Transport,GO:BP,-0.878,0.726,0.9315,0.9623,NS,17
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,Negative Regulation Of Defense Response,GO:BP,-1.025,0.577,0.806,0.9942,NS,27
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Protein Catabolic P...,GO:BP,-0.413,1.186,1,0.4568,NS,24
GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT,Monosaccharide Transmembrane Transport,GO:BP,-0.876,0.721,0.9338,0.9623,NS,16
GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Regulation Of Cell Substrate Junction Orga...,GO:BP,-0.947,-0.646,0.8802,0.9843,NS,17
GOBP_REGULATION_OF_HORMONE_SECRETION,Regulation Of Hormone Secretion,GO:BP,-0.866,-0.723,0.9513,0.9772,NS,33
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,Glycerolipid Biosynthetic Process,GO:BP,-0.937,-0.648,0.8802,0.9843,NS,18
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,Hydrogen Peroxide Metabolic Process,GO:BP,0.66,0.92,0.9985,0.7746,NS,19
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Monoatomic Ion Tran...,GO:BP,0.745,0.832,0.9985,0.8817,NS,19
GOBP_STEROID_BIOSYNTHETIC_PROCESS,Steroid Biosynthetic Process,GO:BP,-0.96,0.617,0.8773,0.9926,NS,28
GOBP_RESPONSE_TO_IONIZING_RADIATION,Response To Ionizing Radiation,GO:BP,-0.906,0.665,0.8947,0.9838,NS,16
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,Post Golgi Vesicle Mediated Transport,GO:BP,-0.94,0.628,0.8802,0.9876,NS,19
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,Positive Regulation Of Leukocyte Cell Cell...,GO:BP,-0.788,-0.776,0.9985,0.9406,NS,28
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Positive Regulation Of Cell Substrate Adhe...,GO:BP,0.761,0.801,0.9985,0.9103,NS,28
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,Adaptive Immune Response Based On Somatic ...,GO:BP,0.663,-0.89,0.9985,0.8292,NS,26
GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,Regulation Of Receptor Mediated Endocytosis,GO:BP,0.662,0.89,0.9985,0.8123,NS,16
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,Cellular Response To Oxygen Levels,GO:BP,-0.807,0.744,0.9985,0.9623,NS,33
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,Regulation Of Carbohydrate Catabolic Process,GO:BP,-0.747,-0.803,0.9985,0.8967,NS,20
GOBP_HORMONE_METABOLIC_PROCESS,Hormone Metabolic Process,GO:BP,0.738,-0.811,0.9985,0.9032,NS,31
GOBP_REGULATION_OF_INSULIN_SECRETION,Regulation Of Insulin Secretion,GO:BP,-0.906,-0.64,0.9119,0.9901,NS,27
GOBP_AUTOPHAGY_OF_MITOCHONDRION,Autophagy Of Mitochondrion,GO:BP,0.954,-0.592,0.8773,0.994,NS,30
GOBP_MIDBRAIN_DEVELOPMENT,Midbrain Development,GO:BP,0.558,0.985,0.9985,0.7098,NS,25
GOBP_MUSCLE_CELL_PROLIFERATION,Muscle Cell Proliferation,GO:BP,-1.025,-0.517,0.806,0.9986,NS,26
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,Organic Hydroxy Compound Transport,GO:BP,-0.836,0.702,0.967,0.9838,NS,31
GOBP_CYTOKINESIS,Cytokinesis,GO:BP,-0.695,0.841,0.9985,0.8906,NS,36
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,Cellular Response To Carbohydrate Stimulus,GO:BP,-0.886,-0.646,0.9261,0.9843,NS,22
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,Multi Multicellular Organism Process,GO:BP,0.86,0.67,0.95,0.9838,NS,25
GOBP_TISSUE_REGENERATION,Tissue Regeneration,GO:BP,-0.812,-0.718,0.9697,0.9623,NS,15
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Regulation Of Protein Localization To Cell...,GO:BP,0.676,0.852,0.9985,0.8818,NS,35
GOBP_LOCOMOTORY_BEHAVIOR,Locomotory Behavior,GO:BP,0.922,0.605,0.8869,0.9901,NS,20
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,Response To Reactive Oxygen Species,GO:BP,0.683,0.844,0.9985,0.8959,NS,46
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY,Negative Regulation Of Autophagy,GO:BP,-0.953,0.574,0.8773,0.994,NS,19
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,Receptor Mediated Endocytosis,GO:BP,0.771,0.75,0.9985,0.9623,NS,37
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,Response To Toxic Substance,GO:BP,0.8,0.721,0.9985,0.9843,NS,63
GOBP_ENDOSOME_ORGANIZATION,Endosome Organization,GO:BP,-0.817,-0.695,0.9701,0.9772,NS,21
GOBP_MITOPHAGY,Mitophagy,GO:BP,-0.907,0.6,0.9106,0.9926,NS,25
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY,Regulation Of Hydrolase Activity,GO:BP,-0.598,0.906,0.9985,0.8187,NS,31
GOBP_CELL_REDOX_HOMEOSTASIS,Cell Redox Homeostasis,GO:BP,-0.596,0.903,0.9985,0.8053,NS,20
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,Protein Containing Complex Localization,GO:BP,0.773,0.725,0.9985,0.9694,NS,29
GOBP_NEUROTRANSMITTER_TRANSPORT,Neurotransmitter Transport,GO:BP,0.489,0.993,0.9985,0.6971,NS,17
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,Positive Regulation Of Cell Activation,GO:BP,-0.66,-0.822,0.9985,0.9003,NS,34
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,Protein Localization To Endoplasmic Reticulum,GO:BP,-0.864,0.617,0.9386,0.9876,NS,17
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS,Regulation Of Steroid Metabolic Process,GO:BP,-0.748,0.733,0.9985,0.9607,NS,18
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,Antigen Receptor Mediated Signaling Pathway,GO:BP,-0.696,-0.783,0.9985,0.9032,NS,15
GOBP_CELLULAR_RESPONSE_TO_METAL_ION,Cellular Response To Metal Ion,GO:BP,-0.678,0.797,0.9985,0.9245,NS,36
GOBP_MACROMOLECULE_METHYLATION,Macromolecule Methylation,GO:BP,0.749,0.723,0.9985,0.9623,NS,19
GOBP_TRNA_PROCESSING,Trna Processing,GO:BP,-0.845,-0.624,0.9513,0.9843,NS,15
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT,Metaphase Chromosome Alignment,GO:BP,0.656,0.812,0.9985,0.8906,NS,18
GOBP_REGULATION_OF_TUBE_SIZE,Regulation Of Tube Size,GO:BP,-0.928,-0.54,0.8831,0.9942,NS,17
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,Regulation Of Autophagy Of Mitochondrion,GO:BP,-0.874,-0.593,0.9346,0.9913,NS,16
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,Regulation Of Muscle Cell Differentiation,GO:BP,-0.98,-0.486,0.8487,0.9986,NS,16
GOBP_MULTICELLULAR_ORGANISM_GROWTH,Multicellular Organism Growth,GO:BP,0.742,0.714,0.9985,0.9636,NS,19
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION,Cortical Cytoskeleton Organization,GO:BP,0.651,0.799,0.9985,0.8948,NS,16
GOBP_CELL_MATRIX_ADHESION,Cell Matrix Adhesion,GO:BP,0.798,0.651,0.9985,0.9901,NS,36
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY,Regulation Of Cation Channel Activity,GO:BP,0.867,0.571,0.9346,0.9926,NS,15
GOBP_STRESS_FIBER_ASSEMBLY,Stress Fiber Assembly,GO:BP,0.734,0.703,0.9985,0.97,NS,21
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Reactive Oxygen Species Metabolic Process,GO:BP,0.731,0.703,0.9985,0.9876,NS,55
GOBP_MITOTIC_CYTOKINESIS,Mitotic Cytokinesis,GO:BP,-0.502,-0.929,0.9985,0.7736,NS,19
GOBP_CARBOHYDRATE_HOMEOSTASIS,Carbohydrate Homeostasis,GO:BP,0.715,-0.715,0.9985,0.9838,NS,41
GOBP_REGULATION_OF_T_CELL_ACTIVATION,Regulation Of T Cell Activation,GO:BP,-0.674,0.747,0.9985,0.9623,NS,34
GOBP_ORGANELLE_MEMBRANE_FUSION,Organelle Membrane Fusion,GO:BP,-0.685,0.733,0.9985,0.9623,NS,23
GOBP_CIRCADIAN_RHYTHM,Circadian Rhythm,GO:BP,-0.647,0.77,0.9985,0.9397,NS,28
GOBP_RESPONSE_TO_ESTRADIOL,Response To Estradiol,GO:BP,-0.626,-0.784,0.9985,0.9103,NS,17
GOBP_VITAMIN_METABOLIC_PROCESS,Vitamin Metabolic Process,GO:BP,0.679,0.727,0.9985,0.9623,NS,21
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,Regulation Of Actomyosin Structure Organiz...,GO:BP,-0.885,-0.512,0.9261,0.9979,NS,16
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,Regulation Of Mitochondrial Membrane Poten...,GO:BP,-0.627,0.77,0.9985,0.9314,NS,22
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,Microtubule Organizing Center Organization,GO:BP,0.709,0.675,0.9985,0.9797,NS,16
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,Response To Xenobiotic Stimulus,GO:BP,0.635,-0.745,0.9985,0.9838,NS,66
GOBP_SPROUTING_ANGIOGENESIS,Sprouting Angiogenesis,GO:BP,-0.715,-0.665,0.9985,0.9838,NS,15
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Regulation Of Reactive Oxygen Species Meta...,GO:BP,0.664,0.71,0.9985,0.9838,NS,35
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,Cellular Response To Xenobiotic Stimulus,GO:BP,0.649,-0.724,0.9985,0.9692,NS,27
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,Cytoskeleton Dependent Cytokinesis,GO:BP,-0.584,0.788,0.9985,0.9245,NS,28
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,Import Across Plasma Membrane,GO:BP,-0.735,-0.631,0.9985,0.9876,NS,21
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,Water Soluble Vitamin Metabolic Process,GO:BP,0.721,0.645,0.9985,0.9843,NS,18
GOBP_TISSUE_HOMEOSTASIS,Tissue Homeostasis,GO:BP,0.804,-0.56,0.9822,0.9942,NS,20
GOBP_ANATOMICAL_STRUCTURE_MATURATION,Anatomical Structure Maturation,GO:BP,-0.651,0.71,0.9985,0.9623,NS,15
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Negative Regulation Of Carbohydrate Metabo...,GO:BP,0.722,-0.638,0.9985,0.9843,NS,15
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,Response To Oxidative Stress,GO:BP,0.648,0.711,0.9985,0.9926,NS,93
GOBP_T_CELL_PROLIFERATION,T Cell Proliferation,GO:BP,0.516,0.838,0.9985,0.8757,NS,19
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE,Response To Hydrogen Peroxide,GO:BP,-0.624,0.724,0.9985,0.9623,NS,21
GOBP_FAT_CELL_DIFFERENTIATION,Fat Cell Differentiation,GO:BP,-0.759,-0.572,0.9985,0.9942,NS,24
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS,Regulation Of Glycolytic Process,GO:BP,-0.697,0.628,0.9985,0.9843,NS,15
GOBP_STEROL_TRANSPORT,Sterol Transport,GO:BP,-0.629,0.692,0.9985,0.9772,NS,19
GOBP_ICOSANOID_METABOLIC_PROCESS,Icosanoid Metabolic Process,GO:BP,0.897,0.415,0.9182,1,NS,24
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,Intracellular Glucose Homeostasis,GO:BP,-0.677,-0.607,0.9985,0.9926,NS,22
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,Negative Regulation Of Establishment Of Pr...,GO:BP,-0.72,0.564,0.9985,0.9942,NS,23
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY,Regulation Of Transporter Activity,GO:BP,0.606,-0.666,0.9985,0.9838,NS,23
GOBP_SENSORY_SYSTEM_DEVELOPMENT,Sensory System Development,GO:BP,0.567,0.652,0.9985,0.9843,NS,25
GOBP_RHYTHMIC_PROCESS,Rhythmic Process,GO:BP,0.619,0.589,0.9985,0.9942,NS,34
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,Regulation Of Epithelial Cell Proliferation,GO:BP,0.655,-0.519,0.9985,0.9986,NS,26
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,Vascular Process In Circulatory System,GO:BP,-0.744,-0.404,0.9985,1,NS,29
GOBP_REGULATION_OF_CELL_DIVISION,Regulation Of Cell Division,GO:BP,0.627,0.51,0.9985,0.9979,NS,16
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Establishment Of Protein Localization To P...,GO:BP,0.546,0.546,0.9985,0.9942,NS,16
GOBP_RENAL_SYSTEM_DEVELOPMENT,Renal System Development,GO:BP,-0.557,-0.482,0.9985,0.9999,NS,22
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,Defense Response To Bacterium,GO:BP,-1.744,2.347,0.1065,1.472e-4,Sig Acute only,23
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,Alpha Amino Acid Metabolic Process,GO:BP,1.664,-2.324,0.1159,2.507e-5,Sig Acute only,59
GOBP_ACYL_COA_METABOLIC_PROCESS,Acyl Coa Metabolic Process,GO:BP,1.693,-2.278,0.1159,2.152e-4,Sig Acute only,36
HALLMARK_G2M_CHECKPOINT,G2M Checkpoint,Hallmark,-1.757,2.167,0.05237,5.929e-4,Sig Acute only,24
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Positive Regulation Of Protein Containing ...,GO:BP,-1.323,2.43,0.447,9.336e-6,Sig Acute only,44
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,Regulation Of Cell Cycle G1 S Phase Transi...,GO:BP,-1.777,1.963,0.1065,0.01334,Sig Acute only,17
GOBP_FATTY_ACID_CATABOLIC_PROCESS,Fatty Acid Catabolic Process,GO:BP,1.68,-2.038,0.1159,0.00242,Sig Acute only,41
GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,Cytochrome Complex Assembly,GO:BP,1.847,-1.833,0.07443,0.0406,Sig Acute only,16
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,L Amino Acid Catabolic Process,GO:BP,1.556,-2.108,0.2618,0.003478,Sig Acute only,24
GOBP_FATTY_ACID_BETA_OXIDATION,Fatty Acid Beta Oxidation,GO:BP,1.721,-1.939,0.112,0.00502,Sig Acute only,36
GOBP_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS,Proteinogenic Amino Acid Metabolic Process,GO:BP,1.445,-2.162,0.3279,7.374e-4,Sig Acute only,42
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,Dicarboxylic Acid Metabolic Process,GO:BP,1.64,-1.94,0.1626,0.006061,Sig Acute only,40
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Regulation Of Protein Containing Complex A...,GO:BP,-1.401,2.175,0.2691,5.49e-5,Sig Acute only,85
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,Monocarboxylic Acid Catabolic Process,GO:BP,1.638,-1.922,0.13,0.007589,Sig Acute only,49
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,RNA Splicing Via Transesterification React...,GO:BP,-1.166,2.341,0.6571,2.507e-5,Sig Acute only,42
GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,GO:BP,1.029,2.453,0.776,1.611e-8,Sig Acute only,104
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,Positive Regulation Of Protein Polymerization,GO:BP,-1.337,2.13,0.5198,0.003164,Sig Acute only,18
GOBP_LIPID_OXIDATION,Lipid Oxidation,GO:BP,1.534,-1.928,0.2375,0.006061,Sig Acute only,41
GOBP_LIPID_CATABOLIC_PROCESS,Lipid Catabolic Process,GO:BP,1.498,-1.949,0.2232,0.003316,Sig Acute only,63
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Negative Regulation Of Cell Projection Org...,GO:BP,-1.539,1.886,0.2962,0.02631,Sig Acute only,20
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Apoptotic Signaling...,GO:BP,-1.201,2.206,0.6528,0.001048,Sig Acute only,24
GOBP_LIPID_MODIFICATION,Lipid Modification,GO:BP,1.505,-1.867,0.2691,0.01188,Sig Acute only,43
HALLMARK_ADIPOGENESIS,Adipogenesis,Hallmark,1.525,-1.843,0.07598,6.121e-4,Sig Acute only,98
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Microtubule Polymerization Or Depolymeriza...,GO:BP,-1.481,1.869,0.3332,0.02125,Sig Acute only,24
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,Branched Chain Amino Acid Metabolic Process,GO:BP,1.449,-1.899,0.3549,0.01551,Sig Acute only,21
GOBP_LAMELLIPODIUM_ORGANIZATION,Lamellipodium Organization,GO:BP,-1.209,2.078,0.6528,0.004434,Sig Acute only,17
GOBP_RNA_SPLICING,RNA Splicing,GO:BP,-1.063,2.216,0.7475,3.2e-5,Sig Acute only,60
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS,Thioester Biosynthetic Process,GO:BP,1.281,-1.954,0.5756,0.01508,Sig Acute only,22
GOBP_LAMELLIPODIUM_ASSEMBLY,Lamellipodium Assembly,GO:BP,-1.139,2.079,0.7216,0.004882,Sig Acute only,15
HALLMARK_MITOTIC_SPINDLE,Mitotic Spindle,Hallmark,-1.271,1.944,0.469,0.00247,Sig Acute only,35
GOBP_FATTY_ACID_METABOLIC_PROCESS,Fatty Acid Metabolic Process,GO:BP,1.414,-1.8,0.2343,0.003106,Sig Acute only,105
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Intrinsic Apoptotic...,GO:BP,-1.182,2.032,0.6863,0.008438,Sig Acute only,15
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,Protein RNA Complex Organization,GO:BP,1.423,1.77,0.3217,0.02125,Sig Acute only,53
GOBP_NEGATIVE_REGULATION_OF_TRANSLATION,Negative Regulation Of Translation,GO:BP,-1.414,1.775,0.3549,0.0445,Sig Acute only,31
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,Ribonucleoprotein Complex Biogenesis,GO:BP,1.226,1.96,0.5198,0.001048,Sig Acute only,90
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION,Regulation Of Protein Polymerization,GO:BP,-1.393,1.767,0.3538,0.02346,Sig Acute only,43
GOBP_PROTEIN_POLYMERIZATION,Protein Polymerization,GO:BP,-1.408,1.73,0.3198,0.0319,Sig Acute only,56
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS,Polysaccharide Metabolic Process,GO:BP,1.141,-1.959,0.6905,0.01113,Sig Acute only,32
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Negative Regulation Of Mrna Metabolic Process,GO:BP,-1.292,1.8,0.5643,0.04781,Sig Acute only,22
HALLMARK_MYC_TARGETS_V1,MYC Targets V1,Hallmark,0.978,2.109,0.7984,1.169e-5,Sig Acute only,122
GOBP_ATP_METABOLIC_PROCESS,ATP Metabolic Process,GO:BP,1.519,-1.545,0.1086,0.03353,Sig Acute only,121
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,Regulation Of Innate Immune Response,GO:BP,-1.371,1.687,0.3368,0.03272,Sig Acute only,67
GOBP_RRNA_METABOLIC_PROCESS,Rrna Metabolic Process,GO:BP,-1.165,1.888,0.6843,0.00909,Sig Acute only,30
GOBP_VIRAL_GENOME_REPLICATION,Viral Genome Replication,GO:BP,-0.738,2.31,0.9985,2.121e-4,Sig Acute only,21
GOBP_RESPONSE_TO_HEAT,Response To Heat,GO:BP,-1.023,2.01,0.806,0.007259,Sig Acute only,32
GOBP_ACETYL_COA_METABOLIC_PROCESS,Acetyl Coa Metabolic Process,GO:BP,1.12,-1.902,0.7318,0.01633,Sig Acute only,15
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,Nucleoside Triphosphate Metabolic Process,GO:BP,1.508,-1.511,0.1073,0.04554,Sig Acute only,130
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,Regulation Of Mrna Metabolic Process,GO:BP,-0.99,2.026,0.842,0.002447,Sig Acute only,40
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,Mitochondrial Gene Expression,GO:BP,1.138,-1.862,0.6868,0.01508,Sig Acute only,44
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS,Regulation Of DNA Metabolic Process,GO:BP,-1.015,1.971,0.8217,0.00266,Sig Acute only,56
GOBP_GLUCAN_METABOLIC_PROCESS,Glucan Metabolic Process,GO:BP,0.962,-2.017,0.8721,0.00387,Sig Acute only,30
GOBP_ACTIN_FILAMENT_ORGANIZATION,Actin Filament Organization,GO:BP,-1.365,1.588,0.3198,0.04595,Sig Acute only,87
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Pattern Recognition Receptor...,GO:BP,-1.182,1.765,0.6571,0.04289,Sig Acute only,34
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,Sulfur Compound Metabolic Process,GO:BP,0.891,-2.052,0.952,1.909e-4,Sig Acute only,82
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,Energy Reserve Metabolic Process,GO:BP,0.922,-2.002,0.8869,0.00601,Sig Acute only,31
HALLMARK_E2F_TARGETS,E2F Targets,Hallmark,-0.994,1.928,0.7921,0.007054,Sig Acute only,29
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Unfolded Protein Response,Hallmark,-0.862,2.056,0.8403,0.001182,Sig Acute only,34
