acc	gene	sources	n_sources
Q04828	AKR1C1	This study	1
Q04837	SSBP1	This study	1
Q04864	REL	This study	1
Q05084	ICA1	This study	1
Q05209	PTPN12	This study	1
Q05823	RNASEL	This study	1
Q05932	FPGS	This study	1
Q05BZ3	KLF8	This study	1
Q05CH1	ARAP3	This study	1
Q06481	APLP2	This study	1
Q07020	RPL18	JPR2017	1
Q07065	CKAP4	JPR2017	1
Q07283	TCHH	This study	1
Q07352	ZFP36L1	Uniprot	1
Q07666	KHDRBS1	This study	1
Q07817	BCL2L1	JPR2017	1
Q07864	POLE	JPR2017	1
Q07866	KLC1	JPR2017	1
Q07889	SOS1	This study	1
Q07954	LRP1	RESPIRE	1
Q08043	ACTN3	This study	1
Q08209	PPP3CA	This study	1
Q08257	CRYZ	This study	1
Q08357	SLC20A2	This study	1
Q08426	EHHADH	JPR2017	1
Q08752	PPID	This study	1
Q08AD1	CAMSAP2	This study	1
Q08AI8	MAB21L4	This study	1
Q09327	MGAT3	This study	1
Q0VDD7	BRME1	This study	1
Q0VDF9	HSPA14	This study	1
Q0VDG4	SCRN3	This study	1
Q0VGL1	LAMTOR4	This study	1
Q10469	MGAT2	This study	1
Q10472	GALNT1	This study	1
Q10570	CPSF1	This study	1
Q10981	FUT2	JPR2017	1
Q11201	ST3GAL1	This study	1
Q12768	KIAA0196	JPR2017	1
Q12770	SCAP	This study	1
Q12792	TWF1	This study	1
Q12797	ASPH	This study	1
Q12800	TFCP2	This study	1
Q12857	NFIA	JPR2017	1
Q12872	SFSWAP	JPR2017	1
Q12882	DPYD	This study	1
Q12893	TMEM115	This study	1
Q12899	TRIM26	This study	1
Q12904	AIMP1	This study	1
Q12905	ILF2	JPR2017	1
Q12923	PTPN13	RESPIRE	1
Q12931	TRAP1	This study	1
Q12952	FOXL1	This study	1
Q12972	PPP1R8	This study	1
Q12974	PTP4A2	This study	1
Q12986	NFX1	This study	1
Q13042	CDC16	This study	1
Q13045	FLII	This study	1
Q13085	ACACA	This study	1
Q13087	PDIA2	This study	1
Q13098	GPS1	This study	1
Q13103	SPP2	This study	1
Q13105	ZBTB17	This study	1
Q13114	TRAF3	This study	1
Q13123	IK	JPR2017	1
Q13131	PRKAA1	This study	1
Q13137	CALCOCO2	This study	1
Q13153	PAK1	This study	1
Q13163	MAP2K5	This study	1
Q13185	CBX3	This study	1
Q13188	STK3	This study	1
Q13217	DNAJC3	This study	1
Q13261	IL15RA	This study	1
Q13287	NMI	This study	1
Q13310	PABPC4	This study	1
Q13351	KLF1	Uniprot	1
Q13352	ITGB3BP	This study	1
Q13356	PPIL2	JPR2017	1
Q13395	TARBP1	This study	1
Q13422	IKZF1	Uniprot	1
Q13423	NNT	This study	1
Q13433	SLC39A6	This study	1
Q13444	ADAM15	This study	1
Q13451	FKBP5	This study	1
Q13459	MYO9B	JPR2017	1
Q13467	FZD5	This study	1
Q13469	NFATC2	This study	1
Q13474	DRP2	This study	1
Q13501	SQSTM1	This study	1
Q13505	MTX1	This study	1
Q13535	ATR	JPR2017	1
Q13542	EIF4EBP2	This study	1
Q13546	RIPK1	This study	1
Q13568	IRF5	Uniprot	1
Q13574	DGKZ	This study	1
Q13596	SNX1	This study	1
Q13608	PEX6	JPR2017	1
Q13609	DNASE1L3	Uniprot	1
Q13643	FHL3	This study	1
Q13733	ATP1A4	JPR2017	1
Q13751	LAMB3	This study	1
Q13790	APOF	This study	1
Q13797	ITGA9	This study	1
Q13885	TUBB2A	This study	1
Q13948	CUX1	This study	1
Q13951	CBFB	This study	1
Q14011	CIRBP	This study	1
Q14019	COTL1	This study	1
Q14103	HNRNPD	JPR2017	1
Q14116	IL18	This study	1
Q14145	KEAP1	This study	1
Q14161	GIT2	This study	1
Q14190	SIM2	This study	1
Q14203	DCTN1	JPR2017	1
Q14209	E2F2	JPR2017	1
Q14242	SELPLG	This study	1
Q14257	RCN2	This study	1
Q14318	FKBP8	This study	1
Q14320	FAM50A	This study	1
Q14423	NA	Uniprot	1
Q14438	GYPA	Uniprot	1
Q14457	BECN1	This study	1
Q14494	NFE2L1	Uniprot	1
Q14525	KRT33B	JPR2017	1
Q14532	KRT32	JPR2017	1
Q14554	PDIA5	This study	1
Q14566	MCM6	This study	1
Q14571	ITPR2	This study	1
Q14587	ZNF268	This study	1
Q14588	ZNF234	JPR2017	1
Q14596	NBR1	This study	1
Q14624	ITIH4	RESPIRE	1
Q14643	ITPR1	RESPIRE	1
Q14651	PLS1	This study	1
Q14657	LAGE3	This study	1
Q14679	TTLL4	JPR2017	1
Q14683	SMC1A	This study	1
Q14693	LPIN1	JPR2017	1
Q14694	USP10	This study	1
Q14699	RFTN1	This study	1
Q14738	PPP2R5D	JPR2017	1
Q14739	LBR	This study	1
Q14765	STAT4	Uniprot	1
Q14790	CASP8	This study	1
Q14814	NA	JPR2017	1
Q14894	CRYM	This study	1
Q14914	PTGR1	This study	1
Q14980	NUMA1	This study	1
Q14997	PSME4	This study	1
Q15003	NCAPH	JPR2017	1
Q15006	EMC2	This study	1
Q15027	ACAP1	This study	1
Q15036	SNX17	This study	1
Q15048	LRRC14	This study	1
Q15053	KIAA0040	This study	1
Q15121	PEA15	This study	1
Q15126	PMVK	This study	1
Q15155	NOMO1	JPR2017	1
Q15172	PPP2R5A	This study	1
Q15208	STK38	This study	1
Q15274	QPRT	This study	1
Q15283	RASA2	This study	1
Q15291	RBBP5	This study	1
Q15382	RHEB	This study	1
Q15418	RPS6KA1	This study	1
Q15424	SAFB	This study	1
Q15427	SF3B4	This study	1
Q15434	RBMS2	This study	1
Q15436	SEC23A	JPR2017	1
Q15555	MAPRE2	This study	1
Q15628	TRADD	This study	1
Q15629	TRAM1	This study	1
Q15642	TRIP10	This study	1
Q15645	TRIP13	This study	1
Q15648	MED1	Uniprot	1
Q15650	TRIP4	This study	1
Q15714	TSC22D1	This study	1
Q15717	ELAVL1	This study	1
Q15751	HERC1	This study	1
Q15813	TBCE	This study	1
Q15814	TBCC	This study	1
Q15843	NEDD8	This study	1
Q16222	UAP1	This study	1
Q16254	E2F4	This study	1
Q16336	GPSAT	Uniprot	1
Q16513	PKN2	This study	1
Q16526	CRY1	This study	1
Q16595	FXN	This study	1
Q16610	ECM1	This study	1
Q16627	CCL14	This study	1
Q16637	SMN1	This study	1
Q16665	HIF1A	Uniprot	1
Q16706	MAN2A1	This study	1
Q16718	NDUFA5	This study	1
Q16762	TST	This study	1
Q16773	KYAT1	This study	1
Q16795	NDUFA9	This study	1
Q16799	RTN1	JPR2017	1
Q16812	NA	Uniprot	1
Q16825	PTPN21	This study	1
Q16836	HADH	This study	1
Q16842	ST3GAL2	This study	1
Q16850	CYP51A1	This study	1
Q16851	UGP2	JPR2017	1
Q16878	CDO1	JPR2017	1
Q17R31	TATDN3	This study	1
Q17RN3	FAM98C	This study	1
Q1W209	ESRG	This study	1
Q1WWM3	EPB41	Uniprot	1
Q1XH10	SKIDA1	This study	1
Q27J81	INF2	JPR2017	1
Q29RX4	EPB41	Uniprot	1
Q2L6G2	HLA-B	This study	1
Q2LD37	KIAA1109	JPR2017	1
Q2M1Z3	ARHGAP31	This study	1
Q2M218	ZNF630	JPR2017	1
Q2M296	MTHFSD	This study	1
Q2M3T9	HYAL4	This study	1
Q2NKX8	ERCC6L	This study	1
Q2PPJ7	RALGAPA2	This study	1
Q2TAA5	ALG11	This study	1
Q2TAM9	TUSC1	This study	1
Q2TBE0	CWF19L2	JPR2017	1
Q2VWA4	SKOR2	This study	1
Q2YD98	UVSSA	This study	1
Q32M84	BTBD16	JPR2017	1
Q32MH5	FAM214A	JPR2017	1
Q32MK0	MYLK3	This study	1
Q32P28	P3H1	This study	1
Q32Q12	NME1-NME2	This study	1
Q3B7J2	GFOD2	This study	1
Q3B8N5	PROX2	JPR2017	1
Q3L8U1	CHD9	This study	1
Q3MII6	TBC1D25	This study	1
Q3SY69	ALDH1L2	JPR2017	1
Q3ZCM7	TUBB8	JPR2017	1
Q3ZCN8	DEPDC4	JPR2017	1
Q400G9	AMZ1	This study	1
Q460N5	PARP14	This study	1
Q495W5	FUT11	This study	1
Q4AC94	C2CD3	JPR2017	1
Q4G0N4	NADK2	This study	1
Q4G0N8	SLC9C1	This study	1
Q4G0P3	HYDIN	JPR2017	1
Q4G148	GXYLT1	This study	1
Q4R9M9	KIF1B	This study	1
Q4TT34	NME4	This study	1
Q4TT76	NA	Uniprot	1
Q4VB87	EPB41	Uniprot	1
Q4VB96	EPB42	Uniprot	1
Q4VXN0	EPB41L1	Uniprot	1
Q4VXN1	EPB41L1	Uniprot	1
Q4VXN2	EPB41L1	Uniprot	1
Q4VXN5	EPB41L1	Uniprot	1
Q4VXN6	EPB41L1	Uniprot	1
Q4VXN7	EPB41L1	Uniprot	1
Q4VXN8	EPB41L1	Uniprot	1
Q4ZG32	EPB41L5	Uniprot	1
Q504Q3	PAN2	JPR2017	1
Q53F93	NA	Uniprot	1
Q53GL7	PARP10	JPR2017	1
Q53R41	FASTKD1	JPR2017	1
Q53RE8	ANKRD39	This study	1
Q53S08	RAB6D	This study	1
Q53S33	BOLA3	This study	1
Q53SF7	COBLL1	This study	1
Q53T59	HS1BP3	This study	1
Q53T66	ID2	Uniprot	1
Q53T94	TAF1B	JPR2017	1
Q53TN2	LANCL1	Uniprot	1
Q53XC5	BMP4	Uniprot	1
Q53Z42	HLA-A	This study	1
Q549J4	ERAF	Uniprot	1
Q56A73	SPIN4	This study	1
Q58FF3	HSP90B2P	This study	1
Q58FF7	HSP90AB3P	This study	1
Q58FG1	HSP90AA4P	This study	1
Q59EU3	NA	Uniprot	1
Q59F12	NA	Uniprot	1
Q59FD8	NA	Uniprot	1
Q59FP5	NA	Uniprot	1
Q59FP8	NEO1	This study	1
Q59GC2	NA	Uniprot	1
Q59GX2	NA	Uniprot	1
Q5BJE1	CCDC178	JPR2017	1
Q5D1E8	ZC3H12A	This study	1
Q5EBM0	CMPK2	This study	1
Q5F1R6	DNAJC21	This study	1
Q5F2F8	PPP3CB	This study	1
Q5GLZ8	HERC4	This study	1
Q5H919	HTATSF1	This study	1
Q5HYI8	RABL3	JPR2017	1
Q5JP53	TUBB	This study	1
Q5JPE7	NOMO2	This study	1
Q5JPI3	C3orf38	This study	1
Q5JR59	MTUS2	This study	1
Q5JR91	KIF2C	This study	1
Q5JR98	TCTEX1D4	JPR2017	1
Q5JSP0	FGD3	This study	1
Q5JT25	RAB41	This study	1
Q5JTC6	AMER1	This study	1
Q5JTY5	ZNG1C	This study	1
Q5JUQ0	FAM78A	This study	1
Q5JUW8	DLG3	This study	1
Q5JUY5	MPL	This study	1
Q5JVF3	PCID2	This study	1
Q5JWE9	GNAS	This study	1
Q5JX71	FAM209A	JPR2017	1
Q5JXI8	FHL1	This study	1
Q5JXR6	ZNFX1	This study	1
Q5K651	SAMD9	This study	1
Q5LJA5	UCHL5	This study	1
Q5MNZ6	WDR45B	This study	1
Q5MNZ9	WIPI1	This study	1
Q5QJ38	TCHHL1	JPR2017	1
Q5QNW6	H2BC18	This study	1
Q5QNY5	PEX19	This study	1
Q5QP82	DCAF10	This study	1
Q5QPI9	ENTPD6	This study	1
Q5R345	SELP	This study	1
Q5R372	RABGAP1L	JPR2017	1
Q5R3B4	MPC2	This study	1
Q5RHS7	S100A2	This study	1
Q5SNW5	MTHFR	This study	1
Q5SR44	CR1	This study	1
Q5SRE5	NUP188	This study	1
Q5SRE7	PHYHD1	This study	1
Q5SRI9	MANEA	This study	1
Q5SRP5	APOM	This study	1
Q5SVK0	KCNMA1	JPR2017	1
Q5SVL2	CASP7	This study	1
Q5SW79	CEP170	This study	1
Q5SWX8	ODR4	This study	1
Q5SYQ7	ALDH1A1	JPR2017	1
Q5SZ59	OTUD7B	This study	1
Q5SZE1	CERS2	This study	1
Q5T0F9	CC2D1B	This study	1
Q5T0I0	GSN	This study	1
Q5T0N5	FNBP1L	This study	1
Q5T0R9	CAP1	This study	1
Q5T123	SH3BGRL3	This study	1
Q5T1B5	INPP5A	This study	1
Q5T1J1	SIGMAR1	This study	1
Q5T1R4	HIVEP3	JPR2017	1
Q5T200	ZC3H13	This study	1
Q5T2D3	OTUD3	This study	1
Q5T2E6	ARMH3	This study	1
Q5T2H3	AIG1	This study	1
Q5T2K3	TRIM45	JPR2017	1
Q5T2W7	C1orf159	This study	1
Q5T3E1	USP49	This study	1
Q5T3U5	ABCC10	JPR2017	1
Q5T466	TINAG	JPR2017	1
Q5T4S2	PPIL4	This study	1
Q5T4U5	ACADM	This study	1
Q5T5C0	STXBP5	This study	1
Q5T5C7	SARS1	This study	1
Q5T5P2	KIAA1217	This study	1
Q5T5Y3	CAMSAP1	This study	1
Q5T619	ZNF648	This study	1
Q5T699	C6orf183	JPR2017	1
Q5T6J8	IDNK	This study	1
Q5T6W2	HNRNPK	This study	1
Q5T6X5	GPRC6A	JPR2017	1
Q5T7C4	HMGB1	This study	1
Q5T7P3	LCE1B	This study	1
Q5T7U1	GTF3C5	This study	1
Q5T9A4	ATAD3B	This study	1
Q5T9C9	PIP5KL1	This study	1
Q5TA50	CPTP	This study	1
Q5TA77	LCE3B	JPR2017	1
Q5TAW7	CAB39L	This study	1
Q5TBK7	UCHL3	JPR2017	1
Q5TC84	OGFRL1	This study	1
Q5TCY1	TTBK1	JPR2017	1
Q5TD07	NQO2	This study	1
Q5TDF0	NTPCR	This study	1
Q5TDG9	DNAJC16	This study	1
Q5TFE4	NT5DC1	This study	1
Q5TIH2	SFT2D2	This study	1
Q5TZA2	CROCC	RESPIRE	1
Q5U651	RASIP1	This study	1
Q5VSL9	STRIP1	This study	1
Q5VTL7	FNDC7	This study	1
Q5VTR2	RNF20	This study	1
Q5VTU8	ATP5F1EP2	This study	1
Q5VV17	OTUD1	JPR2017	1
Q5VV41	ARHGEF16	JPR2017	1
Q5VVP1	SPATA31A6	This study	1
Q5VWC8	HACD4	This study	1
Q5VWP2	TENT5C	This study	1
Q5VY30	RBP4	This study	1
Q5VY43	PEAR1	This study	1
Q5VYK3	ECM29	JPR2017	1
Q5VYM1	C9orf131	JPR2017	1
Q5VYS8	TUT7	This study	1
Q5VYV0	FOXB2	This study	1
Q5VZ66	JAKMIP3	This study	1
Q5VZ89	DENND4C	This study	1
Q5VZM2	RRAGB	This study	1
Q5VZP5	STYXL2	This study	1
Q5W0C6	TOR3A	This study	1
Q5W0H4	TPT1	This study	1
Q5W0Q7	USPL1	JPR2017	1
Q5W0V3	FHIP2A	This study	1
Q5W0Y9	NFIB	This study	1
Q5W1L7	SLC35A1	This study	1
Q60FE5	FLNA	This study	1
Q63HM1	AFMID	This study	1
Q63HN8	RNF213	JPR2017	1
Q643R3	LPCAT4	This study	1
Q658Y4	FAM91A1	This study	1
Q66K14	TBC1D9B	This study	1
Q66LE6	PPP2R2D	This study	1
Q68CP4	HGSNAT	This study	1
Q68CZ1	RPGRIP1L	JPR2017	1
Q68DB7	DKFZp781O1323	Uniprot	1
Q68DH5	LMBRD2	This study	1
Q68DL0	PIK3CB	This study	1
Q68DQ2	CRYBG3	JPR2017	1
Q69YN2	CWF19L1	This study	1
Q69YN4	KIAA1429	JPR2017	1
Q6AHZ1	ZNF518A	JPR2017	1
Q6AWC2	WWC2	This study	1
Q6BCY4	CYB5R2	Uniprot	1
Q6BDS2	BLTP3A	This study	1
Q6DHV7	MAPDA	This study	1
Q6DKI2	LGALS9C	This study	1
Q6DN90	IQSEC1	This study	1
Q6FH41	THRA	Uniprot	1
Q6FHH6	LANCL1	Uniprot	1
Q6FI13	HIST2H2AA3	JPR2017	1
Q6GPH4	XAF1	This study	1
Q6IA86	ELP2	This study	1
Q6IAN0	DHRS7B	JPR2017	1
Q6IC98	GRAMD4	This study	1
Q6IPM2	IQCE	This study	1
Q6IPT4	CYB5RL	Uniprot	1
Q6JQN1	ACAD10	This study	1
Q6JSD7	AQP1	Uniprot	1
Q6KB66	KRT80	This study	1
Q6MZW2	FSTL4	This study	1
Q6N021	TET2	JPR2017	1
Q6N022	TENM4	This study	1
Q6N063	OGFOD2	This study	1
Q6NUK4	REEP3	This study	1
Q6NUP7	PPP4R4	This study	1
Q6NVY1	HIBCH	This study	1
Q6NXE6	ARMC6	This study	1
Q6NXS1	PPP1R2B	This study	1
Q6P1K1	SLC48A1	Uniprot	1
Q6P387	C16orf46	This study	1
Q6P3S1	DENND1B	This study	1
Q6P3X3	TTC27	This study	1
Q6P587	FAHD1	This study	1
Q6P597	KLC3	This study	1
Q6PD74	AAGAB	This study	1
Q6PHR2	ULK3	This study	1
Q6PJ69	TRIM65	This study	1
Q6PK32	ANK1	This study	1
Q6PKC3	TXNDC11	This study	1
Q6PKX4	DOK6	This study	1
Q6PL24	TMED8	This study	1
Q6Q759	SPAG17	This study	1
Q6Q788	APOA5	This study	1
Q6QEF8	CORO6	JPR2017	1
Q6R5J7	EPB41L2	Uniprot	1
Q6S8J3	POTEE	JPR2017	1
Q6TFL3	CCDC171	This study	1
Q6UB35	MTHFD1L	JPR2017	1
Q6UVK1	CSPG4	This study	1
Q6UW63	POGLUT2	This study	1
Q6UWH6	TEX261	This study	1
Q6UWP8	SBSN	JPR2017	1
Q6UX07	DHRS13	This study	1
Q6UX15	LAYN	This study	1
Q6UX52	C17orf99	This study	1
Q6UX71	PLXDC2	This study	1
Q6UX82	LYPD8	This study	1
Q6UX98	ZDHHC24	This study	1
Q6UXH1	CRELD2	This study	1
Q6UXK2	ISLR2	This study	1
Q6V1X1	DPP8	This study	1
Q6VVB1	NHLRC1	This study	1
Q6VY07	PACS1	This study	1
Q6XR72	SLC30A10	This study	1
Q6XUX3	DSTYK	RESPIRE	1
Q6Y1H2	HACD2	This study	1
Q6Y288	B3GLCT	This study	1
Q6YN16	HSDL2	This study	1
Q6ZMB5	TMEM184A	This study	1
Q6ZMR3	LDHAL6A	This study	1
Q6ZMS7	ZNF783	This study	1
Q6ZMT9	DTHD1	This study	1
Q6ZMU5	TRIM72	This study	1
Q6ZN40	TPM1	This study	1
Q6ZN54	DEF8	This study	1
Q6ZN66	GBP6	This study	1
Q6ZNC8	MBOAT1	This study	1
Q6ZNE5	ATG14	This study	1
Q6ZNW5	GDPGP1	This study	1
Q6ZQQ6	WDR87	JPR2017	1
Q6ZQW0	IDO2	This study	1
Q6ZRQ5	MMS22L	This study	1
Q6ZS17	RIPOR1	This study	1
Q6ZSX4	EPB41L2	Uniprot	1
Q6ZT12	UBR3	This study	1
Q6ZTN6	ANKRD13D	This study	1
Q6ZTQ4	CDHR3	JPR2017	1
Q6ZV70	LANCL3	This study	1
Q6ZV73	FGD6	JPR2017	1
Q6ZVD8	PHLPP2	This study	1
Q6ZVK8	NUDT18	This study	1
Q6ZVL6	KIAA1549L	JPR2017	1
Q6ZVM7	TOM1L2	This study	1
Q6ZVX9	PAQR9	This study	1
Q6ZW49	PAXIP1	This study	1
Q6ZWK4	RHEX	Uniprot	1
Q70CQ2	USP34	JPR2017	1
Q70CQ4	USP31	This study	1
Q70EL4	USP43	This study	1
Q70IA6	MOB2	This study	1
Q70J99	UNC13D	This study	1
Q70Z53	FRA10AC1	This study	1
Q712K3	UBE2R2	This study	1
Q71RG4	TMUB2	This study	1
Q71U36	TUBA1A	This study	1
Q71UM5	RPS27L	This study	1
Q71UV7	HUT11	Uniprot	1
Q71V75	HK	Uniprot	1
Q76N32	CEP68	This study	1
Q7KZ85	SUPT6H	This study	1
Q7KZI7	MARK2	RESPIRE	1
Q7L0J3	SV2A	This study	1
Q7L0Y3	TRMT10C	This study	1
Q7L1Q6	BZW1	This study	1
Q7L1W4	LRRC8D	This study	1
Q7L211	ABHD13	This study	1
Q7L266	ASRGL1	This study	1
Q7L273	KCTD9	This study	1
Q7L4E1	MIGA2	This study	1
Q7L523	RRAGA	This study	1
Q7L590	MCM10	JPR2017	1
Q7L591	DOK3	This study	1
Q7L5N1	COPS6	JPR2017	1
Q7L775	EPM2AIP1	This study	1
Q7L8J4	SH3BP5L	This study	1
Q7L8W6	DPH6	This study	1
Q7LDD6	HGpMiIII	Uniprot	1
Q7RTN0	RTN2	This study	1
Q7RTS7	KRT74	JPR2017	1
Q7Z2H8	SLC36A1	JPR2017	1
Q7Z2K6	ERMP1	JPR2017	1
Q7Z2K8	GPRIN1	This study	1
Q7Z2Z2	EFL1	This study	1
Q7Z309	PABIR2	This study	1
Q7Z333	SETX	This study	1
Q7Z392	TRAPPC11	This study	1
Q7Z3D4	LYSMD3	This study	1
Q7Z3D6	DGLUCY	This study	1
Q7Z3U7	MON2	JPR2017	1
Q7Z406	MYH14	JPR2017	1
Q7Z422	SZRD1	This study	1
Q7Z434	MAVS	This study	1
Q7Z494	NPHP3	This study	1
Q7Z4F1	LRP10	This study	1
Q7Z4R8	C6orf120	This study	1
Q7Z5M5	TMC3	JPR2017	1
Q7Z5R6	APBB1IP	This study	1
Q7Z5U6	WDR53	This study	1
Q7Z628	NET1	JPR2017	1
Q7Z6J6	FRMD5	Uniprot	1
Q7Z6K3	PTAR1	This study	1
Q7Z7A1	CNTRL	JPR2017	1
Q7Z7E8	UBE2Q1	This study	1
Q7Z7L7	ZER1	This study	1
Q7Z7M0	MEGF8	This study	1
Q7Z7M9	GALNT5	This study	1
Q86SF2	GALNT7	This study	1
Q86SK9	NA	JPR2017	1
Q86SR1	GALNT10	This study	1
Q86SX3	TEDC1	This study	1
Q86SZ2	TRAPPC6B	This study	1
Q86T20	SMIM29	This study	1
Q86TB9	PATL1	This study	1
Q86TJ2	TADA2B	This study	1
Q86TL0	ATG4D	This study	1
Q86TV6	TTC7B	This study	1
Q86TX2	ACOT1	This study	1
Q86U28	ISCA2	This study	1
Q86U70	LDB1	Uniprot	1
Q86U90	YRDC	This study	1
Q86UE4	MTDH	This study	1
Q86UF1	TSPAN33	This study	1
Q86UK5	EVC2	This study	1
Q86UK7	ZNF598	This study	1
Q86UL3	GPAT4	This study	1
Q86UP2	KTN1	This study	1
Q86UX6	STK32C	This study	1
Q86V81	ALYREF	JPR2017	1
Q86V88	MDP1	This study	1
Q86VI3	IQGAP3	This study	1
Q86VP3	PACS2	This study	1
Q86VQ3	TXNDC2	This study	1
Q86VS8	HOOK3	This study	1
Q86VW1	SLC22A16	This study	1
Q86W50	METTL16	This study	1
Q86W56	PARG	This study	1
Q86WC4	OSTM1	This study	1
Q86WI3	NLRC5	JPR2017	1
Q86WV1	SKAP1	This study	1
Q86WV6	STING1	This study	1
Q86X19	TMEM17	This study	1
Q86X83	COMMD2	This study	1
Q86XH1	IQCA1	JPR2017	1
Q86XI2	NCAPG2	Uniprot	1
Q86XL3	ANKLE2	This study	1
Q86Y37	CACUL1	This study	1
Q86Y39	NDUFA11	This study	1
Q86Y46	KRT73	JPR2017	1
Q86Y56	DNAAF5	This study	1
Q86YN1	DOLPP1	This study	1
Q86YT6	MIB1	This study	1
Q8IU80	TMPRSS6	Uniprot	1
Q8IU81	IRF2BP1	This study	1
Q8IU85	CAMK1D	This study	1
Q8IUC1	KRTAP11-1	JPR2017	1
Q8IUR5	TMTC1	JPR2017	1
Q8IUX4	APOBEC3F	This study	1
Q8IUZ5	PHYKPL	This study	1
Q8IVD9	NUDCD3	This study	1
Q8IVF7	FMNL3	This study	1
Q8IVG5	SAMD9L	This study	1
Q8IVU9	C10orf107	JPR2017	1
Q8IVV7	GID4	This study	1
Q8IW45	CARKD	JPR2017	1
Q8IW75	SERPINA12	RESPIRE	1
Q8IWD4	CCDC117	This study	1
Q8IWE4	DCUN1D3	This study	1
Q8IWE5	PLEKHM2	This study	1
Q8IWF6	DENND6A	This study	1
Q8IWL3	HSCB	Uniprot	1
Q8IWP9	CCDC28A	This study	1
Q8IWR0	ZC3H7A	This study	1
Q8IWT3	CUL9	JPR2017	1
Q8IWU2	LMTK2	This study	1
Q8IWV7	UBR1	This study	1
Q8IWV8	UBR2	This study	1
Q8IWX8	CHERP	This study	1
Q8IWY9	CDAN1	This study	1
Q8IWZ6	BBS7	This study	1
Q8IWZ8	SUGP1	This study	1
Q8IX04	UEVLD	This study	1
Q8IX07	ZFPM1	Uniprot	1
Q8IXQ6	PARP9	This study	1
Q8IXT5	RBM12B	This study	1
Q8IXW5	RPAP2	This study	1
Q8IXZ2	ZC3H3	This study	1
Q8IY17	PNPLA6	JPR2017	1
Q8IY18	SMC5	This study	1
Q8IY47	KBTBD2	This study	1
Q8IY95	TMEM192	This study	1
Q8IYD1	GSPT2	This study	1
Q8IYE0	CCDC146	This study	1
Q8IYI6	EXOC8	This study	1
Q8IYJ3	SYTL1	This study	1
Q8IYM0	FAM186B	This study	1
Q8IYT4	KATNAL2	JPR2017	1
Q8IZD2	KMT2E	Uniprot	1
Q8IZD9	DOCK3	JPR2017	1
Q8IZF2	ADGRF5	Uniprot	1
Q8IZH2	XRN1	This study	1
Q8IZP0	ABI1	This study	1
Q8IZQ1	WDFY3	JPR2017	1
Q8IZU0	FAM9B	This study	1
Q8N0X7	SPART	This study	1
Q8N0Z6	TTC5	This study	1
Q8N114	SHISA5	JPR2017	1
Q8N1A6	C4orf33	This study	1
Q8N1F7	NUP93	This study	1
Q8N1G2	CMTR1	This study	1
Q8N1N4	KRT78	This study	1
Q8N2C7	UNC80	JPR2017	1
Q8N2K0	ABHD12	This study	1
Q8N328	PGBD3	This study	1
Q8N335	GPD1L	This study	1
Q8N371	KDM8	This study	1
Q8N392	ARHGAP18	This study	1
Q8N398	VWA5B2	This study	1
Q8N3C0	ASCC3	This study	1
Q8N3E9	PLCD3	This study	1
Q8N3J3	HROB	This study	1
Q8N3P4	VPS8	This study	1
Q8N3Y1	FBXW8	JPR2017	1
Q8N427	NME8	This study	1
Q8N442	GUF1	JPR2017	1
Q8N4L2	PIP4P2	This study	1
Q8N4S7	PAQR4	This study	1
Q8N573	OXR1	This study	1
Q8N584	TTC39C	This study	1
Q8N5D0	WDTC1	This study	1
Q8N5I4	DHRSX	This study	1
Q8N5J2	MINDY1	This study	1
Q8N5M4	TTC9C	This study	1
Q8N5U6	RNF10	This study	1
Q8N5Y8	PARP16	This study	1
Q8N608	DPP10	This study	1
Q8N661	TMEM86B	This study	1
Q8N668	COMMD1	This study	1
Q8N697	SLC15A4	This study	1
Q8N6C5	IGSF1	This study	1
Q8N6G5	CSGALNACT2	This study	1
Q8N6H7	ARFGAP2	This study	1
Q8N6M3	FITM2	This study	1
Q8N6N6	NATD1	This study	1
Q8N6T3	ARFGAP1	This study	1
Q8N720	ZNF655	JPR2017	1
Q8N752	CSNK1A1L	JPR2017	1
Q8N766	EMC1	JPR2017	1
Q8N7R7	CCNYL1	This study	1
Q8N806	UBR7	This study	1
Q8N8A2	ANKRD44	This study	1
Q8N8E2	ZNF513	This study	1
Q8N8N7	PTGR2	This study	1
Q8N8Q9	NIPA2	This study	1
Q8N8R5	C2orf69	This study	1
Q8N967	LRTM2	This study	1
Q8N9A8	CNEP1R1	This study	1
Q8N9B5	JMY	This study	1
Q8N9R8	SCAI	This study	1
Q8N9V3	WDSUB1	This study	1
Q8NA23	WDR31	JPR2017	1
Q8NAT2	TDRD5	This study	1
Q8NB16	MLKL	This study	1
Q8NB25	FAM184A	JPR2017	1
Q8NB66	UNC13C	This study	1
Q8NB90	AFG2A	This study	1
Q8NB91	FANCB	This study	1
Q8NBF6	AVL9	This study	1
Q8NBJ9	SIDT2	This study	1
Q8NBM4	UBAC2	This study	1
Q8NBN3	TMEM87A	This study	1
Q8NBP0	TTC13	This study	1
Q8NBQ5	HSD17B11	JPR2017	1
Q8NBT2	SPC24	This study	1
Q8NBY1	STK26	This study	1
Q8NBZ7	UXS1	This study	1
Q8NCD3	HJURP	JPR2017	1
Q8NCE2	MTMR14	This study	1
Q8ND04	SMG8	This study	1
Q8ND56	LSM14A	This study	1
Q8NDA2	HMCN2	This study	1
