pathway,contrast,pval,padj,NES,ES,size,database,leadingEdge
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION,Trained_HRvLR,0.47808586762075134,0.942285423733846,-0.9859704758655492,-0.29327680096145337,26,GO:BP,EIF4E;APPL1;CUL2;PSME3;ACTB;CUL5;PSME2;PPP2CA;CUL4A;DDX3X
GOBP_CELL_GROWTH,Trained_HRvLR,0.16852030947775629,0.8777316379197255,-1.1981119249981134,-0.2914673523766808,62,GO:BP,NUBP1;TOMM70;PSMD10;GSK3A;RTN4;BIN3;LAMTOR1;USP9X;PLAA;CDC42;FBP1;PPP3CB;RBBP7;DNPH1;GSK3B;LAMTOR2;DDX3X;VCL;PAK1;ARIH2;IQGAP1;CAMK2D;MYL2;GDI1
GOBP_CELL_KILLING,Trained_HRvLR,0.19681093394077448,0.8806154273849549,-1.1951555687622517,-0.3378169409908248,32,GO:BP,ROMO1;CD59;HLA-DRA;STX7
GOBP_CELL_MATRIX_ADHESION,Trained_HRvLR,0.8968126576473286,0.9903944433740762,-0.7338416400755917,-0.20129165221342965,36,GO:BP,POLDIP2;SLK;RAC1;CD63;CD36
GOBP_CELL_RECOGNITION,Trained_HRvLR,0.3300798580301686,0.8952624172199631,-1.087508507364702,-0.343619867561941,21,GO:BP,MYPN;RTN4;MYO18A;CD36;BSG;CCT2;CCT4;NEXN
GOBP_CELL_REDOX_HOMEOSTASIS,Trained_HRvLR,0.526140894993354,0.9605351130122608,-0.9487454688601742,-0.3041856659176608,20,GO:BP,BOLA2;TXN2;GLRX5
GOBP_CELL_SUBSTRATE_ADHESION,Trained_HRvLR,0.8965024982155603,0.9903944433740762,-0.757874185235938,-0.1890646876492684,55,GO:BP,POLDIP2;PTPN1;PXN;SLK;RAC1;CD63;CDC42;CD36;ARPC2;LAMC1;PARVA;GSK3B;FERMT2;VCL;PARVB;CALR;ZYX;FN1;UTRN;ACTN4
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Trained_HRvLR,0.2997341603898981,0.8846156450837381,-1.1086030609914561,-0.33633315742443487,24,GO:BP,POLDIP2;SLK;RAC1;LAMC1;FERMT2;LAMTOR2;TNS1;VCL;ARF6;FN1;LIMS1;ACTN2;TLN1;PLEC
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Trained_HRvLR,0.06339326878745966,0.7290088943314749,-1.3951560472164266,-0.3804565110283632,37,GO:BP,APPL1;CSNK2B;USP9X;PXN;RBBP4;UBE2O;STRAP;RBBP7;HSP90AB1;STAT3;FERMT2;PPM1A;NGLY1;HSPA5;ASPN;CAV1;ZYX
GOBP_CEREBRAL_CORTEX_DEVELOPMENT,Trained_HRvLR,0.94689880304679,0.9918098500627639,-0.609812157865142,-0.2106555791539633,15,GO:BP,RTN4;RAC1;TUBB2A;GSK3B
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,Trained_HRvLR,0.9238754325259516,0.9903944433740762,-0.7137249540620907,-0.1920112854128614,39,GO:BP,DNAJB4;HSPE1;PFDN4;PPID;CHORDC1;DNAJB1;CCT2;HSP90AB1;CCT4;PDIA4
GOBP_CHROMOSOME_LOCALIZATION,Trained_HRvLR,0.8680785351864108,0.9903944433740762,-0.7274790689706488,-0.22598713715121554,22,GO:BP,NUDC;CDC42;MAPRE1;RMDN1;RAB24;ACTR2;KPNB1;CHMP4B;CHMP1B
GOBP_CHROMOSOME_SEGREGATION,Trained_HRvLR,0.6694736842105263,0.9827493715256138,-0.8905084217910508,-0.226516052914774,50,GO:BP,POLDIP2;NUDC;USP9X;PPP2R2A;CDC42;NTMT1;MAPRE1;DRG1;RMDN1;PPP2R1A;ACTB;MAPRE3
GOBP_CILIUM_ORGANIZATION,Trained_HRvLR,0.014205186020293123,0.5531648985272606,-1.626890800306842,-0.4625801229769325,31,GO:BP,RAB8A;RO60;DYNLL1;USP9X;SEPTIN7;ARF4;GDI2;DMD;SEPTIN2;MAPRE1;SEPTIN9;PARVA;VDAC3;GSK3B;EHD1
GOBP_CIRCADIAN_RHYTHM,Trained_HRvLR,0.27565256525652565,0.8846156450837381,-1.121225425441199,-0.3276552762486738,28,GO:BP,ASS1;PPP1CB;PLN;USP9X;PRKAA1;MAPK9;NDUFA9;PRKAA2;GSK3B;SFPQ;NONO
GOBP_COGNITION,Trained_HRvLR,0.10261026102610261,0.8318433428039581,-1.334482716841062,-0.38997537276108607,28,GO:BP,HLA-DRA;MAPK1;PLN;KRAS;GNAS;ARF4;COMT;ARL6IP5;PPP3CB;VDAC3
GOBP_COPII_COATED_VESICLE_BUDDING,Trained_HRvLR,0.6399112261882745,0.9827493715256138,0.8716581375017795,0.3108286217272471,15,GO:BP,PDCD6;RAB1A;SAR1A;VAPA
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION,Trained_HRvLR,0.6054860088365243,0.9759282685164656,0.8981887000270677,0.31430258141812584,16,GO:BP,EPB41L2;WDR1;EPB41;LCP1
GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,Trained_HRvLR,0.9914660831509847,0.9937240817059424,-0.49744266047478486,-0.1688468716199698,16,GO:BP,TIMM21;UQCC3
GOBP_CYTOKINESIS,Trained_HRvLR,0.27264388901628067,0.8846156450837381,-1.1139189892368793,-0.3055462943644193,36,GO:BP,DCTN3;POLDIP2;BIN3;SEPTIN7;CDC42;SEPTIN2;SEPTIN9
GOBP_CYTOKINETIC_PROCESS,Trained_HRvLR,0.8130201590530793,0.9903944433740762,0.7456701523476478,0.2659019812304484,15,GO:BP,CHMP6;CHMP2A;PDCD6IP;VPS4B;IST1;ARF1;MYH9;ANXA11;VPS4A;RHOA;PLEC;CHMP1B;CHMP4B;ARF6;IQGAP1
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Trained_HRvLR,0.6983089064261556,0.9827493715256138,-0.8567880492783188,-0.24361384373528933,31,GO:BP,RTN4;NLRX1;MAVS;PHB2;CD36;PCBP2;LAMP2;PPP2CA;DDX3X;YWHAE;CAV1
GOBP_CYTOPLASMIC_TRANSLATION,Trained_HRvLR,0.8981073373087892,0.9903944433740762,-0.8083316252725381,-0.1785706365728885,104,GO:BP,SYNCRIP;RPL37A;RPS20;RPS2;RPL6;CSDE1;RPL14;RPL32;EIF3E;PABPC1;MCTS1;RPS7;DRG1;YBX3;EIF5;EIF3D;DENR;EIF3I;RPS26;EEF2;RPL35;RPLP1;ETF1;RPS10;PAIP1;RPL27A
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,Trained_HRvLR,0.17747813411078717,0.8777316379197255,1.2338170142901552,0.39032206996520513,24,GO:BP,EIF3G;SH3BGRL;EIF3L;EIF2S3;EIF2S2;EIF4H;EIF4A1;EIF4A2
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,Trained_HRvLR,0.2887038703870387,0.8846156450837381,-1.1087016579124596,-0.32399546046480626,28,GO:BP,DCTN3;POLDIP2;BIN3;SEPTIN7;SEPTIN2;SEPTIN9
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,Trained_HRvLR,0.6143211627082594,0.9759282685164656,0.9023789462618155,0.261635347640834,34,GO:BP,RAB1A;RAB6A;UCHL1;FLOT2;ARL8A
GOBP_CYTOSOLIC_TRANSPORT,Trained_HRvLR,0.9091072714182865,0.9903944433740762,0.683683326206624,0.20928562551584567,27,GO:BP,RAB6A;YKT6;VAMP3;RNF126;VPS13C;VPS26A;AP2A1;CLTC;LMAN1
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,Trained_HRvLR,0.6849800620292423,0.9827493715256138,-0.854577507450182,-0.2592657024486047,24,GO:BP,ROMO1;MAVS;CD36;ANXA3;HMGB2;OPTN;H2BC4
GOBP_DEFENSE_RESPONSE_TO_VIRUS,Trained_HRvLR,0.42155555555555557,0.9198251994482013,-1.015039330841582,-0.31204651193401156,23,GO:BP,NDUFAF4;PPM1B;TOMM70;MAVS;PHB2;ILF3;PCBP2
GOBP_DENDRITE_DEVELOPMENT,Trained_HRvLR,0.5255102040816326,0.9605351130122608,0.9567201433219518,0.30266156358175583,24,GO:BP,RTN4IP1;CAMK2A;HPRT1;CAMK2B;CARM1;SLC25A46;PAFAH1B1;CRKL;APOE;PDLIM5
GOBP_DEPHOSPHORYLATION,Trained_HRvLR,0.36397873283119186,0.8952624172199631,-1.0597903060468323,-0.32152411659567515,24,GO:BP,THTPA;PPM1B;PPP1CB;PTPN1;PPP2R2A
GOBP_DETOXIFICATION,Trained_HRvLR,0.3112235992319777,0.8914242747662303,1.0907581605250873,0.29373005923349277,48,GO:BP,PRXL2A;SOD2;TXN;SOD3;GSTO1;MTARC2;PRDX1;TXNRD2;PRDX3;PRDX6;GSR;FBLN5;SOD1;CAT;S100A9;CCS;APOE;GSTM2;TXNRD1;GSTP1;GPX4;CP
GOBP_DEVELOPMENTAL_CELL_GROWTH,Trained_HRvLR,0.1509391771019678,0.8777316379197255,-1.2654972618623443,-0.3764220102621787,26,GO:BP,TOMM70;GSK3A;RTN4;USP9X;PLAA;PPP3CB;GSK3B;VCL;PAK1;ARIH2;IQGAP1;GDI1
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,Trained_HRvLR,0.18293775190326914,0.8777316379197255,-1.2221689448689794,-0.3669854063617562,25,GO:BP,RTN4;BIN3;USP9X;PLAA;ADPRHL1;PPP3CB;GSK3B;VCL;PAK1;IQGAP1;GDI1;FN1;CPNE1;RAB21;COBL;TWF2
GOBP_DEVELOPMENTAL_MATURATION,Trained_HRvLR,0.9007155635062611,0.9903944433740762,-0.705696683773943,-0.20990939478653403,26,GO:BP,VPS35;RAC1;CD63;PPP2R1A;ARCN1;DLD;AP1G1;RAB24;YWHAZ;LTF
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,Trained_HRvLR,0.9403534609720177,0.9903944433740762,0.6117179437739473,0.2140580579806287,16,GO:BP,RBP4;EIF2S2;AKR1C3;SOD1;CRKL
GOBP_DE_NOVO_PROTEIN_FOLDING,Trained_HRvLR,0.888183807439825,0.9903944433740762,-0.6832145365276135,-0.23190338566433147,16,GO:BP,DNAJB4;HSPE1
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,Trained_HRvLR,0.24311294765840222,0.8846156450837381,-1.1369618737381504,-0.3034688479294784,40,GO:BP,ASS1;SDHA;OGDH;ALDH5A1;MDH1;DGLUCY;IDH2;PM20D2
GOBP_DNA_BIOSYNTHETIC_PROCESS,Trained_HRvLR,0.774802860810563,0.9903944433740762,0.785516267616165,0.2630618356917467,19,GO:BP,ADIPOQ;TCP1;PTGES3
GOBP_DNA_RECOMBINATION,Trained_HRvLR,0.1588700971572508,0.8777316379197255,1.2594770823058203,0.3826188688925007,28,GO:BP,XRCC6;TFRC;C1QBP;CSNK2A1
GOBP_DNA_REPLICATION,Trained_HRvLR,0.039569136073862386,0.621347342658818,-1.530549828250635,-0.49676758895524786,19,GO:BP,SSBP1;DYNLL1;RUVBL1;PURA;RBBP4;DNAJA3;DTD1;RBBP7
GOBP_DOUBLE_STRAND_BREAK_REPAIR,Trained_HRvLR,0.5759493670886076,0.9651294446356725,0.9250508170490094,0.2860975464177357,26,GO:BP,XRCC6;C1QBP;CSNK2A1
GOBP_D_GLUCOSE_IMPORT,Trained_HRvLR,0.40817458849639354,0.9135681323927226,1.0380581606279329,0.37016597844822274,15,GO:BP,ADIPOQ;PTPN11;RAP1A
GOBP_ELECTRON_TRANSPORT_CHAIN,Trained_HRvLR,0.008818342151675485,0.5531648985272606,-1.5190694276962533,-0.3516728243931243,80,GO:BP,NDUFA3;ISCU;SDHA;COX6C;NDUFS5;CYC1;NDUFA5;CYCS;MTCH2;UQCRB;NDUFB7;CHCHD2;UQCC3;NDUFB3;NDUFV3;NDUFV1;NDUFA9;NDUFS6;COX5A;NDUFC2;NDUFA10;ETFB;SDHB;COX7A2;NDUFB1
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,Trained_HRvLR,0.7454585733274258,0.9903944433740762,-0.8109766916791403,-0.2600144012265923,20,GO:BP,MAPK1;MAP2K1;RAC1;CDC42;TCAP;GRB2;TMED2
GOBP_ENDOCYTIC_RECYCLING,Trained_HRvLR,0.28533627342888646,0.8846156450837381,-1.1358827775896114,-0.3794804703205237,17,GO:BP,RAB8A;ARHGAP1;VPS35
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,Trained_HRvLR,0.10332369942196531,0.8318433428039581,1.3407538595595043,0.4187475201982835,25,GO:BP,LPCAT3;TMCO1;ESYT1;ESYT2;CACNA1S;CASQ1;VAPA;JAGN1;LNPK;CAV2
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,Trained_HRvLR,0.23622881355932204,0.8806154273849549,1.1547415659902027,0.3223448479885648,41,GO:BP,CNIH4;PDCD6;RAB1A;LMAN2;RAB1B;COPA;SAR1A;VAPA;YKT6;BCAP29;RAB2A
GOBP_ENDOSOMAL_TRANSPORT,Trained_HRvLR,0.8652973489371866,0.9903944433740762,-0.7869767224285356,-0.19455444996687127,57,GO:BP,RAB8A;ARHGAP1;VPS35;MAPK1;LAMTOR1;MAP2K1;TOM1;UBE2O;ARL1
GOBP_ENDOSOME_ORGANIZATION,Trained_HRvLR,0.8414634146341463,0.9903944433740762,0.733004198792076,0.23914768023146554,21,GO:BP,CHMP6;RAB5C;TSG101
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,Trained_HRvLR,0.2493064545958942,0.8846156450837381,1.1781013874093722,0.4201046428051792,15,GO:BP,RAB12;CHMP6;TSG101
GOBP_ENDOTHELIAL_CELL_MIGRATION,Trained_HRvLR,0.7206117730748711,0.9827493715256138,0.838183015341695,0.24490222604259754,33,GO:BP,PDCD6;JUP;ATP2B4;MAP2K3;ATP5F1A;SERPINF1;EHD4
GOBP_ENDOTHELIAL_CELL_PROLIFERATION,Trained_HRvLR,0.3685962641020899,0.8952624172199631,1.0692048175596882,0.381272709434818,15,GO:BP,AIMP1;PDCD6
GOBP_ENDOTHELIUM_DEVELOPMENT,Trained_HRvLR,0.5745381379184196,0.9651294446356725,0.9202316426584326,0.31655782107685143,17,GO:BP,RAB1A;RAB1B;RAP1A;COL18A1
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,Trained_HRvLR,0.02119736465196219,0.5531648985272606,-1.3407568327631076,-0.2738283187422836,174,GO:BP,NDUFA3;ISCU;STOML2;NDUFB11;GAA;SDHA;COX6C;NDUFS5;STBD1;OGDH;CISD1;GSK3A;PPP1CB;CYC1;NDUFA5;CYCS;MTCH2;UQCRB;MDH1;GBE1;NIPSNAP2;NDUFB7;CHCHD2;UQCC3;NDUFB3;COMT;NDUFV3;NDUFV1;IDH2;ACO2;NDUFA9;NDUFS6;IDE;COX5A;ATP5F1D;ATP5PO;NDUFC2;PDHB;NDUFA10;ETFB;ATP5F1B;SDHB;COX7A2;GSK3B
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,Trained_HRvLR,0.1359639233370913,0.8777316379197255,-1.2688896093598034,-0.3607882664473268,31,GO:BP,GAA;STBD1;GSK3A;PPP1CB;GBE1;COMT
GOBP_ENSHEATHMENT_OF_NEURONS,Trained_HRvLR,0.5591515816419821,0.9651294446356725,0.9334290608141709,0.30117022633838386,22,GO:BP,MAP2K2;PPP3R1;CLU;CD9;SOD1;SLC25A46
GOBP_EPIDERMAL_CELL_DIFFERENTIATION,Trained_HRvLR,0.6237424547283702,0.9802735573279441,0.8886850349015217,0.3057058519084749,17,GO:BP,KRT10;TSG101;KRT1;AKR1C3;SOD1;PAFAH1B1
GOBP_EPIDERMIS_DEVELOPMENT,Trained_HRvLR,0.5195086705202312,0.9605351130122608,0.9590405884130799,0.2995298990221975,25,GO:BP,FLOT2;KRT10;TSG101;KRT1;AKR1C3;SOD1;ATP2A2;PAFAH1B1
GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,Trained_HRvLR,0.7814004376367615,0.9903944433740762,-0.7700807819736811,-0.2613883795306435,16,GO:BP,GSK3A;PADI2;TRMT112
GOBP_EPITHELIAL_CELL_DEVELOPMENT,Trained_HRvLR,0.3345310815666547,0.8952624172199631,1.08395797291295,0.32711147780393923,29,GO:BP,ADIPOQ;RAB1A;RAB1B;RAP1A
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,Trained_HRvLR,0.46095829636202307,0.9283755408921033,-0.990663447025907,-0.3130197512573014,21,GO:BP,CSNK2B;KRAS;PHB2;RPS7;TCAP;BSG;TMED2;PAK1;OPA1
GOBP_ERAD_PATHWAY,Trained_HRvLR,0.6692784256559767,0.9827493715256138,0.8602319318830114,0.2844403921348918,20,GO:BP,STT3B;UFD1;PSMC6;CANX;UBQLN1
GOBP_ERBB_SIGNALING_PATHWAY,Trained_HRvLR,0.3711734693877551,0.8952624172199631,1.063035500227797,0.3514985009638386,20,GO:BP,MAP2K2;PTPN11;CHMP6;TSG101;DUSP3
GOBP_ERK1_AND_ERK2_CASCADE,Trained_HRvLR,0.06752924494859978,0.7290088943314749,1.3980533138792313,0.40244276013024205,35,GO:BP,NDRG2;ADIPOQ;MAP2K2;PTPN11;PIN1;RAP1A;DDT;DUSP3;SERPINF2;APIP
GOBP_ERYTHROCYTE_HOMEOSTASIS,Trained_HRvLR,0.4229065130704475,0.9198251994482013,-1.0179966425333167,-0.30884456040063457,24,GO:BP,SELENOW;MB;RAC1;SFXN1;STAT3;HMGB2;TMEM14C;RPS14;RPS24;FECH;B2M
GOBP_ESTABLISHMENT_OF_CELL_POLARITY,Trained_HRvLR,0.29840496233938857,0.8846156450837381,-1.109394997510495,-0.33657341881221225,24,GO:BP,FSCN1;CDC42;MYO18A;MAPRE1;GSK3B;RAP1B;PAK1;NSFL1C;ARF6;RAB10;GSN;DCTN1;MSN
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,Trained_HRvLR,0.6824199765376237,0.9827493715256138,0.8871608411886596,0.22007342456687357,74,GO:BP,PDCD6;RAB1A;RAB6A;CHMP6;UCHL1;TACC2;SAR1A;TSG101;SNCA;DCTN2;YKT6;RPS15;VAMP3;DNM2;NPM1
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Trained_HRvLR,0.1272426817752597,0.8777316379197255,-1.2465699901153409,-0.31612559504918714,51,GO:BP,ROMO1;RAB8A;TOMM70;SGTA;TIMM8A;VPS35;MTCH2;TOMM7;TMEM126A;MTX1;ATP1B1;TOMM22;OPTN;RAB11B;MTX2;ATAD1;NDUFA13;PAK1;ACSL3;HSPA5;BCS1L;GDI1
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,Trained_HRvLR,0.017943107221006564,0.5531648985272606,-1.6608077595284116,-0.5637276752478246,16,GO:BP,ROMO1;TOMM70;TIMM8A;MTCH2;TOMM7;TMEM126A;MTX1;TOMM22;MTX2;NDUFA13;BCS1L
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,Trained_HRvLR,0.49015033696215654,0.9522348059591998,-0.9805791753274019,-0.2170294577711782,103,GO:BP,ROMO1;TOMM70;TSPO;FIS1;SGTA;TIMM8A;GSK3A;APPL1;TIMM21;KPNA1;USP9X;MTCH2;MAVS;PRKAA1;PHB2
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Trained_HRvLR,0.638074398249453,0.9827493715256138,-0.8689281263272526,-0.29494011561639166,16,GO:BP,RAB8A;VPS35
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,Trained_HRvLR,0.7864421798848028,0.9903944433740762,-0.7837710542429909,-0.2512917614756253,20,GO:BP,EIF4E;SSB;XPO1;LRPPRC;SRSF3
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,Trained_HRvLR,0.32199861207494795,0.8929883551230348,-1.0740835859780482,-0.28354736332241115,42,GO:BP,FSCN1;ARF4;RAC1;CDC42;MYO18A;MAPRE1;PDLIM1;ACTB;PARVA;GSK3B;RAP1B;PARVB;PAK1;NSFL1C;ACTR2;ARF6
GOBP_EXOCYTOSIS,Trained_HRvLR,0.5374758644900824,0.9614252348554331,0.9533264134404212,0.25842592737066394,47,GO:BP,RAB12;CHMP6;RAP1A;TSG101;SNCA;YKT6;JAGN1;S100A10;VAMP3;ATP2A2;PFN2;CLASP2;GNAI2;ANK1;CHMP2A
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,Trained_HRvLR,0.5636136849607983,0.9651294446356725,0.934061971972662,0.27480448581127126,32,GO:BP,MFAP4;COL18A1;SERPINF2;LCP1;FBLN5;CAV2;FLOT1;FBLN1;ERO1A;CLASP2;LAMA2;MYH11
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Trained_HRvLR,0.6101426307448494,0.9759282685164656,-0.9083590987270733,-0.26093141651642204,30,GO:BP,GSK3A;DIABLO;PSME3;DEPTOR;PPP2R1A;GSK3B;PDIA3;HMGB2;DDX3X;CRADD;NDUFA13;CAV1
GOBP_FATTY_ACID_BETA_OXIDATION,Trained_HRvLR,0.2584140156754265,0.8846156450837381,-1.1204191232113014,-0.3055362526341853,37,GO:BP,ECHDC2;HADHA;IVD;MLYCD;ACAT1;BDH2;ACAA2;ACACB;ECHS1;ETFB;ACAA1;HADH;AUH;ACADVL
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS,Trained_HRvLR,0.9375288151221761,0.9903944433740762,-0.6920959564950774,-0.18873330580497286,37,GO:BP,PDK4;MLYCD;PRKAA1;PLAA;HSD17B8;ACACB
GOBP_FATTY_ACID_CATABOLIC_PROCESS,Trained_HRvLR,0.2729585935692806,0.8846156450837381,-1.1106245544218531,-0.2931938148563052,42,GO:BP,ECHDC2;HADHA;IVD;MLYCD;ACAT1;PCCB;BDH2;ACAA2;ACACB;ECHS1;ETFB;ACAA1;HADH;AUH;MCEE;ACADVL
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,Trained_HRvLR,0.5841674249317561,0.969292823694298,0.9155825904826022,0.31060353679913905,18,GO:BP,FITM2;OXCT1;NUDT19;TECR;ABHD16A
GOBP_FATTY_ACID_METABOLIC_PROCESS,Trained_HRvLR,0.3394282771053309,0.8952624172199631,-1.0430098658618097,-0.22887320087360044,107,GO:BP,ECHDC2;HADHA;FABP3;CES2;ACADSB;IVD;PDK4;MLYCD;PRKAA1;PLAA;ACOT1;ACAT1;CD36;COMT;PCCB;BDH2;HSD17B8;ACAA2;ACACB;NDUFS6;ECHS1;MGST3;ETFB;PRKAA2;ACAA1;ACSF2;PGK1;HADH;AUH;MCEE
GOBP_FATTY_ACID_TRANSPORT,Trained_HRvLR,0.726929902395741,0.9890876898038969,-0.8265005890996041,-0.26114924255119465,21,GO:BP,FABP3;FIS1;CD36;EPRS1
GOBP_FAT_CELL_DIFFERENTIATION,Trained_HRvLR,0.3777332361516035,0.8952624172199631,1.055893553216538,0.3340353979406808,24,GO:BP,ADIPOQ;FITM2;SOD2;BCL2L13;OSBPL11;CARM1;FABP4;ERO1A
GOBP_FERTILIZATION,Trained_HRvLR,0.9087604507451835,0.9903944433740762,0.6799525775931203,0.21700940684042533,23,GO:BP,GNPDA1;TCP1;CD9
GOBP_FOCAL_ADHESION_ASSEMBLY,Trained_HRvLR,0.5770672546857772,0.9651294446356725,-0.9167522932591764,-0.3062724413795995,17,GO:BP,POLDIP2;SLK;RAC1
GOBP_FOREBRAIN_DEVELOPMENT,Trained_HRvLR,0.9395715896279594,0.9903944433740762,-0.6754158541295844,-0.19204358940680344,31,GO:BP,OGDH;RTN4;KRAS;RAC1;TUBB2A;DNAJB1;GSK3B;HOOK3
GOBP_GASTRULATION,Trained_HRvLR,0.5750868849460399,0.9651294446356725,0.9199116173126525,0.3164477330061382,17,GO:BP,ADIPOQ
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Trained_HRvLR,0.028110047846889953,0.5531648985272606,-1.27959680330027,-0.25241870201149036,224,GO:BP,NDUFA3;ISCU;STOML2;NDUFB11;GAA;THTPA;SDHA;COX6C;NDUFS5;STBD1;OGDH;CISD1;GSK3A;RBKS;RPIA;PGAM2;PPP1CB;CYC1;NDUFA5;CYCS;MTCH2;UQCRB;MDH1;GBE1;PRKAA1;NIPSNAP2;ACAT1;NDUFB7;CHCHD2;UQCC3;FBP1;NDUFB3;COMT;NDUFV3;NDUFV1;IDH2;ACO2;ACACB;NDUFA9;NDUFS6;ENO3;ENO2;IDE;COX5A;ATP5F1D;ATP5PO;NDUFC2;PDHB;NDUFA10;ETFB;PRKAA2;ATP5F1B;SDHB;PGK1;COX7A2;GSK3B;GAPDH;NDUFB1;STAT3
GOBP_GLAND_DEVELOPMENT,Trained_HRvLR,0.07436672089240065,0.7436672089240065,-1.349820090358877,-0.35250867626922655,44,GO:BP,ASS1;TGM2;TSPO;MAPK1;RTN4;PRKCSH;KRAS;MAP2K1;PHB2;CRIP1;ACAT1
GOBP_GLIAL_CELL_DEVELOPMENT,Trained_HRvLR,0.6548527808069793,0.9827493715256138,0.8716602361487115,0.27819362268262227,23,GO:BP,MAP2K2;PPP3R1;CLU;CD9
GOBP_GLIAL_CELL_DIFFERENTIATION,Trained_HRvLR,0.16574782144762581,0.8777316379197255,1.236270622650069,0.36121637152793434,33,GO:BP,MAP2K2;PTPN11;PPP3R1;WDR1;CUL4B;CLU
GOBP_GLIOGENESIS,Trained_HRvLR,0.368760907504363,0.8952624172199631,1.0502759676687397,0.28549917085314447,46,GO:BP,MAP2K2;PTPN11;PPP3R1;WDR1;CUL4B;CLU;RRAS2;CD9;UFL1;SOD1;SLC25A46;PAFAH1B1;CRKL;LAMA2;S100A9
GOBP_GLUCAN_METABOLIC_PROCESS,Trained_HRvLR,0.13787638668779714,0.8777316379197255,-1.2733993258476304,-0.3657913377540938,30,GO:BP,GAA;STBD1;GSK3A;PPP1CB;GBE1;COMT
GOBP_GLUCOSE_CATABOLIC_PROCESS,Trained_HRvLR,0.7978781781598683,0.9903944433740762,0.7569851367958562,0.2604013537280669,17,GO:BP,PFKL;BCL2L13;LDHA;HK1;PGAM1;ACTN3
GOBP_GLUCOSE_METABOLIC_PROCESS,Trained_HRvLR,0.8886239782016349,0.9903944433740762,0.7659858952722489,0.19472257325503695,65,GO:BP,ADIPOQ;ALDOC;RBP4;PFKL;SLC37A4;BCL2L13;GPD2;SLC25A11;CPT1A;FBP2;LDHA;PPP1CA;HK1;PGAM1;PGM1;PDHA1;GOT1;ACTN3
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,Trained_HRvLR,0.3686879823594267,0.8952624172199631,-1.0649362367689006,-0.3557783531571762,17,GO:BP,ASS1;ALDH5A1;DGLUCY
GOBP_GLUTATHIONE_METABOLIC_PROCESS,Trained_HRvLR,0.41561528615834703,0.9198251994482013,1.031797246573792,0.33290865190645086,22,GO:BP,SOD2;GSTO1;GSR;SOD1;GCLC;ETHE1;GSTM2;IDH1;GSTP1
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,Trained_HRvLR,0.1204660364915366,0.868280655514698,-1.3255672816571689,-0.43023680141105564,19,GO:BP,FABP3;PCYT2;INPP1;SLC44A2;IMPA2;BPNT1
