pathway,pathway_label,database,nes_x,nes_y,padj_x,padj_y,significance,set_size
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Regulation Of Protein Localization To Nucleus,GO:BP,0.989,1.573,0.7098,0.1648,NS,36
GOBP_NUCLEAR_TRANSPORT,Nuclear Transport,GO:BP,1.408,1.152,0.1552,0.6094,NS,63
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,Pyridine Containing Compound Metabolic Pro...,GO:BP,-1.466,1.092,0.1012,0.6742,NS,75
GOBP_RRNA_PROCESSING,Rrna Processing,GO:BP,1.762,0.796,0.05301,0.9162,NS,27
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,Negative Regulation Of Actin Filament Depo...,GO:BP,0.833,1.724,0.8782,0.1232,NS,15
GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION,Positive Regulation Of Phosphorylation,GO:BP,1.282,1.275,0.3449,0.4939,NS,29
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,Establishment Of RNA Localization,GO:BP,1.306,1.25,0.3437,0.551,NS,20
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,Negative Regulation Of Cell Growth,GO:BP,1.352,-1.203,0.3182,0.6007,NS,15
GOBP_PROTEIN_DEPOLYMERIZATION,Protein Depolymerization,GO:BP,0.882,1.673,0.8388,0.1132,NS,26
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,Fatty Acid Derivative Metabolic Process,GO:BP,-1.52,-1.034,0.1767,0.74,NS,18
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Protein Catabolic P...,GO:BP,1.186,1.368,0.4568,0.3955,NS,24
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,Negative Regulation Of Kinase Activity,GO:BP,1.022,1.531,0.6627,0.2452,NS,18
GOBP_REGULATION_OF_DNA_RECOMBINATION,Regulation Of DNA Recombination,GO:BP,1.457,1.095,0.2423,0.6951,NS,15
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Response To Endoplasmic Reticulum Stress,GO:BP,1.528,1.024,0.08572,0.742,NS,64
GOBP_PROTEIN_NEDDYLATION,Protein Neddylation,GO:BP,-1.511,-1.041,0.185,0.74,NS,16
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,Ribosomal Small Subunit Biogenesis,GO:BP,1.533,1.019,0.1434,0.7492,NS,26
GOBP_PLACENTA_DEVELOPMENT,Placenta Development,GO:BP,1.349,-1.202,0.3204,0.6007,NS,15
GOBP_SEX_DIFFERENTIATION,Sex Differentiation,GO:BP,1.103,1.448,0.5746,0.3157,NS,20
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE,Protein Transmembrane Import Into Intracel...,GO:BP,-0.908,-1.642,0.7932,0.1707,NS,15
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Positive Regulation Of Cell Projection Org...,GO:BP,1.426,1.123,0.1709,0.6631,NS,40
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,Actin Filament Bundle Organization,GO:BP,1.333,1.215,0.2874,0.5532,NS,35
GOBP_NADP_METABOLIC_PROCESS,Nadp Metabolic Process,GO:BP,-1.198,1.35,0.4552,0.4525,NS,18
GOBP_RESPONSE_TO_ACTIVITY,Response To Activity,GO:BP,-0.769,1.777,0.9406,0.07739,NS,26
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Extrinsic Apoptotic Signalin...,GO:BP,1.434,1.107,0.2263,0.6922,NS,24
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Positive Regulation Of Mrna Metabolic Process,GO:BP,1.395,1.143,0.2706,0.6609,NS,19
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,Adaptive Immune Response Based On Somatic ...,GO:BP,-0.89,1.645,0.8292,0.1452,NS,26
GOBP_REGULATION_OF_TRANSLATION,Regulation Of Translation,GO:BP,1.427,1.108,0.119,0.6524,NS,93
GOBP_AMIDE_METABOLIC_PROCESS,Amide Metabolic Process,GO:BP,-1.505,1.029,0.05908,0.7416,NS,109
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,Actomyosin Structure Organization,GO:BP,1.369,1.158,0.1933,0.6007,NS,66
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,Monosaccharide Biosynthetic Process,GO:BP,-1.383,1.143,0.2499,0.6369,NS,34
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,Amide Biosynthetic Process,GO:BP,-1.616,0.907,0.07565,0.8717,NS,42
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION,Regulation Of The Force Of Heart Contraction,GO:BP,1.559,-0.963,0.1603,0.8067,NS,15
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,Sulfur Compound Biosynthetic Process,GO:BP,-1.605,0.913,0.07776,0.8715,NS,41
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Positive Regulation Of Protein Localizatio...,GO:BP,1.298,1.218,0.3672,0.5814,NS,17
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,Development Of Primary Sexual Characteristics,GO:BP,1.058,1.456,0.6405,0.3257,NS,16
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,Positive Regulation Of Macroautophagy,GO:BP,-0.861,-1.647,0.861,0.1597,NS,22
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,Biological Process Involved In Symbiotic I...,GO:BP,1.335,1.17,0.2698,0.6007,NS,46
HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,Hallmark,1.454,1.045,0.1539,0.6214,NS,26
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,Regulation Of Double Strand Break Repair,GO:BP,1.619,0.875,0.1274,0.8752,NS,15
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,Phospholipid Biosynthetic Process,GO:BP,-0.888,-1.605,0.8322,0.1729,NS,26
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,Positive Regulation Of Cytoskeleton Organi...,GO:BP,1.627,0.866,0.07503,0.8874,NS,36
GOBP_PYRUVATE_METABOLIC_PROCESS,Pyruvate Metabolic Process,GO:BP,-1.59,-0.899,0.06894,0.8814,NS,53
HALLMARK_APOPTOSIS,Apoptosis,Hallmark,1.374,1.115,0.2041,0.5772,NS,32
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,Organic Hydroxy Compound Transport,GO:BP,0.702,1.786,0.9838,0.07739,NS,32
GOBP_CELLULAR_RESPONSE_TO_RADIATION,Cellular Response To Radiation,GO:BP,1.377,1.106,0.2698,0.6951,NS,22
GOBP_TORC1_SIGNALING,Torc1 Signaling,GO:BP,0.647,-1.835,0.9843,0.07739,NS,24
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,Positive Regulation Of Intracellular Trans...,GO:BP,1.05,-1.431,0.6434,0.3077,NS,27
GOBP_VIRAL_GENE_EXPRESSION,Viral Gene Expression,GO:BP,1.72,0.76,0.0743,0.9431,NS,21
GOBP_WNT_SIGNALING_PATHWAY,Wnt Signaling Pathway,GO:BP,1.449,-1.03,0.1573,0.74,NS,41
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,Regulation Of Cellular Response To Growth ...,GO:BP,1.447,-1.031,0.1837,0.7402,NS,31
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,Polysaccharide Biosynthetic Process,GO:BP,-1.293,-1.183,0.3717,0.615,NS,15
GOBP_REGULATION_OF_DNA_REPAIR,Regulation Of DNA Repair,GO:BP,1.625,0.846,0.1002,0.8927,NS,24
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,Carbohydrate Biosynthetic Process,GO:BP,-1.303,1.167,0.2801,0.6007,NS,53
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Regulation Of Protein Containing Complex D...,GO:BP,1.039,1.424,0.6471,0.3235,NS,28
GOBP_MICROTUBULE_POLYMERIZATION,Microtubule Polymerization,GO:BP,1.677,0.785,0.0894,0.9201,NS,21
GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,Regulation Of Receptor Mediated Endocytosis,GO:BP,0.89,1.571,0.8123,0.2133,NS,16
GOBP_ERAD_PATHWAY,Erad Pathway,GO:BP,1.603,0.857,0.1162,0.8798,NS,20
GOBP_VACUOLE_ORGANIZATION,Vacuole Organization,GO:BP,1.104,-1.356,0.5484,0.331,NS,40
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Regulation Of Ubiquitin Dependent Protein ...,GO:BP,1.369,1.09,0.2319,0.6951,NS,42
GOBP_NEUROTRANSMITTER_TRANSPORT,Neurotransmitter Transport,GO:BP,0.993,1.464,0.6971,0.3157,NS,17
GOBP_REGULATION_OF_CHEMOTAXIS,Regulation Of Chemotaxis,GO:BP,1.105,1.343,0.5746,0.4584,NS,17
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,Receptor Mediated Endocytosis,GO:BP,0.75,1.694,0.9623,0.07739,NS,37
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM,Regulation Of Release Of Sequestered Calci...,GO:BP,1.6,-0.844,0.1229,0.8942,NS,19
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,Positive Regulation Of Peptide Secretion,GO:BP,1.116,1.327,0.5601,0.4647,NS,20
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Negative Regulation Of Post Translational ...,GO:BP,1.148,1.295,0.5184,0.4974,NS,20
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,Hepaticobiliary System Development,GO:BP,-1.178,-1.264,0.4781,0.5235,NS,17
GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,Positive Regulation Of Lipid Biosynthetic ...,GO:BP,1.248,-1.194,0.4127,0.6081,NS,15
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,Multicellular Organismal Movement,GO:BP,1.33,-1.108,0.3034,0.6653,NS,28
GOBP_MITOCHONDRIAL_TRANSLATION,Mitochondrial Translation,GO:BP,-1.535,-0.903,0.1274,0.8731,NS,38
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,Regulation Of Cell Cycle Phase Transition,GO:BP,1.504,0.93,0.1375,0.8457,NS,33
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,NADH Dehydrogenase Complex Assembly,GO:BP,-1.592,-0.84,0.1146,0.9011,NS,25
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,Regulation Of Actin Filament Based Process,GO:BP,1.121,1.311,0.4969,0.3776,NS,63
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,Regulation Of Mononuclear Cell Migration,GO:BP,1.341,1.088,0.318,0.7081,NS,18
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,Cellular Component Assembly Involved In Mo...,GO:BP,1.54,0.884,0.1002,0.878,NS,46
GOBP_MESENCHYME_DEVELOPMENT,Mesenchyme Development,GO:BP,1.324,1.098,0.3432,0.6951,NS,17
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS,Organophosphate Catabolic Process,GO:BP,-1.397,-1.024,0.1569,0.7416,NS,63
GOBP_PLATELET_ACTIVATION,Platelet Activation,GO:BP,1.176,1.244,0.4693,0.5385,NS,23
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,Intracellular Receptor Signaling Pathway,GO:BP,1.189,1.229,0.4081,0.5194,NS,55
GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,Regulation Of Neuron Apoptotic Process,GO:BP,1.097,1.32,0.5696,0.4584,NS,26
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,Regulation Of Striated Muscle Contraction,GO:BP,1.707,-0.71,0.05382,0.9821,NS,33
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,Release Of Cytochrome C From Mitochondria,GO:BP,-1.376,1.04,0.298,0.7416,NS,15
GOBP_CELL_REDOX_HOMEOSTASIS,Cell Redox Homeostasis,GO:BP,0.903,1.512,0.8053,0.2519,NS,20
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Regulation Of Mitotic Cell Cycle Phase Tra...,GO:BP,1.527,-0.886,0.147,0.8752,NS,27
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,Reproductive System Development,GO:BP,0.931,1.481,0.7736,0.275,NS,26
GOBP_NEUROMUSCULAR_PROCESS,Neuromuscular Process,GO:BP,1.199,-1.21,0.4264,0.5328,NS,34
GOBP_SYNAPTIC_VESICLE_RECYCLING,Synaptic Vesicle Recycling,GO:BP,1.236,1.169,0.4096,0.6277,NS,22
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION,Regulation Of Microtubule Cytoskeleton Org...,GO:BP,1.559,-0.846,0.1039,0.9011,NS,35
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,Reactive Nitrogen Species Metabolic Process,GO:BP,1.234,1.17,0.4192,0.6314,NS,21
GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Positive Regulation Of Canonical Nf Kappab...,GO:BP,1.02,1.383,0.6637,0.3476,NS,33
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,Positive Regulation Of Phosphorus Metaboli...,GO:BP,1.291,1.11,0.3085,0.6742,NS,43
GOBP_LYMPHOCYTE_DIFFERENTIATION,Lymphocyte Differentiation,GO:BP,0.945,1.453,0.7526,0.3139,NS,22
GOBP_RESPONSE_TO_UV,Response To Uv,GO:BP,1.367,1.029,0.2881,0.742,NS,24
GOBP_REGULATION_OF_BLOOD_CIRCULATION,Regulation Of Blood Circulation,GO:BP,1.582,-0.811,0.07323,0.9543,NS,53
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION,Mesenchymal Cell Differentiation,GO:BP,1.296,1.094,0.3717,0.6951,NS,16
GOBP_LIPID_LOCALIZATION,Lipid Localization,GO:BP,-0.905,1.484,0.8444,0.1729,NS,62
GOBP_REGULATION_OF_BLOOD_PRESSURE,Regulation Of Blood Pressure,GO:BP,0.943,1.44,0.7545,0.3084,NS,23
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,Response To Mechanical Stimulus,GO:BP,-0.963,1.419,0.7291,0.3471,NS,21
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,Cardiac Chamber Development,GO:BP,1.447,0.934,0.2502,0.8345,NS,16
GOBP_REGULATION_OF_AUTOPHAGY,Regulation Of Autophagy,GO:BP,0.741,-1.639,0.9838,0.08202,NS,74
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,Sensory Perception Of Mechanical Stimulus,GO:BP,-1.568,-0.812,0.1456,0.9113,NS,18
GOBP_PROTEIN_DEPHOSPHORYLATION,Protein Dephosphorylation,GO:BP,-1.097,-1.282,0.5746,0.4967,NS,18
GOBP_CELLULAR_RESPONSE_TO_METAL_ION,Cellular Response To Metal Ion,GO:BP,0.797,1.581,0.9245,0.1579,NS,36
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Cell Surface Receptor Protein Serine Threo...,GO:BP,1.387,-0.991,0.2314,0.7738,NS,37
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Mitotic Cell Cycle Phase Transition,GO:BP,1.612,-0.765,0.0743,0.9699,NS,46
GOBP_NEGATIVE_REGULATION_OF_SECRETION,Negative Regulation Of Secretion,GO:BP,-0.803,1.57,0.8967,0.2047,NS,20
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,Actin Filament Based Movement,GO:BP,1.339,1.033,0.2636,0.742,NS,42
GOBP_AMIDE_TRANSPORT,Amide Transport,GO:BP,1.008,1.36,0.6889,0.3625,NS,38
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,Protein Localization To Nucleus,GO:BP,1.124,1.239,0.4928,0.492,NS,63
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,Cellular Response To Steroid Hormone Stimulus,GO:BP,1.239,1.122,0.3777,0.6653,NS,37
GOBP_REGULATION_OF_HEART_RATE,Regulation Of Heart Rate,GO:BP,1.262,-1.098,0.385,0.686,NS,22
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,Long Chain Fatty Acid Transport,GO:BP,-1.273,1.082,0.3798,0.7119,NS,18
HALLMARK_BILE_ACID_METABOLISM,Bile Acid Metabolism,Hallmark,-0.996,1.359,0.7465,0.2709,NS,21
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,Regulation Of Potassium Ion Transport,GO:BP,1.381,-0.973,0.2952,0.788,NS,16
GOBP_TYPE_I_INTERFERON_PRODUCTION,Type I Interferon Production,GO:BP,1.297,1.055,0.3636,0.738,NS,18
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,Regulation Of Muscle Contraction,GO:BP,1.269,-1.082,0.3184,0.6787,NS,49
GOBP_RESPONSE_TO_RADIATION,Response To Radiation,GO:BP,0.979,1.372,0.7227,0.311,NS,57
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,Regulation Of Protein Depolymerization,GO:BP,0.723,1.627,0.9623,0.1597,NS,22
GOBP_FATTY_ACID_TRANSPORT,Fatty Acid Transport,GO:BP,-1.41,0.94,0.2698,0.8345,NS,21
GOBP_MYELOID_CELL_HOMEOSTASIS,Myeloid Cell Homeostasis,GO:BP,1.531,0.817,0.1379,0.9071,NS,28
GOBP_RESPONSE_TO_METAL_ION,Response To Metal Ion,GO:BP,0.741,1.599,0.9851,0.08202,NS,85
GOBP_MYOFIBRIL_ASSEMBLY,Myofibril Assembly,GO:BP,1.437,0.901,0.163,0.8731,NS,40
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,Nucleoside Phosphate Catabolic Process,GO:BP,-1.276,-1.062,0.298,0.6951,NS,58
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,Positive Regulation Of Transferase Activity,GO:BP,1.224,1.112,0.4304,0.6901,NS,21
GOBP_GLAND_DEVELOPMENT,Gland Development,GO:BP,-1.115,-1.219,0.5233,0.5065,NS,44
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Ribonucleoside Monophosphate Metabolic Pro...,GO:BP,-0.688,1.644,0.9838,0.1452,NS,23
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Lymphocyte Activation Involved In Immune R...,GO:BP,1.282,1.049,0.385,0.739,NS,16
GOBP_RESPONSE_TO_OSMOTIC_STRESS,Response To Osmotic Stress,GO:BP,-1.268,1.06,0.3798,0.737,NS,19
GOBP_PEPTIDE_TRANSPORT,Peptide Transport,GO:BP,1.017,1.311,0.6734,0.4355,NS,36
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT,Regulation Of Peptide Transport,GO:BP,1.023,1.305,0.6625,0.4584,NS,30
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,In Utero Embryonic Development,GO:BP,1.118,-1.209,0.5303,0.5235,NS,40
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,Intracellular Iron Ion Homeostasis,GO:BP,1.221,1.104,0.4379,0.6951,NS,18
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Calcium Ion Transme...,GO:BP,-1.054,1.271,0.6404,0.526,NS,17
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,Response To Toxic Substance,GO:BP,0.721,1.601,0.9843,0.1056,NS,63
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,Positive Regulation Of Erk1 And Erk2 Cascade,GO:BP,0.822,1.499,0.8818,0.2916,NS,16
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION,Regulation Of Neuron Differentiation,GO:BP,1.615,-0.702,0.1228,0.9699,NS,16
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,Regulation Of Release Of Sequestered Calci...,GO:BP,1.415,0.902,0.2454,0.8715,NS,23
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,Cellular Response To Light Stimulus,GO:BP,1.235,1.08,0.4253,0.7119,NS,15
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,Negative Regulation Of Immune Response,GO:BP,1.018,1.297,0.6725,0.4885,NS,22
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Regulation Of Microtubule Polymerization O...,GO:BP,1.543,0.771,0.1552,0.9238,NS,19
HALLMARK_DNA_REPAIR,DNA Repair,Hallmark,0.747,1.56,0.9445,0.08114,NS,25
GOBP_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Cytoplasmic Pattern Recognit...,GO:BP,1.077,1.229,0.5952,0.5538,NS,27
HALLMARK_MTORC1_SIGNALING,mTORC1 Signaling,Hallmark,0.855,1.45,0.8948,0.08114,NS,87
GOBP_RESPONSE_TO_STEROID_HORMONE,Response To Steroid Hormone,GO:BP,1.113,1.19,0.53,0.5657,NS,51
GOBP_REGULATION_OF_HEART_CONTRACTION,Regulation Of Heart Contraction,GO:BP,1.573,-0.729,0.09019,0.9825,NS,48
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT,Organophosphate Ester Transport,GO:BP,-0.928,1.373,0.7736,0.4242,NS,17
GOBP_TERPENOID_METABOLIC_PROCESS,Terpenoid Metabolic Process,GO:BP,1.195,1.106,0.4641,0.6924,NS,17
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS,Cellular Response To Corticosteroid Stimulus,GO:BP,1.154,1.145,0.5161,0.6631,NS,15
GOBP_MICROTUBULE_BASED_MOVEMENT,Microtubule Based Movement,GO:BP,1.379,0.92,0.2257,0.8601,NS,45
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,Regulation Of Leukocyte Proliferation,GO:BP,1.189,1.107,0.4641,0.6951,NS,19
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,Nucleobase Containing Compound Transport,GO:BP,0.99,1.305,0.7077,0.472,NS,26
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,Regulation Of Nucleotide Metabolic Process,GO:BP,0.935,-1.359,0.764,0.3955,NS,25
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Ribonucleoside Monophosphate Biosynthetic ...,GO:BP,-0.821,1.472,0.8836,0.3121,NS,15
GOBP_ERK1_AND_ERK2_CASCADE,Erk1 And Erk2 Cascade,GO:BP,0.992,1.298,0.7098,0.4584,NS,35
GOBP_KETONE_METABOLIC_PROCESS,Ketone Metabolic Process,GO:BP,-1.307,-0.983,0.2761,0.7874,NS,55
GOBP_NEGATIVE_REGULATION_OF_GROWTH,Negative Regulation Of Growth,GO:BP,1.254,-1.035,0.3987,0.7402,NS,19
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS,Nucleoside Diphosphate Catabolic Process,GO:BP,-1.352,-0.933,0.2698,0.8457,NS,38
GOBP_RENAL_SYSTEM_DEVELOPMENT,Renal System Development,GO:BP,-0.482,1.8,0.9999,0.07739,NS,22
GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY,Positive Regulation Of Kinase Activity,GO:BP,1.18,1.101,0.4843,0.6951,NS,18
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Regulation Of Neuron Projection Development,GO:BP,1.333,0.947,0.2698,0.8367,NS,46
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS,Phospholipid Metabolic Process,GO:BP,-1.006,-1.273,0.6791,0.4587,NS,38
GOBP_SPINDLE_ORGANIZATION,Spindle Organization,GO:BP,1.614,-0.658,0.07323,0.995,NS,41
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,Leukocyte Mediated Cytotoxicity,GO:BP,1.043,1.222,0.6471,0.5657,NS,21
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES,Apoptotic Mitochondrial Changes,GO:BP,-1.447,0.816,0.1987,0.9154,NS,35
GOBP_SARCOMERE_ORGANIZATION,Sarcomere Organization,GO:BP,1.547,0.716,0.1245,0.9699,NS,29
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Proteasome Mediated Ubiquitin Dependent Pr...,GO:BP,1.205,1.057,0.3456,0.7126,NS,95
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION,Negative Regulation Of Phosphorylation,GO:BP,0.812,1.449,0.8967,0.311,NS,23
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,Negative Regulation Of Establishment Of Pr...,GO:BP,0.564,1.695,0.9942,0.1126,NS,23
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Adenylate Cyclase Modulating G Protein Cou...,GO:BP,1.376,-0.882,0.298,0.8752,NS,16
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,Antigen Processing And Presentation,GO:BP,0.905,1.353,0.7987,0.4355,NS,19
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,Establishment Of Organelle Localization,GO:BP,1.478,0.78,0.09807,0.9699,NS,74
GOBP_PROTEIN_TARGETING,Protein Targeting,GO:BP,-1.211,-1.047,0.3555,0.7138,NS,74
GOBP_SKELETAL_MUSCLE_CONTRACTION,Skeletal Muscle Contraction,GO:BP,1.297,-0.957,0.3449,0.8246,NS,26
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,Actin Filament Depolymerization,GO:BP,0.657,1.596,0.9838,0.1743,NS,19
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,Cytoskeleton Dependent Intracellular Trans...,GO:BP,1.403,-0.85,0.2267,0.9011,NS,34
GOBP_PROTEIN_TETRAMERIZATION,Protein Tetramerization,GO:BP,-1.283,0.969,0.3579,0.8035,NS,25
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,Regulation Of Cell Morphogenesis,GO:BP,1.449,0.802,0.2107,0.9154,NS,26
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,Positive Regulation Of Adaptive Immune Res...,GO:BP,-1.263,0.987,0.394,0.7872,NS,15
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,Regulation Of Myeloid Cell Differentiation,GO:BP,0.798,1.451,0.8967,0.3233,NS,18
