module,trait,cor,pval,pval_raw,stars,label,trait_label,xpos
MEgreen,fCSA_Type_I_Pre_LR,-0.0753078348266078,0.9370536265125468,0.859330765223566,,-0.08,fCSA_TI,20.6
MEpink,fCSA_Type_I_Pre_LR,-0.1603743347387245,0.9370536265125468,0.7044143589013634,,-0.16,fCSA_TI,20.6
MEred,fCSA_Type_I_Pre_LR,-0.0380836888588521,0.9370536265125468,0.928662097521776,,-0.04,fCSA_TI,20.6
MEturquoise,MyoVision_fCSA_Type_I__Pre_LR,0.05047137176066964,0.9910609222737784,0.9055267660342682,,0.05,MyoVision_fCSA_Type_I__Pre,21.6
MEgreenyellow,MyoVision_fCSA_Type_I__Pre_LR,-0.1187933090098476,0.9910609222737784,0.779349165963464,,-0.12,MyoVision_fCSA_Type_I__Pre,21.6
MEpurple,MyoVision_fCSA_Type_I__Pre_LR,-0.3319883812606305,0.9910609222737784,0.4217476158640313,,-0.33,MyoVision_fCSA_Type_I__Pre,21.6
MEyellow,MyoVision_fCSA_Type_I__Pre_LR,0.43368863714550926,0.9910609222737784,0.28304380746181695,,0.43,MyoVision_fCSA_Type_I__Pre,21.6
MEblack,MyoVision_fCSA_Type_I__Pre_LR,-0.00476758036432918,0.9910609222737784,0.9910609222737784,,-0.00,MyoVision_fCSA_Type_I__Pre,21.6
MEmagenta,MyoVision_fCSA_Type_I__Pre_LR,-0.32291257970874226,0.9910609222737784,0.4353109474996127,,-0.32,MyoVision_fCSA_Type_I__Pre,21.6
MEbrown,MyoVision_fCSA_Type_I__Pre_LR,0.25835063003424646,0.9910609222737784,0.536715502729052,,0.26,MyoVision_fCSA_Type_I__Pre,21.6
MEblue,MyoVision_fCSA_Type_I__Pre_LR,-0.5551840939198266,0.9910609222737784,0.15315533683887997,,-0.56,MyoVision_fCSA_Type_I__Pre,21.6
MEgreen,MyoVision_fCSA_Type_I__Pre_LR,-0.0670858713911868,0.9910609222737784,0.8745908827327875,,-0.07,MyoVision_fCSA_Type_I__Pre,21.6
MEpink,MyoVision_fCSA_Type_I__Pre_LR,-0.04413813621161203,0.9910609222737784,0.917348417803409,,-0.04,MyoVision_fCSA_Type_I__Pre,21.6
MEred,MyoVision_fCSA_Type_I__Pre_LR,-0.00498497796671301,0.9910609222737784,0.99065332115717,,-0.00,MyoVision_fCSA_Type_I__Pre,21.6
MEturquoise,fCSA_Type_II_Pre_LR,-0.4022144488906554,0.9573764215154276,0.32323646992577454,,-0.40,fCSA_TII,22.6
MEgreenyellow,fCSA_Type_II_Pre_LR,0.04156532571718986,0.9573764215154276,0.9221547320404624,,0.04,fCSA_TII,22.6
MEpurple,fCSA_Type_II_Pre_LR,-0.02703304520382223,0.9573764215154276,0.9493377290269192,,-0.03,fCSA_TII,22.6
MEyellow,fCSA_Type_II_Pre_LR,-0.26739628439717733,0.9573764215154276,0.5220181331861765,,-0.27,fCSA_TII,22.6
MEblack,fCSA_Type_II_Pre_LR,0.02982081167049624,0.9573764215154276,0.9441191181186276,,0.03,fCSA_TII,22.6
MEmagenta,fCSA_Type_II_Pre_LR,-0.02274041375466011,0.9573764215154276,0.9573764215154276,,-0.02,fCSA_TII,22.6
MEbrown,fCSA_Type_II_Pre_LR,-0.2188284245682027,0.9573764215154276,0.602607023563936,,-0.22,fCSA_TII,22.6
MEblue,fCSA_Type_II_Pre_LR,0.4709364063053535,0.9573764215154276,0.23886377482554452,,0.47,fCSA_TII,22.6
MEgreen,fCSA_Type_II_Pre_LR,0.38160216497296634,0.9573764215154276,0.35092268807646476,,0.38,fCSA_TII,22.6
MEpink,fCSA_Type_II_Pre_LR,0.4114223673014473,0.9573764215154276,0.3112135567016667,,0.41,fCSA_TII,22.6
MEred,fCSA_Type_II_Pre_LR,0.2654829370364065,0.9573764215154276,0.5251143799657535,,0.27,fCSA_TII,22.6
MEturquoise,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEgreenyellow,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEpurple,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEyellow,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEblack,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEmagenta,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEbrown,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEblue,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEgreen,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEpink,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEred,X1RM_Leg_Pre_HR,NA,NA,NA,,NA,1RM,5.3
MEturquoise,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEgreenyellow,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEpurple,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEyellow,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEblack,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEmagenta,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEbrown,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEblue,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEgreen,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEpink,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEred,X1RM._Ext_Pre_HR,NA,NA,NA,,NA,X1RM._Ext_Pre,6.3
MEturquoise,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEgreenyellow,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEpurple,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEyellow,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEblack,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEmagenta,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEbrown,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEblue,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEgreen,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEpink,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEred,ACCUM_VL_HR,NA,NA,NA,,NA,ACCUM_VL,7.3
MEturquoise,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEgreenyellow,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEpurple,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEyellow,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEblack,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEmagenta,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEbrown,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEblue,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEgreen,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEpink,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEred,mCSA_Pre_HR,NA,NA,NA,,NA,mCSA,8.3
MEturquoise,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEgreenyellow,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEpurple,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEyellow,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEblack,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEmagenta,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEbrown,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEblue,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEgreen,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEpink,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEred,fCSA_Mixed_Pre_HR,NA,NA,NA,,NA,fCSA_Mix,9.3
MEturquoise,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEgreenyellow,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEpurple,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEyellow,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEblack,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEmagenta,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEbrown,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEblue,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEgreen,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEpink,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEred,MyoVision_fCSA_mixed_Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,10.3
MEturquoise,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEgreenyellow,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEpurple,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEyellow,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEblack,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEmagenta,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEbrown,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEblue,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEgreen,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEpink,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEred,fCSA_Type_I_Pre_HR,NA,NA,NA,,NA,fCSA_TI,11.3
MEturquoise,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEgreenyellow,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEpurple,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEyellow,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEblack,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEmagenta,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEbrown,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEblue,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEgreen,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEpink,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEred,MyoVision_fCSA_Type_I__Pre_HR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,12.3
MEturquoise,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEgreenyellow,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEpurple,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEyellow,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEblack,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEmagenta,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEbrown,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEblue,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEgreen,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEpink,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEred,fCSA_Type_II_Pre_HR,NA,NA,NA,,NA,fCSA_TII,13.3
MEturquoise,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEgreenyellow,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEpurple,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEyellow,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEblack,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEmagenta,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEbrown,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEblue,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEgreen,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEpink,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEred,X1RM_Leg_Pre_LR,NA,NA,NA,,NA,1RM,14.600000000000001
MEturquoise,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEgreenyellow,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEpurple,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEyellow,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEblack,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEmagenta,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEbrown,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEblue,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEgreen,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEpink,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEred,X1RM._Ext_Pre_LR,NA,NA,NA,,NA,X1RM._Ext_Pre,15.600000000000001
MEturquoise,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEgreenyellow,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEpurple,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEyellow,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEblack,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEmagenta,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEbrown,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEblue,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEgreen,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEpink,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEred,ACCUM_VL_LR,NA,NA,NA,,NA,ACCUM_VL,16.6
MEturquoise,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEgreenyellow,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEpurple,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEyellow,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEblack,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEmagenta,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEbrown,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEblue,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEgreen,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEpink,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEred,mCSA_Pre_LR,NA,NA,NA,,NA,mCSA,17.6
MEturquoise,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEgreenyellow,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEpurple,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEyellow,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEblack,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEmagenta,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEbrown,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEblue,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEgreen,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEpink,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEred,fCSA_Mixed_Pre_LR,NA,NA,NA,,NA,fCSA_Mix,18.6
MEturquoise,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEgreenyellow,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEpurple,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEyellow,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEblack,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEmagenta,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEbrown,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEblue,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEgreen,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEpink,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEred,MyoVision_fCSA_mixed_Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_mixed_Pre,19.6
MEturquoise,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEgreenyellow,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEpurple,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEyellow,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEblack,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEmagenta,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEbrown,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEblue,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEgreen,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEpink,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEred,fCSA_Type_I_Pre_LR,NA,NA,NA,,NA,fCSA_TI,20.6
MEturquoise,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEgreenyellow,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEpurple,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEyellow,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEblack,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEmagenta,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEbrown,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEblue,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEgreen,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEpink,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEred,MyoVision_fCSA_Type_I__Pre_LR,NA,NA,NA,,NA,MyoVision_fCSA_Type_I__Pre,21.6
MEturquoise,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
MEgreenyellow,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
MEpurple,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
MEyellow,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
MEblack,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
MEmagenta,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
MEbrown,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
MEblue,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
MEgreen,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
MEpink,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
MEred,fCSA_Type_II_Pre_LR,NA,NA,NA,,NA,fCSA_TII,22.6
