grid_x,grid_y,neg_log10_p
8,21,4.644
9,21,5.597
10,21,6.194
11,21,6.066
12,21,6.685
13,21,5.919
14,21,6.887
15,21,6.512
16,21,6.498
17,21,6.192
18,21,8.502
19,21,8.848
20,21,9.93
21,21,9.578
22,21,9.258
23,21,8.309
24,21,9.029
25,21,9.436
26,21,9.188
27,21,8.64
28,21,8.746
29,21,8.862
30,21,8.369
31,21,8.501
32,21,8.044
33,21,9.097
34,21,8.946
35,21,9.422
36,21,9.916
37,21,10.43
38,21,10.63
39,21,10.182
40,21,10.726
41,21,11.294
42,21,10.86
43,21,10.443
44,21,10.367
45,21,9.66
46,21,9.602
47,21,8.936
48,21,8.893
49,21,NA
50,21,NA
51,21,0
52,21,0
53,21,0
54,21,0
55,21,0
56,21,0
57,21,0
58,21,0
59,21,0
60,21,0
61,21,0
62,21,0
63,21,0
64,21,0
65,21,0
66,21,0
67,21,0
68,21,0
69,21,0
70,21,0
71,21,0
72,21,0
73,21,0
74,21,0
75,21,0
76,21,0
77,21,0
78,21,0
79,21,0
80,21,0
81,21,0
82,21,0
83,21,0
84,21,0
85,21,0
86,21,0
87,21,0
88,21,0
89,21,0
90,21,0
91,21,0
92,21,0
93,21,0
94,21,0
95,21,0
96,21,-0
97,21,-0
98,21,-0
1,22,0.659
2,22,2.69
3,22,3.946
4,22,4.196
5,22,3.707
6,22,4.966
7,22,5.408
8,22,5.095
9,22,5.964
10,22,6.854
11,22,6.984
12,22,7.516
13,22,6.606
14,22,7.873
15,22,8.078
16,22,7.945
17,22,7.502
18,22,9.877
19,22,10.134
20,22,11.163
21,22,10.692
22,22,10.261
23,22,9.185
24,22,9.844
25,22,10.176
26,22,9.839
27,22,9.203
28,22,9.236
29,22,9.278
30,22,8.711
31,22,8.775
32,22,8.252
33,22,9.233
34,22,9.016
35,22,10.047
36,22,10.476
37,22,10.922
38,22,11.385
39,22,11.187
40,22,11.674
41,22,12.533
42,22,12.006
43,22,11.502
44,22,11.351
45,22,10.553
46,22,10.426
47,22,9.677
48,22,10.197
49,22,NA
50,22,NA
51,22,0
52,22,0
53,22,0
54,22,0
55,22,0
56,22,0
57,22,0
58,22,0
59,22,0
60,22,0
61,22,0
62,22,0
63,22,0
64,22,0
65,22,0
66,22,0
67,22,0
68,22,0
69,22,0
70,22,0
71,22,0
72,22,0
73,22,0
74,22,0
75,22,0
76,22,0
77,22,0
78,22,0
79,22,0
80,22,0
81,22,0
82,22,0
83,22,0
84,22,0
85,22,0
86,22,0
87,22,0
88,22,0
89,22,0
90,22,0
91,22,0
92,22,0
93,22,0
94,22,0
95,22,0
96,22,-0
97,22,-0
98,22,-0
1,23,0.639
2,23,2.517
3,23,3.647
4,23,3.822
5,23,3.311
6,23,4.439
7,23,4.802
8,23,4.465
9,23,5.223
10,23,6.369
11,23,6.427
12,23,7.234
13,23,6.621
14,23,7.791
15,23,8.272
16,23,8.055
17,23,7.537
18,23,10.554
19,23,10.717
20,23,11.663
21,23,11.094
22,23,10.573
23,23,9.753
24,23,10.337
25,23,10.94
26,23,10.855
27,23,10.111
28,23,10.064
29,23,10.03
30,23,9.373
31,23,9.678
32,23,9.679
33,23,10.647
34,23,10.34
35,23,11.349
36,23,11.721
37,23,12.107
38,23,12.509
39,23,12.575
40,23,13.364
41,23,14.188
42,23,13.555
43,23,12.949
44,23,12.717
45,23,11.81
46,23,11.607
47,23,10.759
48,23,11.233
49,23,NA
50,23,NA
51,23,0
52,23,0
53,23,0
54,23,0
55,23,0
56,23,0
57,23,0
58,23,0
59,23,0
60,23,0
61,23,0
62,23,0
63,23,0
64,23,0
65,23,0
66,23,0
67,23,0
68,23,0
69,23,0
70,23,0
71,23,0
72,23,0
73,23,0
74,23,0
75,23,0
76,23,0
77,23,0
78,23,0
79,23,0
80,23,0
81,23,0
82,23,0
83,23,0
84,23,0
85,23,0
86,23,0
87,23,0
88,23,0
89,23,0
90,23,0
91,23,0
92,23,0
93,23,0
94,23,0
95,23,0
96,23,-0
97,23,-0
98,23,-0
1,24,0.619
2,24,2.354
3,24,4.468
4,24,4.398
5,24,3.693
6,24,4.735
7,24,4.993
8,24,4.56
9,24,5.232
10,24,6.281
11,24,6.262
12,24,7.337
13,24,6.645
14,24,7.723
15,24,8.117
16,24,8.525
17,24,7.912
18,24,10.865
19,24,10.937
20,24,12.179
21,24,11.51
22,24,12.008
23,24,11.042
24,24,11.559
25,24,12.092
26,24,11.912
27,24,11.054
28,24,10.922
29,24,10.806
30,24,10.378
31,24,10.616
32,24,10.54
33,24,11.459
34,24,11.068
35,24,12.021
36,24,12.321
37,24,12.634
38,24,12.961
39,24,12.95
40,24,13.66
41,24,14.401
42,24,13.695
43,24,13.372
44,24,13.063
45,24,12.425
46,24,12.148
47,24,11.224
48,24,11.631
49,24,NA
50,24,NA
51,24,0
52,24,0
53,24,0
54,24,0
55,24,0
56,24,0
57,24,0
58,24,0
59,24,0
60,24,0
61,24,0
62,24,0
63,24,0
64,24,0
65,24,0
66,24,0
67,24,0
68,24,0
69,24,0
70,24,0
71,24,0
72,24,0
73,24,0
74,24,0
75,24,0
76,24,0
77,24,0
78,24,0
79,24,0
80,24,0
81,24,0
82,24,0
83,24,0
84,24,0
85,24,0
86,24,0
87,24,0
88,24,0
89,24,0
90,24,0
91,24,0
92,24,0
93,24,0
94,24,0
95,24,0
96,24,0
97,24,-0
98,24,-0
1,25,0.601
2,25,2.202
3,25,4.747
4,25,4.508
5,25,3.692
6,25,4.633
7,25,4.806
8,25,4.319
9,25,5.248
10,25,6.205
11,25,6.109
12,25,7.086
13,25,6.345
14,25,7.32
15,25,7.978
16,25,8.303
17,25,7.635
18,25,10.43
19,25,10.424
20,25,11.547
21,25,10.831
22,25,11.237
23,25,10.246
24,25,10.671
25,25,11.11
26,25,10.873
27,25,10.003
28,25,9.818
29,25,9.65
30,25,9.193
31,25,9.356
32,25,9.229
33,25,10.327
34,25,9.9
35,25,10.724
36,25,10.938
37,25,11.163
38,25,11.399
39,25,11.646
40,25,12.238
41,25,12.855
42,25,12.128
43,25,11.759
44,25,12.06
45,25,11.387
46,25,11.058
47,25,10.127
48,25,10.75
49,25,NA
50,25,NA
51,25,0
52,25,0
53,25,0
54,25,0
55,25,0
56,25,0
57,25,0
58,25,0
59,25,0
60,25,0
61,25,0
62,25,0
63,25,0
64,25,0
65,25,0
66,25,0
67,25,0
68,25,0
69,25,0
70,25,0
71,25,0
72,25,0
73,25,0
74,25,0
75,25,0
76,25,0
77,25,0
78,25,0
79,25,0
80,25,0
81,25,0
82,25,0
83,25,0
84,25,0
85,25,0
86,25,0
87,25,0
88,25,0
89,25,0
90,25,0
91,25,0
92,25,0
93,25,0
94,25,0
95,25,0
96,25,0
97,25,-0
98,25,-0
1,26,0.583
2,26,2.622
3,26,5.038
4,26,5.133
5,26,4.095
6,26,4.941
7,26,5.005
8,26,4.423
9,26,5.269
10,26,6.137
11,26,5.968
12,26,6.851
13,26,6.387
14,26,7.278
15,26,8.199
16,26,8.441
17,26,8.024
18,26,10.763
19,26,10.668
20,26,11.703
21,26,10.905
22,26,11.227
23,26,10.172
24,26,10.516
25,26,10.873
26,26,10.57
27,26,9.971
28,26,9.721
29,26,9.489
30,26,8.979
31,26,9.076
32,26,8.891
33,26,9.89
34,26,9.417
35,26,10.146
36,26,10.288
37,26,10.747
38,26,10.909
39,26,11.081
40,26,11.582
41,26,12.103
42,26,11.341
43,26,11.236
44,26,11.778
45,26,11.371
46,26,10.98
47,26,10.002
48,26,10.546
49,26,NA
50,26,NA
51,26,0
52,26,0
53,26,0
54,26,0
55,26,0
56,26,0
57,26,0
58,26,0
59,26,0
60,26,0
61,26,0
62,26,0
63,26,0
64,26,0
65,26,0
66,26,0
67,26,0
68,26,0
69,26,0
70,26,0
71,26,0
72,26,0
73,26,0
74,26,0
75,26,0
76,26,0
77,26,0
78,26,0
79,26,0
80,26,0
81,26,0
82,26,0
83,26,0
84,26,0
85,26,0
86,26,0
87,26,0
88,26,0
89,26,0
90,26,0
91,26,0
92,26,0
93,26,0
94,26,0
95,26,0
96,26,0
97,26,-0
98,26,-0
1,27,0.566
2,27,2.464
3,27,4.719
4,27,5.258
5,27,4.101
6,27,4.847
7,27,4.832
8,27,4.201
9,27,5.296
10,27,6.078
11,27,5.838
12,27,6.633
13,27,6.115
14,27,6.915
15,27,7.739
16,27,7.91
17,27,7.451
18,27,10.004
19,27,9.848
20,27,10.768
21,27,9.949
22,27,10.191
23,27,9.782
24,27,10.378
25,27,10.658
26,27,10.292
27,27,9.953
28,27,9.947
29,27,9.646
30,27,9.072
31,27,9.104
32,27,8.859
33,27,9.782
34,27,9.255
35,27,9.905
36,27,9.98
37,27,10.363
38,27,10.456
39,27,10.558
40,27,10.975
41,27,11.725
42,27,11.229
43,27,11.37
44,27,11.839
45,27,11.369
46,27,10.918
47,27,10.187
48,27,10.665
49,27,NA
50,27,NA
51,27,0
52,27,0
53,27,0
54,27,0
55,27,0
56,27,0
57,27,0
58,27,0
59,27,0
60,27,0
61,27,0
62,27,0
63,27,0
64,27,0
65,27,0
66,27,0
67,27,0
68,27,0
69,27,0
70,27,0
71,27,0
72,27,0
73,27,0
74,27,0
75,27,0
76,27,0
77,27,0
78,27,0
79,27,0
80,27,0
81,27,0
82,27,0
83,27,0
84,27,0
85,27,0
86,27,0
87,27,0
88,27,0
89,27,0
90,27,0
91,27,0
92,27,0
93,27,0
94,27,0
95,27,0
96,27,0
97,27,-0
98,27,-0
1,28,0.55
2,28,2.315
3,28,4.417
4,28,4.869
5,28,4.11
6,28,4.761
7,28,4.669
8,28,4.311
9,28,5.329
10,28,6.027
11,28,6.049
12,28,6.767
13,28,6.172
14,28,7.223
15,28,7.974
16,28,8.402
17,28,7.849
18,28,10.353
19,28,10.111
20,28,10.95
21,28,10.051
22,28,10.217
23,28,9.739
24,28,10.587
25,28,10.79
26,28,10.353
27,28,9.947
28,28,9.874
29,28,9.513
30,28,8.887
31,28,8.858
32,28,8.561
33,28,9.397
34,28,8.828
35,28,9.397
36,28,9.41
37,28,9.717
38,28,9.746
39,28,10.073
40,28,10.412
41,28,11.069
42,28,10.53
43,28,10.602
44,28,10.984
45,28,10.475
46,28,9.986
47,28,9.238
48,28,9.911
49,28,NA
50,28,NA
51,28,0
52,28,0
53,28,0
54,28,0
55,28,0
56,28,0
57,28,0
58,28,0
59,28,0
60,28,0
61,28,0
62,28,0
63,28,0
64,28,0
65,28,0
66,28,0
67,28,0
68,28,0
69,28,0
70,28,0
71,28,0
72,28,0
73,28,0
74,28,0
75,28,0
76,28,0
77,28,0
78,28,0
79,28,0
80,28,0
81,28,0
82,28,0
83,28,0
84,28,0
85,28,0
86,28,0
87,28,0
88,28,0
89,28,0
90,28,0
91,28,0
92,28,0
93,28,0
94,28,0
95,28,0
96,28,0
97,28,-0
98,28,-0
1,29,0.534
2,29,2.174
3,29,4.132
4,29,4.502
5,29,3.729
6,29,4.298
7,29,4.168
8,29,3.795
9,29,4.702
10,29,5.311
11,29,5.291
12,29,5.915
13,29,5.327
14,29,6.255
15,29,6.906
16,29,7.574
17,29,7.006
18,29,9.303
19,29,9.352
20,29,10.091
21,29,9.502
22,29,9.598
23,29,9.079
24,29,9.83
25,29,9.963
26,29,9.489
27,29,9.049
28,29,8.925
29,29,8.533
30,29,8.166
31,29,8.356
32,29,8.016
33,29,8.761
34,29,8.431
35,29,8.923
36,29,8.879
37,29,9.394
38,29,9.364
39,29,9.621
40,29,10.177
41,29,10.755
42,29,10.169
43,29,10.468
44,29,10.78
45,29,10.219
46,29,10.253
47,29,9.443
48,29,10.055
49,29,NA
50,29,NA
51,29,0
52,29,0
53,29,0
54,29,0
55,29,0
56,29,0
57,29,0
58,29,0
59,29,0
60,29,0
61,29,0
62,29,0
63,29,0
64,29,0
65,29,0
66,29,0
67,29,0
68,29,0
69,29,0
70,29,0
71,29,0
72,29,0
73,29,0
74,29,0
75,29,0
76,29,0
77,29,0
78,29,0
79,29,0
80,29,0
81,29,0
82,29,0
83,29,0
84,29,0
85,29,0
86,29,0
87,29,0
88,29,0
89,29,0
90,29,0
91,29,0
92,29,0
93,29,0
94,29,0
95,29,0
96,29,0
97,29,-0
98,29,-0
1,30,0.519
2,30,2.04
3,30,3.861
4,30,4.157
5,30,3.748
6,30,4.608
7,30,4.371
8,30,3.909
9,30,4.746
10,30,5.28
11,30,5.193
12,30,5.742
13,30,5.11
14,30,5.955
15,30,6.527
16,30,7.113
17,30,6.514
18,30,8.655
19,30,8.967
20,30,9.619
21,30,8.986
22,30,9.331
23,30,8.761
24,30,9.429
25,30,9.496
26,30,8.979
27,30,8.498
28,30,8.325
29,30,8.166
30,30,8.02
31,30,8.15
32,30,7.764
33,30,8.434
34,30,8.059
35,30,8.48
36,30,8.383
37,30,8.824
38,30,9.007
39,30,9.2
40,30,9.678
41,30,10.464
42,30,9.832
43,30,10.063
44,30,10.304
45,30,9.704
46,30,9.957
47,30,9.382
48,30,9.926
49,30,NA
50,30,NA
51,30,0
52,30,0
53,30,0
54,30,0
55,30,0
56,30,0
57,30,0
58,30,0
59,30,0
60,30,0
61,30,0
62,30,0
63,30,0
64,30,0
65,30,0
66,30,0
67,30,0
68,30,0
69,30,0
70,30,0
71,30,0
72,30,0
73,30,0
74,30,0
75,30,0
76,30,0
77,30,0
78,30,0
79,30,0
80,30,0
81,30,0
82,30,0
83,30,0
84,30,0
85,30,0
86,30,0
87,30,0
88,30,0
89,30,0
90,30,0
91,30,0
92,30,0
93,30,0
94,30,0
95,30,0
96,30,0
97,30,-0
98,30,-0
1,31,0.504
2,31,1.913
3,31,3.605
4,31,3.833
5,31,3.769
6,31,4.539
7,31,4.234
8,31,3.724
9,31,4.479
10,31,4.939
11,31,4.805
12,31,5.28
13,31,4.905
14,31,5.671
15,31,6.17
16,31,6.68
17,31,6.053
18,31,8.048
19,31,8.29
20,31,8.856
21,31,8.2
22,31,8.474
23,31,7.886
24,31,8.463
25,31,8.476
26,31,7.944
27,31,7.45
28,31,7.245
29,31,7.305
30,31,7.122
31,31,7.197
32,31,6.794
33,31,7.367
34,31,7.217
35,31,7.562
36,31,7.424
37,31,7.784
38,31,7.905
39,31,8.033
40,31,8.422
41,31,9.092
42,31,8.981
43,31,9.143
44,31,9.313
45,31,8.695
46,31,8.875
47,31,8.286
48,31,8.734
49,31,NA
50,31,NA
51,31,0
52,31,0
53,31,0
54,31,0
55,31,0
56,31,0
57,31,0
58,31,0
59,31,0
60,31,0
61,31,0
62,31,0
63,31,0
64,31,0
65,31,0
66,31,0
67,31,0
68,31,0
69,31,0
70,31,0
71,31,0
72,31,0
73,31,0
74,31,0
75,31,0
76,31,0
77,31,0
78,31,0
79,31,0
80,31,0
81,31,0
82,31,0
83,31,0
84,31,0
85,31,0
86,31,0
87,31,0
88,31,0
89,31,0
90,31,0
91,31,0
92,31,0
93,31,0
94,31,0
95,31,0
96,31,0
97,31,-0
98,31,-0
1,32,0.49
2,32,1.793
3,32,3.362
4,32,3.527
5,32,3.421
6,32,4.106
7,32,3.778
8,32,3.268
9,32,3.934
10,32,4.325
11,32,4.168
12,32,4.847
13,32,4.449
14,32,5.403
15,32,5.833
16,32,6.561
17,32,5.887
18,32,7.781
19,32,7.956
20,32,8.445
21,32,7.754
22,32,8.252
23,32,7.619
24,32,8.124
25,32,8.081
26,32,7.513
27,32,7.24
28,32,6.988
29,32,6.996
30,32,6.77
31,32,6.794
32,32,6.36
33,32,6.862
34,32,6.672
35,32,6.954
36,32,6.776
37,32,7.069
38,32,7.136
39,32,7.446
40,32,7.767
41,32,8.351
42,32,8.445
43,32,8.547
44,32,8.656
45,32,8.263
46,32,8.384
47,32,7.767
48,32,8.142
49,32,NA
50,32,NA
51,32,0
52,32,0
53,32,0
54,32,0
55,32,0
56,32,0
57,32,0
58,32,0
59,32,0
60,32,0
61,32,0
62,32,0
63,32,0
64,32,0
65,32,0
66,32,0
67,32,0
68,32,0
69,32,0
70,32,0
71,32,0
72,32,0
73,32,0
74,32,0
75,32,0
76,32,0
77,32,0
78,32,0
79,32,0
80,32,0
81,32,0
82,32,0
83,32,0
84,32,0
85,32,0
86,32,0
87,32,0
88,32,0
89,32,0
90,32,0
91,32,0
92,32,0
93,32,0
94,32,0
95,32,0
96,32,0
97,32,-0
98,32,-0
1,33,0.476
2,33,1.678
3,33,3.132
4,33,3.239
5,33,3.096
6,33,3.702
7,33,3.357
8,33,2.85
9,33,3.705
10,33,4.034
11,33,3.839
12,33,4.443
13,33,4.024
14,33,4.883
15,33,5.246
16,33,6.165
17,33,5.47
18,33,7.233
19,33,7.349
20,33,7.764
21,33,7.058
22,33,7.481
23,33,6.838
24,33,7.533
25,33,7.442
26,33,6.855
27,33,6.553
28,33,6.271
29,33,6.236
30,33,5.984
31,33,5.965
32,33,5.737
33,33,6.166
34,33,5.946
35,33,6.167
36,33,5.96
37,33,6.189
38,33,6.208
39,33,6.45
40,33,6.926
41,33,7.424
42,33,7.464
43,33,7.748
44,33,7.8
45,33,7.383
46,33,7.446
47,33,7.281
48,33,7.829
49,33,NA
50,33,NA
51,33,0
52,33,0
53,33,0
54,33,0
55,33,0
56,33,0
57,33,0
58,33,0
59,33,0
60,33,0
61,33,0
62,33,0
63,33,0
64,33,0
65,33,0
66,33,0
67,33,0
68,33,0
69,33,0
70,33,0
71,33,0
72,33,0
73,33,0
74,33,0
75,33,0
76,33,0
77,33,0
78,33,0
79,33,0
80,33,0
81,33,0
82,33,0
83,33,0
84,33,0
85,33,0
86,33,0
87,33,0
88,33,0
89,33,0
90,33,0
91,33,0
92,33,0
93,33,0
94,33,0
95,33,0
96,33,0
97,33,-0
98,33,-0
1,34,0.463
2,34,1.57
3,34,2.914
4,34,2.969
5,34,3.125
6,34,3.655
7,34,3.252
8,34,2.709
9,34,3.489
10,34,3.76
11,34,3.531
12,34,4.064
13,34,3.63
14,34,4.4
15,34,4.702
16,34,5.525
17,34,4.836
18,34,6.442
19,34,6.508
20,34,6.852
21,34,6.156
22,34,6.765
23,34,6.362
24,34,6.979
25,34,6.845
26,34,6.243
27,34,5.915
28,34,5.83
29,34,5.975
30,34,5.686
31,34,5.625
32,34,5.364
33,34,5.733
34,34,5.482
35,34,5.65
36,34,5.415
37,34,5.59
38,34,5.772
39,34,5.96
40,34,6.369
41,34,6.796
42,34,6.787
43,34,7.009
44,34,7.011
45,34,6.575
46,34,6.588
47,34,6.389
48,34,6.85
49,34,NA
50,34,NA
51,34,0
52,34,0
53,34,0
54,34,0
55,34,0
56,34,0
57,34,0
58,34,0
59,34,0
60,34,0
61,34,0
62,34,0
63,34,0
64,34,0
65,34,0
66,34,0
67,34,0
68,34,0
69,34,0
70,34,0
71,34,0
72,34,0
73,34,0
74,34,0
75,34,0
76,34,0
77,34,0
78,34,0
79,34,0
80,34,0
81,34,0
82,34,0
83,34,0
84,34,0
85,34,0
86,34,0
87,34,0
88,34,0
89,34,0
90,34,0
91,34,0
92,34,0
93,34,0
94,34,0
95,34,0
96,34,0
97,34,0
98,34,-0
1,35,0.45
2,35,1.467
3,35,2.707
4,35,2.714
5,35,3.157
6,35,3.954
7,35,3.445
8,35,2.819
9,35,3.547
10,35,3.759
11,35,3.479
12,35,3.953
13,35,3.483
14,35,4.187
15,35,4.435
16,35,5.182
17,35,4.478
18,35,5.969
19,35,5.986
20,35,6.268
21,35,5.807
22,35,6.346
23,35,5.914
24,35,6.459
25,35,6.286
26,35,6.128
27,35,5.758
28,35,5.63
29,35,5.946
30,35,5.829
31,35,5.722
32,35,5.415
33,35,5.738
34,35,5.446
35,35,5.57
36,35,5.295
37,35,5.426
38,35,5.562
39,35,5.703
40,35,6.057
41,35,6.424
42,35,6.588
43,35,6.98
44,35,6.935
45,35,6.459
46,35,6.427
47,35,6.4
48,35,6.81
49,35,NA
50,35,NA
51,35,0
52,35,0
53,35,0
54,35,0
55,35,0
56,35,0
57,35,0
58,35,0
59,35,0
60,35,0
61,35,0
62,35,0
63,35,0
64,35,0
65,35,0
66,35,0
67,35,0
68,35,0
69,35,0
70,35,0
71,35,0
72,35,0
73,35,0
74,35,0
75,35,0
76,35,0
77,35,0
78,35,0
79,35,0
80,35,0
81,35,0
82,35,0
83,35,0
84,35,0
85,35,0
86,35,0
87,35,0
88,35,0
89,35,0
90,35,0
91,35,0
92,35,0
93,35,0
94,35,0
95,35,0
96,35,0
97,35,0
98,35,-0
1,36,0.437
2,36,1.369
3,36,2.511
4,36,2.831
5,36,3.191
6,36,3.911
7,36,3.344
8,36,2.683
9,36,3.608
10,36,3.761
11,36,3.43
12,36,3.849
13,36,3.344
14,36,4.221
15,36,4.416
16,36,5.105
17,36,4.362
18,36,5.776
19,36,5.995
20,36,6.221
21,36,5.713
22,36,6.194
23,36,5.956
24,36,6.447
25,36,6.225
26,36,6.02
27,36,5.831
28,36,5.656
29,36,5.923
30,36,5.762
31,36,5.611
32,36,5.267
33,36,5.542
34,36,5.216
35,36,5.295
36,36,5.184
37,36,5.271
38,36,5.364
39,36,5.46
40,36,5.762
41,36,6.074
42,36,6.189
43,36,6.737
44,36,6.867
45,36,6.352
46,36,6.276
47,36,6.205
48,36,6.561
49,36,NA
50,36,NA
51,36,0
52,36,0
53,36,0
54,36,0
55,36,0
56,36,0
57,36,0
58,36,0
59,36,0
60,36,0
61,36,0
62,36,0
63,36,0
64,36,0
65,36,0
66,36,0
67,36,0
68,36,0
69,36,0
70,36,0
71,36,0
72,36,0
73,36,0
74,36,0
75,36,0
76,36,0
77,36,0
78,36,0
79,36,0
80,36,0
81,36,0
82,36,0
83,36,0
84,36,0
85,36,0
86,36,0
87,36,0
88,36,0
89,36,0
90,36,0
91,36,0
92,36,0
93,36,0
94,36,0
95,36,0
96,36,0
97,36,0
98,36,-0
1,37,0.425
2,37,1.276
3,37,2.325
4,37,2.953
5,37,3.228
6,37,3.871
7,37,3.248
8,37,2.555
9,37,3.405
10,37,3.509
11,37,3.153
12,37,3.514
13,37,3.003
14,37,3.793
15,37,3.941
16,37,4.551
17,37,3.824
18,37,5.104
19,37,5.272
20,37,5.685
21,37,5.625
22,37,6.05
23,37,5.768
24,37,6.202
25,37,5.939
26,37,5.696
27,37,5.471
28,37,5.471
29,37,5.69
30,37,5.49
31,37,5.303
32,37,4.933
33,37,5.355
34,37,4.997
35,37,5.036
36,37,5.078
37,37,5.318
38,37,5.368
39,37,5.423
40,37,5.68
41,37,5.946
42,37,6.015
43,37,6.508
44,37,6.589
45,37,6.046
46,37,5.93
47,37,5.82
48,37,6.118
49,37,NA
50,37,NA
51,37,0
52,37,0
53,37,0
54,37,0
55,37,0
56,37,0
57,37,0
58,37,0
59,37,0
60,37,0
61,37,0
62,37,0
63,37,0
64,37,0
65,37,0
66,37,0
67,37,0
68,37,0
69,37,0
70,37,0
71,37,0
72,37,0
73,37,0
74,37,0
75,37,0
76,37,0
77,37,0
78,37,0
79,37,0
80,37,0
81,37,0
82,37,0
83,37,0
84,37,0
85,37,0
86,37,0
87,37,0
88,37,0
89,37,0
90,37,0
91,37,0
92,37,0
93,37,0
94,37,0
95,37,0
96,37,0
97,37,0
98,37,-0
1,38,0.413
2,38,1.187
3,38,2.551
4,38,3.08
5,38,3.267
6,38,3.834
7,38,3.448
8,38,2.666
9,38,3.738
10,38,4.04
11,38,3.579
12,38,3.894
13,38,3.294
14,38,4.06
15,38,4.156
16,38,4.724
17,38,4.149
18,38,5.418
19,38,5.531
20,38,5.896
21,38,5.78
22,38,6.155
23,38,5.82
24,38,6.202
25,38,6.356
26,38,6.051
27,38,5.768
28,38,5.72
29,38,6.113
30,38,6.073
31,38,6.04
32,38,5.594
33,38,6.426
34,38,5.98
35,38,5.972
36,38,5.969
37,38,6.179
38,38,6.185
39,38,6.197
40,38,6.638
41,38,6.876
42,38,6.902
43,38,7.608
44,38,7.645
45,38,7.011
46,38,6.839
47,38,6.675
48,38,6.949
49,38,NA
50,38,NA
51,38,0
52,38,0
53,38,0
54,38,0
55,38,0
56,38,0
57,38,0
58,38,0
59,38,0
60,38,0
61,38,0
62,38,0
63,38,0
64,38,0
65,38,0
66,38,0
67,38,0
68,38,0
69,38,0
70,38,0
71,38,0
72,38,0
73,38,0
74,38,0
75,38,0
76,38,0
77,38,0
78,38,0
79,38,0
80,38,0
81,38,0
82,38,0
83,38,0
84,38,0
85,38,0
86,38,0
87,38,0
88,38,0
89,38,0
90,38,0
91,38,0
92,38,0
93,38,0
94,38,0
95,38,0
96,38,0
97,38,0
98,38,-0
1,39,0.402
2,39,1.104
3,39,2.366
4,39,2.829
5,39,2.968
6,39,3.467
7,39,3.069
8,39,2.314
9,39,3.278
10,39,3.527
11,39,3.075
12,39,3.336
13,39,2.765
14,39,3.435
15,39,3.496
16,39,3.984
17,39,3.438
18,39,4.557
19,39,4.63
20,39,4.931
21,39,4.796
22,39,5.104
23,39,5.2
24,39,5.52
25,39,5.85
26,39,5.738
27,39,5.636
28,39,5.545
29,39,5.886
30,39,5.804
31,39,5.73
32,39,5.459
33,39,6.45
34,39,5.96
35,39,5.908
36,39,6.069
37,39,6.235
38,39,6.197
39,39,6.164
40,39,6.557
41,39,6.747
42,39,6.727
43,39,7.601
44,39,8.056
45,39,7.357
46,39,7.135
47,39,7.141
48,39,7.376
49,39,NA
50,39,NA
51,39,0
52,39,0
53,39,0
54,39,0
55,39,0
56,39,0
57,39,0
58,39,0
59,39,0
60,39,0
61,39,0
62,39,0
63,39,0
64,39,0
65,39,0
66,39,0
67,39,0
68,39,0
69,39,0
70,39,0
71,39,0
72,39,0
73,39,0
74,39,0
75,39,0
76,39,0
77,39,0
78,39,0
79,39,0
80,39,0
81,39,0
82,39,0
83,39,0
84,39,0
85,39,0
86,39,0
87,39,0
88,39,0
89,39,0
90,39,0
91,39,0
92,39,0
93,39,0
94,39,0
95,39,0
96,39,0
97,39,0
98,39,-0
1,40,0.39
2,40,1.024
3,40,2.191
4,40,2.957
5,40,3.01
6,40,3.437
7,40,2.985
8,40,2.202
9,40,3.094
10,40,3.294
11,40,2.824
12,40,3.038
13,40,2.469
14,40,3.066
15,40,3.093
16,40,3.517
17,40,2.982
18,40,3.987
19,40,4.024
20,40,4.269
21,40,4.115
22,40,4.367
23,40,4.625
24,40,4.889
25,40,5.161
26,40,5.228
27,40,5.094
28,40,5.588
29,40,5.883
30,40,5.756
31,40,5.639
32,40,5.33
33,40,6.261
34,40,5.739
35,40,5.647
36,40,5.762
37,40,5.881
38,40,6.006
39,40,6.137
40,40,6.482
41,40,6.626
42,40,6.561
43,40,7.374
44,40,7.771
45,40,7.043
46,40,6.782
47,40,6.743
48,40,6.924
49,40,NA
50,40,NA
51,40,0
52,40,0
53,40,0
54,40,0
55,40,0
56,40,0
57,40,0
58,40,0
59,40,0
60,40,0
61,40,0
62,40,0
63,40,0
64,40,0
65,40,0
66,40,0
67,40,0
68,40,0
69,40,0
70,40,0
71,40,0
72,40,0
73,40,0
74,40,0
75,40,0
76,40,0
77,40,0
78,40,0
79,40,0
80,40,0
81,40,0
82,40,0
83,40,0
84,40,0
85,40,0
86,40,0
87,40,0
88,40,0
89,40,0
90,40,0
91,40,0
92,40,0
93,40,0
94,40,0
95,40,0
96,40,0
97,40,0
98,40,-0
1,41,0.379
2,41,0.949
3,41,2.024
4,41,2.715
5,41,2.728
6,41,3.097
7,41,2.641
8,41,1.892
9,41,2.687
10,41,2.845
11,41,2.793
12,41,2.962
13,41,2.367
14,41,2.913
15,41,2.904
16,41,3.277
17,41,2.734
18,41,3.657
19,41,3.658
20,41,3.857
21,41,3.679
22,41,4.073
23,41,4.482
24,41,4.905
25,41,5.132
26,41,5.155
27,41,4.981
28,41,5.425
29,41,5.672
30,41,5.506
31,41,5.352
32,41,5.014
33,41,5.872
34,41,5.33
35,41,5.204
