pathway,pathway_label,database,NES_Training_HR,NES_Training_LR,padj_Training_HR,padj_Training_LR,significance,set_size
HALLMARK_OXIDATIVE_PHOSPHORYLATION,OXPHOS,Hallmark,2.687,1.905,8.39e-13,0.001465,Sig Both,148
GOBP_TRICARBOXYLIC_ACID_CYCLE,Tricarboxylic Acid Cycle,GO:BP,1.984,2.11,0.03229,0.02066,Sig Both,25
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,Proton Transmembrane Transport,GO:BP,2.631,1.431,1.802e-9,0.3761,Sig HR only,86
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,Proton Motive Force Driven ATP Synthesis,GO:BP,2.656,1.156,1.435e-8,0.7768,Sig HR only,59
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,ATP Synthesis Coupled Electron Transport,GO:BP,2.592,1.16,8.378e-9,0.7576,Sig HR only,72
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,Mitochondrial Respiratory Chain Complex As...,GO:BP,2.388,1.137,5.132e-5,0.7901,Sig HR only,43
GOBP_MITOCHONDRIAL_TRANSPORT,Mitochondrial Transport,GO:BP,2.059,1.443,0.002208,0.4108,Sig HR only,58
GOBP_MITOCHONDRION_ORGANIZATION,Mitochondrion Organization,GO:BP,2.161,1.314,1.665e-6,0.4768,Sig HR only,133
GOBP_ACYL_COA_METABOLIC_PROCESS,Acyl Coa Metabolic Process,GO:BP,1.902,1.55,0.03914,0.3677,Sig HR only,35
GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,Cytochrome Complex Assembly,GO:BP,2.011,1.308,0.02688,0.6781,Sig HR only,14
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,Defense Response To Gram Positive Bacterium,GO:BP,-2.096,1.118,0.004317,0.843,Sig HR only,10
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Mitochondrial Membrane Organization,GO:BP,1.948,1.241,0.02421,0.6939,Sig HR only,43
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,Purine Containing Compound Biosynthetic Pr...,GO:BP,2.087,0.983,7.334e-5,0.9206,Sig HR only,117
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,Sensory Perception Of Mechanical Stimulus,GO:BP,2.128,0.664,0.006915,0.9961,Sig HR only,16
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION,Cell Cycle G1 S Phase Transition,GO:BP,-1.977,-0.753,0.03647,0.9908,Sig HR only,27
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,Multicellular Organismal Movement,GO:BP,-1.908,-0.749,0.04104,0.9961,Sig HR only,28
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,Nucleoside Triphosphate Metabolic Process,GO:BP,1.806,0.822,0.003032,0.9961,Sig HR only,124
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Proteasome Mediated Ubiquitin Dependent Pr...,GO:BP,-1.333,-1.757,0.4098,0.03851,Sig LR only,90
HALLMARK_HEME_METABOLISM,Heme Metabolism,Hallmark,-1.049,-2.023,0.7545,0.014,Sig LR only,52
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,Mitochondrial Gene Expression,GO:BP,-0.881,1.984,0.8974,0.03851,Sig LR only,41
